strategy,group,name,year,timerange,trades,tot_profit_pct,sharpe,profit_factor,max_drawdown_pct,win_rate,cagr,sortino
V4_G3_P010,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=True",2020,20200101-20210101,191,59.64,1.32,1.38,14.72,31.4,60.47,7.37
V4_G3_P010,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=True",2021,20210101-20220101,256,113.39,1.97,1.47,5,30.9,113.39,13.41
V4_G3_P010,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=True",2021,20210101-20220101,256,113.39,1.97,1.47,11.15,30.9,113.39,13.41
V4_G3_P010,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=True",2022,20220101-20230101,113,1.97,0.06,1.03,8,26.5,1.97,0.35
V4_G3_P010,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=True",2022,20220101-20230101,113,1.97,0.06,1.03,12.88,26.5,1.97,0.35
V4_G3_P010,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=True",2023,20230101-20240101,196,82.18,1.46,1.50,0,28.6,82.18,8.93
V4_G3_P010,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=True",2023,20230101-20240101,196,82.18,1.46,1.50,15.20,28.6,82.18,8.93
V4_G3_P010,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=True",2024,20240101-20250101,157,30.59,1.09,1.41,0,33.1,30.50,5.37
V4_G3_P010,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=True",2024,20240101-20250101,157,30.59,1.09,1.41,11.50,33.1,30.50,5.37
V4_G3_P010,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=True",2025Q1,20250101-20260401,167,48.89,1.11,1.50,1,37.1,37.62,4.92
V4_G3_P010,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=True",2025Q1,20250101-20260401,167,48.89,1.11,1.50,11.91,37.1,37.62,4.92
V4_G3_P002,group3_ema_slope,"G3 EMA slope p=3 th=0.001 stair=True",2020,20200101-20210101,194,59.20,1.32,1.37,0,31.4,60.02,7.36
V4_G3_P002,group3_ema_slope,"G3 EMA slope p=3 th=0.001 stair=True",2020,20200101-20210101,194,59.20,1.32,1.37,15.00,31.4,60.02,7.36
V4_G3_P002,group3_ema_slope,"G3 EMA slope p=3 th=0.001 stair=True",2021,20210101-20220101,257,110.32,1.94,1.45,4,30.7,110.32,13.23
V4_G3_P002,group3_ema_slope,"G3 EMA slope p=3 th=0.001 stair=True",2021,20210101-20220101,257,110.32,1.94,1.45,11.14,30.7,110.32,13.23
V4_G3_P002,group3_ema_slope,"G3 EMA slope p=3 th=0.001 stair=True",2022,20220101-20230101,117,2.52,0.08,1.04,3,26.5,2.52,0.44
V4_G3_P002,group3_ema_slope,"G3 EMA slope p=3 th=0.001 stair=True",2022,20220101-20230101,117,2.52,0.08,1.04,12.83,26.5,2.52,0.44
V4_G3_P002,group3_ema_slope,"G3 EMA slope p=3 th=0.001 stair=True",2023,20230101-20240101,202,89.28,1.55,1.51,4,28.7,89.28,9.48
V4_G3_P002,group3_ema_slope,"G3 EMA slope p=3 th=0.001 stair=True",2023,20230101-20240101,202,89.28,1.55,1.51,16.24,28.7,89.28,9.48
V4_G3_P002,group3_ema_slope,"G3 EMA slope p=3 th=0.001 stair=True",2024,20240101-20250101,161,38.96,1.32,1.50,2,34.2,38.83,6.52
V4_G3_P002,group3_ema_slope,"G3 EMA slope p=3 th=0.001 stair=True",2024,20240101-20250101,161,38.96,1.32,1.50,9.52,34.2,38.83,6.52
V4_G3_P002,group3_ema_slope,"G3 EMA slope p=3 th=0.001 stair=True",2025Q1,20250101-20260401,178,46.69,1.10,1.46,9,36.0,35.98,4.76
V4_G3_P002,group3_ema_slope,"G3 EMA slope p=3 th=0.001 stair=True",2025Q1,20250101-20260401,178,46.69,1.10,1.46,12.59,36.0,35.98,4.76
V4_G3_P011,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=False",2020,20200101-20210101,190,77.97,1.59,1.47,7,34.2,79.11,8.86
V4_G3_P011,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=False",2020,20200101-20210101,190,77.97,1.59,1.47,15.57,34.2,79.11,8.86
V4_G3_P011,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=False",2021,20210101-20220101,253,112.88,1.85,1.42,5,32.4,112.88,12.13
V4_G3_P011,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=False",2021,20210101-20220101,253,112.88,1.85,1.42,10.05,32.4,112.88,12.13
V4_G3_P011,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=False",2022,20220101-20230101,110,6.21,0.19,1.09,7,29.1,6.21,0.96
V4_G3_P011,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=False",2022,20220101-20230101,110,6.21,0.19,1.09,13.27,29.1,6.21,0.96
V4_G3_P011,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=False",2023,20230101-20240101,195,69.00,1.24,1.39,6,30.3,69.00,7.70
V4_G3_P011,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=False",2023,20230101-20240101,195,69.00,1.24,1.39,18.26,30.3,69.00,7.70
V4_G3_P011,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=False",2024,20240101-20250101,156,25.59,0.87,1.30,5,35.3,25.52,3.80
V4_G3_P011,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=False",2024,20240101-20250101,156,25.59,0.87,1.30,13.75,35.3,25.52,3.80
V4_G3_P011,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=False",2025Q1,20250101-20260401,164,46.20,1.03,1.46,9,39.0,35.62,4.13
V4_G3_P011,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=False",2025Q1,20250101-20260401,164,46.20,1.03,1.46,14.19,39.0,35.62,4.13
V4_G3_P005,group3_ema_slope,"G3 EMA slope p=3 th=0.002 stair=False",2020,20200101-20210101,185,70.30,1.46,1.43,7,33.5,71.30,8.73
V4_G3_P005,group3_ema_slope,"G3 EMA slope p=3 th=0.002 stair=False",2020,20200101-20210101,185,70.30,1.46,1.43,16.67,33.5,71.30,8.73
V4_G3_P005,group3_ema_slope,"G3 EMA slope p=3 th=0.002 stair=False",2021,20210101-20220101,249,114.80,1.85,1.43,2,32.5,114.80,12.43
V4_G3_P005,group3_ema_slope,"G3 EMA slope p=3 th=0.002 stair=False",2021,20210101-20220101,249,114.80,1.85,1.43,10.02,32.5,114.80,12.43
V4_G3_P005,group3_ema_slope,"G3 EMA slope p=3 th=0.002 stair=False",2022,20220101-20230101,105,9.19,0.28,1.14,3,29.5,9.19,1.42
V4_G3_P005,group3_ema_slope,"G3 EMA slope p=3 th=0.002 stair=False",2022,20220101-20230101,105,9.19,0.28,1.14,13.23,29.5,9.19,1.42
V4_G3_P005,group3_ema_slope,"G3 EMA slope p=3 th=0.002 stair=False",2023,20230101-20240101,184,73.27,1.28,1.43,7,30.4,73.27,8.45
V4_G3_P005,group3_ema_slope,"G3 EMA slope p=3 th=0.002 stair=False",2023,20230101-20240101,184,73.27,1.28,1.43,18.37,30.4,73.27,8.45
V4_G3_P005,group3_ema_slope,"G3 EMA slope p=3 th=0.002 stair=False",2024,20240101-20250101,153,18.13,0.63,1.21,5,33.3,18.08,2.74
V4_G3_P005,group3_ema_slope,"G3 EMA slope p=3 th=0.002 stair=False",2024,20240101-20250101,153,18.13,0.63,1.21,13.65,33.3,18.08,2.74
V4_G3_P005,group3_ema_slope,"G3 EMA slope p=3 th=0.002 stair=False",2025Q1,20250101-20260401,152,39.95,0.88,1.41,6,38.2,30.95,3.59
V4_G3_P005,group3_ema_slope,"G3 EMA slope p=3 th=0.002 stair=False",2025Q1,20250101-20260401,152,39.95,0.88,1.41,14.06,38.2,30.95,3.59
V4_G3_P013,group3_ema_slope,"G3 EMA slope p=8 th=0.0005 stair=True",2020,20200101-20210101,196,60.17,1.35,1.38,4,31.6,61.01,7.46
V4_G3_P013,group3_ema_slope,"G3 EMA slope p=8 th=0.0005 stair=True",2020,20200101-20210101,196,60.17,1.35,1.38,14.54,31.6,61.01,7.46
V4_G3_P013,group3_ema_slope,"G3 EMA slope p=8 th=0.0005 stair=True",2021,20210101-20220101,257,110.32,1.94,1.45,4,30.7,110.32,13.23
V4_G3_P013,group3_ema_slope,"G3 EMA slope p=8 th=0.0005 stair=True",2021,20210101-20220101,257,110.32,1.94,1.45,11.14,30.7,110.32,13.23
V4_G3_P013,group3_ema_slope,"G3 EMA slope p=8 th=0.0005 stair=True",2022,20220101-20230101,116,3.68,0.12,1.05,3,26.7,3.68,0.64
V4_G3_P013,group3_ema_slope,"G3 EMA slope p=8 th=0.0005 stair=True",2022,20220101-20230101,116,3.68,0.12,1.05,12.83,26.7,3.68,0.64
V4_G3_P013,group3_ema_slope,"G3 EMA slope p=8 th=0.0005 stair=True",2023,20230101-20240101,206,89.65,1.58,1.51,3,29.1,89.65,9.45
V4_G3_P013,group3_ema_slope,"G3 EMA slope p=8 th=0.0005 stair=True",2023,20230101-20240101,206,89.65,1.58,1.51,17.03,29.1,89.65,9.45
V4_G3_P013,group3_ema_slope,"G3 EMA slope p=8 th=0.0005 stair=True",2024,20240101-20250101,161,38.93,1.32,1.50,2,34.2,38.81,6.52
V4_G3_P013,group3_ema_slope,"G3 EMA slope p=8 th=0.0005 stair=True",2024,20240101-20250101,161,38.93,1.32,1.50,9.52,34.2,38.81,6.52
V4_G3_P013,group3_ema_slope,"G3 EMA slope p=8 th=0.0005 stair=True",2025Q1,20250101-20260401,178,52.91,1.21,1.52,3,36.5,40.59,5.07
V4_G3_P013,group3_ema_slope,"G3 EMA slope p=8 th=0.0005 stair=True",2025Q1,20250101-20260401,178,52.91,1.21,1.52,12.93,36.5,40.59,5.07
V4_G3_P014,group3_ema_slope,"G3 EMA slope p=8 th=0.001 stair=True",2020,20200101-20210101,195,58.26,1.31,1.37,6,31.3,59.07,7.28
V4_G3_P014,group3_ema_slope,"G3 EMA slope p=8 th=0.001 stair=True",2020,20200101-20210101,195,58.26,1.31,1.37,15.46,31.3,59.07,7.28
V4_G3_P014,group3_ema_slope,"G3 EMA slope p=8 th=0.001 stair=True",2021,20210101-20220101,257,110.32,1.94,1.45,4,30.7,110.32,13.23
V4_G3_P014,group3_ema_slope,"G3 EMA slope p=8 th=0.001 stair=True",2021,20210101-20220101,257,110.32,1.94,1.45,11.14,30.7,110.32,13.23
V4_G3_P014,group3_ema_slope,"G3 EMA slope p=8 th=0.001 stair=True",2022,20220101-20230101,116,3.68,0.12,1.05,3,26.7,3.68,0.64
V4_G3_P014,group3_ema_slope,"G3 EMA slope p=8 th=0.001 stair=True",2022,20220101-20230101,116,3.68,0.12,1.05,12.83,26.7,3.68,0.64
V4_G3_P014,group3_ema_slope,"G3 EMA slope p=8 th=0.001 stair=True",2023,20230101-20240101,205,91.58,1.60,1.52,3,29.3,91.58,9.56
V4_G3_P014,group3_ema_slope,"G3 EMA slope p=8 th=0.001 stair=True",2023,20230101-20240101,205,91.58,1.60,1.52,17.03,29.3,91.58,9.56
V4_G3_P014,group3_ema_slope,"G3 EMA slope p=8 th=0.001 stair=True",2024,20240101-20250101,161,37.55,1.29,1.48,2,33.5,37.43,6.31
V4_G3_P014,group3_ema_slope,"G3 EMA slope p=8 th=0.001 stair=True",2024,20240101-20250101,161,37.55,1.29,1.48,9.52,33.5,37.43,6.31
V4_G3_P014,group3_ema_slope,"G3 EMA slope p=8 th=0.001 stair=True",2025Q1,20250101-20260401,176,54.27,1.23,1.54,1,36.9,41.59,5.16
V4_G3_P014,group3_ema_slope,"G3 EMA slope p=8 th=0.001 stair=True",2025Q1,20250101-20260401,176,54.27,1.23,1.54,12.91,36.9,41.59,5.16
V4_G3_P015,group3_ema_slope,"G3 EMA slope p=8 th=0.001 stair=False",2020,20200101-20210101,194,76.26,1.58,1.45,7,34.0,77.37,8.64
V4_G3_P015,group3_ema_slope,"G3 EMA slope p=8 th=0.001 stair=False",2020,20200101-20210101,194,76.26,1.58,1.45,16.97,34.0,77.37,8.64
V4_G3_P015,group3_ema_slope,"G3 EMA slope p=8 th=0.001 stair=False",2021,20210101-20220101,254,110.07,1.82,1.41,0,32.3,110.07,12.00
V4_G3_P015,group3_ema_slope,"G3 EMA slope p=8 th=0.001 stair=False",2021,20210101-20220101,254,110.07,1.82,1.41,10.00,32.3,110.07,12.00
V4_G3_P015,group3_ema_slope,"G3 EMA slope p=8 th=0.001 stair=False",2022,20220101-20230101,112,9.83,0.30,1.14,4,30.4,9.83,1.48
V4_G3_P015,group3_ema_slope,"G3 EMA slope p=8 th=0.001 stair=False",2022,20220101-20230101,112,9.83,0.30,1.14,13.24,30.4,9.83,1.48
V4_G3_P015,group3_ema_slope,"G3 EMA slope p=8 th=0.001 stair=False",2023,20230101-20240101,204,71.48,1.29,1.39,0,30.4,71.48,7.73
V4_G3_P015,group3_ema_slope,"G3 EMA slope p=8 th=0.001 stair=False",2023,20230101-20240101,204,71.48,1.29,1.39,20.40,30.4,71.48,7.73
V4_G3_P015,group3_ema_slope,"G3 EMA slope p=8 th=0.001 stair=False",2024,20240101-20250101,160,33.45,1.07,1.37,1,35.6,33.34,4.66
V4_G3_P015,group3_ema_slope,"G3 EMA slope p=8 th=0.001 stair=False",2024,20240101-20250101,160,33.45,1.07,1.37,10.51,35.6,33.34,4.66
V4_G3_P015,group3_ema_slope,"G3 EMA slope p=8 th=0.001 stair=False",2025Q1,20250101-20260401,174,46.25,1.05,1.44,4,37.9,35.65,3.97
V4_G3_P015,group3_ema_slope,"G3 EMA slope p=8 th=0.001 stair=False",2025Q1,20250101-20260401,174,46.25,1.05,1.44,14.84,37.9,35.65,3.97
V4_G3_P008,group3_ema_slope,"G3 EMA slope p=5 th=0.001 stair=True",2020,20200101-20210101,194,59.24,1.32,1.37,8,31.4,60.07,7.36
V4_G3_P008,group3_ema_slope,"G3 EMA slope p=5 th=0.001 stair=True",2020,20200101-20210101,194,59.24,1.32,1.37,14.98,31.4,60.07,7.36
V4_G3_P008,group3_ema_slope,"G3 EMA slope p=5 th=0.001 stair=True",2021,20210101-20220101,257,110.32,1.94,1.45,4,30.7,110.32,13.23
V4_G3_P008,group3_ema_slope,"G3 EMA slope p=5 th=0.001 stair=True",2021,20210101-20220101,257,110.32,1.94,1.45,11.14,30.7,110.32,13.23
V4_G3_P008,group3_ema_slope,"G3 EMA slope p=5 th=0.001 stair=True",2022,20220101-20230101,117,2.59,0.08,1.04,3,26.5,2.59,0.45
V4_G3_P008,group3_ema_slope,"G3 EMA slope p=5 th=0.001 stair=True",2022,20220101-20230101,117,2.59,0.08,1.04,12.83,26.5,2.59,0.45
V4_G3_P008,group3_ema_slope,"G3 EMA slope p=5 th=0.001 stair=True",2023,20230101-20240101,204,92.36,1.61,1.52,3,29.4,92.36,9.61
V4_G3_P008,group3_ema_slope,"G3 EMA slope p=5 th=0.001 stair=True",2023,20230101-20240101,204,92.36,1.61,1.52,16.63,29.4,92.36,9.61
V4_G3_P008,group3_ema_slope,"G3 EMA slope p=5 th=0.001 stair=True",2024,20240101-20250101,161,37.55,1.29,1.48,2,33.5,37.43,6.31
V4_G3_P008,group3_ema_slope,"G3 EMA slope p=5 th=0.001 stair=True",2024,20240101-20250101,161,37.55,1.29,1.48,9.52,33.5,37.43,6.31
V4_G3_P008,group3_ema_slope,"G3 EMA slope p=5 th=0.001 stair=True",2025Q1,20250101-20260401,177,51.28,1.19,1.51,3,36.7,39.38,5.01
V4_G3_P008,group3_ema_slope,"G3 EMA slope p=5 th=0.001 stair=True",2025Q1,20250101-20260401,177,51.28,1.19,1.51,12.73,36.7,39.38,5.01
V4_G3_P016,group3_ema_slope,"G3 EMA slope p=8 th=0.002 stair=True",2020,20200101-20210101,193,60.29,1.34,1.38,2,31.6,61.13,7.44
V4_G3_P016,group3_ema_slope,"G3 EMA slope p=8 th=0.002 stair=True",2020,20200101-20210101,193,60.29,1.34,1.38,15.02,31.6,61.13,7.44
V4_G3_P016,group3_ema_slope,"G3 EMA slope p=8 th=0.002 stair=True",2021,20210101-20220101,257,110.32,1.94,1.45,4,30.7,110.32,13.23
V4_G3_P016,group3_ema_slope,"G3 EMA slope p=8 th=0.002 stair=True",2021,20210101-20220101,257,110.32,1.94,1.45,11.14,30.7,110.32,13.23
V4_G3_P016,group3_ema_slope,"G3 EMA slope p=8 th=0.002 stair=True",2022,20220101-20230101,115,4.26,0.14,1.06,3,27.0,4.26,0.73
V4_G3_P016,group3_ema_slope,"G3 EMA slope p=8 th=0.002 stair=True",2022,20220101-20230101,115,4.26,0.14,1.06,12.83,27.0,4.26,0.73
V4_G3_P016,group3_ema_slope,"G3 EMA slope p=8 th=0.002 stair=True",2023,20230101-20240101,202,90.83,1.58,1.52,7,28.7,90.83,9.41
V4_G3_P016,group3_ema_slope,"G3 EMA slope p=8 th=0.002 stair=True",2023,20230101-20240101,202,90.83,1.58,1.52,15.37,28.7,90.83,9.41
V4_G3_P016,group3_ema_slope,"G3 EMA slope p=8 th=0.002 stair=True",2024,20240101-20250101,160,33.23,1.17,1.43,2,33.1,33.12,5.73
V4_G3_P016,group3_ema_slope,"G3 EMA slope p=8 th=0.002 stair=True",2024,20240101-20250101,160,33.23,1.17,1.43,9.52,33.1,33.12,5.73
V4_G3_P016,group3_ema_slope,"G3 EMA slope p=8 th=0.002 stair=True",2025Q1,20250101-20260401,176,48.80,1.14,1.49,0,36.4,37.55,4.93
V4_G3_P016,group3_ema_slope,"G3 EMA slope p=8 th=0.002 stair=True",2025Q1,20250101-20260401,176,48.80,1.14,1.49,12.00,36.4,37.55,4.93
V4_G3_P017,group3_ema_slope,"G3 EMA slope p=8 th=0.002 stair=False",2020,20200101-20210101,192,78.67,1.61,1.47,5,34.4,79.82,8.84
V4_G3_P017,group3_ema_slope,"G3 EMA slope p=8 th=0.002 stair=False",2020,20200101-20210101,192,78.67,1.61,1.47,16.75,34.4,79.82,8.84
V4_G3_P017,group3_ema_slope,"G3 EMA slope p=8 th=0.002 stair=False",2021,20210101-20220101,254,110.07,1.82,1.41,0,32.3,110.07,12.00
V4_G3_P017,group3_ema_slope,"G3 EMA slope p=8 th=0.002 stair=False",2021,20210101-20220101,254,110.07,1.82,1.41,10.00,32.3,110.07,12.00
V4_G3_P017,group3_ema_slope,"G3 EMA slope p=8 th=0.002 stair=False",2022,20220101-20230101,111,10.39,0.32,1.15,4,30.6,10.39,1.56
V4_G3_P017,group3_ema_slope,"G3 EMA slope p=8 th=0.002 stair=False",2022,20220101-20230101,111,10.39,0.32,1.15,13.24,30.6,10.39,1.56
V4_G3_P017,group3_ema_slope,"G3 EMA slope p=8 th=0.002 stair=False",2023,20230101-20240101,201,71.48,1.28,1.39,3,29.9,71.48,7.56
V4_G3_P017,group3_ema_slope,"G3 EMA slope p=8 th=0.002 stair=False",2023,20230101-20240101,201,71.48,1.28,1.39,18.53,29.9,71.48,7.56
V4_G3_P017,group3_ema_slope,"G3 EMA slope p=8 th=0.002 stair=False",2024,20240101-20250101,159,28.90,0.95,1.33,1,35.2,28.81,4.15
V4_G3_P017,group3_ema_slope,"G3 EMA slope p=8 th=0.002 stair=False",2024,20240101-20250101,159,28.90,0.95,1.33,10.51,35.2,28.81,4.15
V4_G3_P017,group3_ema_slope,"G3 EMA slope p=8 th=0.002 stair=False",2025Q1,20250101-20260401,172,43.62,1.00,1.42,1,37.8,33.69,3.82
V4_G3_P017,group3_ema_slope,"G3 EMA slope p=8 th=0.002 stair=False",2025Q1,20250101-20260401,172,43.62,1.00,1.42,13.81,37.8,33.69,3.82
V4_G3_P018,group3_ema_slope,"G3 EMA slope p=8 th=0.003 stair=True",2020,20200101-20210101,185,51.48,1.16,1.33,7,30.3,52.18,7.12
V4_G3_P018,group3_ema_slope,"G3 EMA slope p=8 th=0.003 stair=True",2020,20200101-20210101,185,51.48,1.16,1.33,16.67,30.3,52.18,7.12
V4_G3_P018,group3_ema_slope,"G3 EMA slope p=8 th=0.003 stair=True",2021,20210101-20220101,255,114.60,1.98,1.47,5,31.0,114.60,13.47
V4_G3_P018,group3_ema_slope,"G3 EMA slope p=8 th=0.003 stair=True",2021,20210101-20220101,255,114.60,1.98,1.47,11.15,31.0,114.60,13.47
V4_G3_P018,group3_ema_slope,"G3 EMA slope p=8 th=0.003 stair=True",2022,20220101-20230101,111,1.71,0.06,1.03,7,25.2,1.71,0.29
V4_G3_P018,group3_ema_slope,"G3 EMA slope p=8 th=0.003 stair=True",2022,20220101-20230101,111,1.71,0.06,1.03,13.17,25.2,1.71,0.29
V4_G3_P018,group3_ema_slope,"G3 EMA slope p=8 th=0.003 stair=True",2023,20230101-20240101,190,85.88,1.49,1.52,7,28.4,85.88,9.11
V4_G3_P018,group3_ema_slope,"G3 EMA slope p=8 th=0.003 stair=True",2023,20230101-20240101,190,85.88,1.49,1.52,14.87,28.4,85.88,9.11
V4_G3_P018,group3_ema_slope,"G3 EMA slope p=8 th=0.003 stair=True",2024,20240101-20250101,153,29.14,1.04,1.39,0,32.7,29.05,5.08
V4_G3_P018,group3_ema_slope,"G3 EMA slope p=8 th=0.003 stair=True",2024,20240101-20250101,153,29.14,1.04,1.39,11.50,32.7,29.05,5.08
V4_G3_P018,group3_ema_slope,"G3 EMA slope p=8 th=0.003 stair=True",2025Q1,20250101-20260401,162,44.65,1.03,1.47,1,35.8,34.46,4.67
V4_G3_P018,group3_ema_slope,"G3 EMA slope p=8 th=0.003 stair=True",2025Q1,20250101-20260401,162,44.65,1.03,1.47,11.61,35.8,34.46,4.67
V4_G6_P001,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=25 th=0.3",2020,20200101-20210101,194,52.52,1.22,1.34,3,30.9,53.24,6.95
V4_G6_P001,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=25 th=0.3",2020,20200101-20210101,194,52.52,1.22,1.34,15.63,30.9,53.24,6.95
V4_G6_P001,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=25 th=0.3",2021,20210101-20220101,257,102.61,1.83,1.42,5,30.4,102.61,12.43
V4_G6_P001,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=25 th=0.3",2021,20210101-20220101,257,102.61,1.83,1.42,11.15,30.4,102.61,12.43
V4_G6_P001,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=25 th=0.3",2022,20220101-20230101,116,6.35,0.20,1.09,3,27.6,6.35,1.09
V4_G6_P001,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=25 th=0.3",2022,20220101-20230101,116,6.35,0.20,1.09,12.83,27.6,6.35,1.09
V4_G6_P001,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=25 th=0.3",2023,20230101-20240101,206,88.93,1.56,1.50,3,29.1,88.93,9.48
V4_G6_P001,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=25 th=0.3",2023,20230101-20240101,206,88.93,1.56,1.50,17.03,29.1,88.93,9.48
V4_G6_P001,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=25 th=0.3",2024,20240101-20250101,162,37.52,1.29,1.48,1,34.0,37.40,6.35
V4_G6_P001,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=25 th=0.3",2024,20240101-20250101,162,37.52,1.29,1.48,9.41,34.0,37.40,6.35
V4_G6_P001,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=25 th=0.3",2025Q1,20250101-20260401,180,51.50,1.19,1.50,5,35.6,39.55,5.03
V4_G6_P001,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=25 th=0.3",2025Q1,20250101-20260401,180,51.50,1.19,1.50,12.45,35.6,39.55,5.03
V4_G6_P002,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=40 th=0.5",2020,20200101-20210101,195,57.38,1.30,1.37,6,31.3,58.17,7.31
V4_G6_P002,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=40 th=0.5",2020,20200101-20210101,195,57.38,1.30,1.37,15.56,31.3,58.17,7.31
V4_G6_P002,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=40 th=0.5",2021,20210101-20220101,260,94.69,1.71,1.39,6,30.0,94.69,11.90
V4_G6_P002,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=40 th=0.5",2021,20210101-20220101,260,94.69,1.71,1.39,11.16,30.0,94.69,11.90
V4_G6_P002,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=40 th=0.5",2022,20220101-20230101,115,5.34,0.17,1.08,1,27.0,5.34,0.92
V4_G6_P002,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=40 th=0.5",2022,20220101-20230101,115,5.34,0.17,1.08,12.41,27.0,5.34,0.92
V4_G6_P002,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=40 th=0.5",2023,20230101-20240101,206,96.04,1.62,1.52,6,29.6,96.04,9.69
V4_G6_P002,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=40 th=0.5",2023,20230101-20240101,206,96.04,1.62,1.52,13.46,29.6,96.04,9.69
V4_G6_P002,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=40 th=0.5",2024,20240101-20250101,163,41.64,1.40,1.53,1,34.4,41.51,6.99
V4_G6_P002,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=40 th=0.5",2024,20240101-20250101,163,41.64,1.40,1.53,9.41,34.4,41.51,6.99
V4_G6_P002,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=40 th=0.5",2025Q1,20250101-20260401,179,51.45,1.18,1.50,9,35.8,39.51,4.96
V4_G6_P002,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=40 th=0.5",2025Q1,20250101-20260401,179,51.45,1.18,1.50,11.89,35.8,39.51,4.96
V4_G6_P003,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=40 th=0.7",2020,20200101-20210101,197,59.00,1.33,1.37,3,31.5,59.82,7.33
V4_G6_P003,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=40 th=0.7",2020,20200101-20210101,197,59.00,1.33,1.37,14.53,31.5,59.82,7.33
V4_G6_P003,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=40 th=0.7",2021,20210101-20220101,259,105.29,1.88,1.43,8,30.5,105.29,13.06
V4_G6_P003,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=40 th=0.7",2021,20210101-20220101,259,105.29,1.88,1.43,11.18,30.5,105.29,13.06
V4_G6_P003,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=40 th=0.7",2022,20220101-20230101,114,8.96,0.28,1.13,8,28.1,8.96,1.55
V4_G6_P003,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=40 th=0.7",2022,20220101-20230101,114,8.96,0.28,1.13,10.98,28.1,8.96,1.55
V4_G6_P003,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=40 th=0.7",2023,20230101-20240101,207,87.81,1.54,1.49,2,29.0,87.81,9.23
V4_G6_P003,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=40 th=0.7",2023,20230101-20240101,207,87.81,1.54,1.49,16.02,29.0,87.81,9.23
V4_G6_P003,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=40 th=0.7",2024,20240101-20250101,163,40.98,1.38,1.52,1,34.4,40.85,6.90
V4_G6_P003,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=40 th=0.7",2024,20240101-20250101,163,40.98,1.38,1.52,9.41,34.4,40.85,6.90
V4_G6_P003,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=40 th=0.7",2025Q1,20250101-20260401,177,52.54,1.20,1.51,6,36.2,40.32,4.98
