strategy,group,name,year,timerange,trades,tot_profit_pct,sharpe,profit_factor,max_drawdown_pct,win_rate,cagr,sortino
V4_G6_P003,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=40 th=0.7",2025Q1,20250101-20260401,177,52.54,1.20,1.51,11.96,36.2,40.32,4.98
V4_G6_P004,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.3",2020,20200101-20210101,193,51.82,1.22,1.34,6,31.1,52.52,6.87
V4_G6_P004,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.3",2020,20200101-20210101,193,51.82,1.22,1.34,15.66,31.1,52.52,6.87
V4_G6_P004,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.3",2021,20210101-20220101,257,109.95,1.94,1.45,5,30.7,109.95,13.22
V4_G6_P004,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.3",2021,20210101-20220101,257,109.95,1.94,1.45,11.15,30.7,109.95,13.22
V4_G6_P004,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.3",2022,20220101-20230101,117,0.77,0.03,1.01,2,25.6,0.77,0.13
V4_G6_P004,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.3",2022,20220101-20230101,117,0.77,0.03,1.01,14.22,25.6,0.77,0.13
V4_G6_P004,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.3",2023,20230101-20240101,204,92.25,1.61,1.53,7,29.4,92.25,9.64
V4_G6_P004,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.3",2023,20230101-20240101,204,92.25,1.61,1.53,16.87,29.4,92.25,9.64
V4_G6_P004,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.3",2024,20240101-20250101,162,37.52,1.29,1.48,1,34.0,37.40,6.35
V4_G6_P004,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.3",2024,20240101-20250101,162,37.52,1.29,1.48,9.41,34.0,37.40,6.35
V4_G6_P004,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.3",2025Q1,20250101-20260401,177,53.62,1.21,1.53,5,36.2,41.12,5.10
V4_G6_P004,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.3",2025Q1,20250101-20260401,177,53.62,1.21,1.53,13.25,36.2,41.12,5.10
V4_G6_P005,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=35 th=0.5",2020,20200101-20210101,192,53.34,1.24,1.35,7,31.3,54.07,6.96
V4_G6_P005,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=35 th=0.5",2020,20200101-20210101,192,53.34,1.24,1.35,15.47,31.3,54.07,6.96
V4_G6_P005,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=35 th=0.5",2021,20210101-20220101,257,109.95,1.94,1.45,5,30.7,109.95,13.22
V4_G6_P005,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=35 th=0.5",2021,20210101-20220101,257,109.95,1.94,1.45,11.15,30.7,109.95,13.22
V4_G6_P005,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=35 th=0.5",2022,20220101-20230101,113,7.85,0.24,1.12,0,27.4,7.85,1.35
V4_G6_P005,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=35 th=0.5",2022,20220101-20230101,113,7.85,0.24,1.12,11.90,27.4,7.85,1.35
V4_G6_P005,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=35 th=0.5",2023,20230101-20240101,201,99.91,1.69,1.57,8,29.9,99.91,10.15
V4_G6_P005,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=35 th=0.5",2023,20230101-20240101,201,99.91,1.69,1.57,16.08,29.9,99.91,10.15
V4_G6_P005,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=35 th=0.5",2024,20240101-20250101,163,40.98,1.38,1.52,1,34.4,40.85,6.90
V4_G6_P005,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=35 th=0.5",2024,20240101-20250101,163,40.98,1.38,1.52,9.41,34.4,40.85,6.90
V4_G6_P005,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=35 th=0.5",2025Q1,20250101-20260401,177,51.98,1.19,1.51,5,36.2,39.90,4.95
V4_G6_P005,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=35 th=0.5",2025Q1,20250101-20260401,177,51.98,1.19,1.51,13.15,36.2,39.90,4.95
V4_G6_P006,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.5",2020,20200101-20210101,193,52.76,1.24,1.35,1,31.1,53.48,6.94
V4_G6_P006,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.5",2020,20200101-20210101,193,52.76,1.24,1.35,15.31,31.1,53.48,6.94
V4_G6_P006,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.5",2021,20210101-20220101,258,107.46,1.90,1.44,5,30.6,107.46,12.86
V4_G6_P006,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.5",2021,20210101-20220101,258,107.46,1.90,1.44,11.15,30.6,107.46,12.86
V4_G6_P006,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.5",2022,20220101-20230101,117,3.59,0.11,1.05,6,26.5,3.59,0.62
V4_G6_P006,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.5",2022,20220101-20230101,117,3.59,0.11,1.05,14.26,26.5,3.59,0.62
V4_G6_P006,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.5",2023,20230101-20240101,205,91.06,1.59,1.52,7,29.3,91.06,9.56
V4_G6_P006,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.5",2023,20230101-20240101,205,91.06,1.59,1.52,16.87,29.3,91.06,9.56
V4_G6_P006,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.5",2024,20240101-20250101,163,40.98,1.38,1.52,1,34.4,40.85,6.90
V4_G6_P006,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.5",2024,20240101-20250101,163,40.98,1.38,1.52,9.41,34.4,40.85,6.90
V4_G6_P006,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.5",2025Q1,20250101-20260401,179,50.76,1.17,1.49,9,35.8,39.00,4.91
V4_G6_P006,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.5",2025Q1,20250101-20260401,179,50.76,1.17,1.49,13.19,35.8,39.00,4.91
V4_G6_P007,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=25 th=0.7",2020,20200101-20210101,198,57.32,1.31,1.36,9,31.3,58.11,7.23
V4_G6_P007,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=25 th=0.7",2020,20200101-20210101,198,57.32,1.31,1.36,14.49,31.3,58.11,7.23
V4_G6_P007,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=25 th=0.7",2021,20210101-20220101,259,106.80,1.90,1.44,5,30.5,106.80,12.96
V4_G6_P007,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=25 th=0.7",2021,20210101-20220101,259,106.80,1.90,1.44,11.15,30.5,106.80,12.96
V4_G6_P007,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=25 th=0.7",2022,20220101-20230101,116,6.73,0.21,1.10,3,27.6,6.73,1.16
V4_G6_P007,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=25 th=0.7",2022,20220101-20230101,116,6.73,0.21,1.10,12.83,27.6,6.73,1.16
V4_G6_P007,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=25 th=0.7",2023,20230101-20240101,207,88.52,1.56,1.50,3,29.0,88.52,9.39
V4_G6_P007,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=25 th=0.7",2023,20230101-20240101,207,88.52,1.56,1.50,17.03,29.0,88.52,9.39
V4_G6_P007,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=25 th=0.7",2024,20240101-20250101,163,40.98,1.38,1.52,1,34.4,40.85,6.90
V4_G6_P007,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=25 th=0.7",2024,20240101-20250101,163,40.98,1.38,1.52,9.41,34.4,40.85,6.90
V4_G6_P007,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=25 th=0.7",2025Q1,20250101-20260401,179,50.99,1.17,1.49,2,35.8,39.17,4.88
V4_G6_P007,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=25 th=0.7",2025Q1,20250101-20260401,179,50.99,1.17,1.49,12.52,35.8,39.17,4.88
V4_G6_P008,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=40 th=0.3",2020,20200101-20210101,191,54.87,1.27,1.36,0,31.4,55.62,7.16
V4_G6_P008,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=40 th=0.3",2020,20200101-20210101,191,54.87,1.27,1.36,14.70,31.4,55.62,7.16
V4_G6_P008,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=40 th=0.3",2021,20210101-20220101,256,110.40,1.94,1.45,4,30.9,110.40,13.39
V4_G6_P008,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=40 th=0.3",2021,20210101-20220101,256,110.40,1.94,1.45,11.14,30.9,110.40,13.39
V4_G6_P008,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=40 th=0.3",2022,20220101-20230101,113,4.87,0.16,1.07,2,26.5,4.87,0.84
V4_G6_P008,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=40 th=0.3",2022,20220101-20230101,113,4.87,0.16,1.07,11.92,26.5,4.87,0.84
V4_G6_P008,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=40 th=0.3",2023,20230101-20240101,201,99.77,1.68,1.57,9,29.9,99.77,10.07
V4_G6_P008,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=40 th=0.3",2023,20230101-20240101,201,99.77,1.68,1.57,14.99,29.9,99.77,10.07
V4_G6_P008,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=40 th=0.3",2024,20240101-20250101,162,39.08,1.32,1.50,1,34.0,38.96,6.60
V4_G6_P008,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=40 th=0.3",2024,20240101-20250101,162,39.08,1.32,1.50,9.41,34.0,38.96,6.60
V4_G6_P008,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=40 th=0.3",2025Q1,20250101-20260401,175,54.31,1.23,1.54,0,36.6,41.62,5.12
V4_G6_P008,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=40 th=0.3",2025Q1,20250101-20260401,175,54.31,1.23,1.54,12.70,36.6,41.62,5.12
V4_G6_P009,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=25 th=0.3",2020,20200101-20210101,194,52.52,1.22,1.34,3,30.9,53.24,6.95
V4_G6_P009,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=25 th=0.3",2020,20200101-20210101,194,52.52,1.22,1.34,15.63,30.9,53.24,6.95
V4_G6_P009,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=25 th=0.3",2021,20210101-20220101,257,102.61,1.83,1.42,5,30.4,102.61,12.43
V4_G6_P009,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=25 th=0.3",2021,20210101-20220101,257,102.61,1.83,1.42,11.15,30.4,102.61,12.43
V4_G6_P009,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=25 th=0.3",2022,20220101-20230101,116,6.35,0.20,1.09,3,27.6,6.35,1.09
V4_G6_P009,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=25 th=0.3",2022,20220101-20230101,116,6.35,0.20,1.09,12.83,27.6,6.35,1.09
V4_G6_P009,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=25 th=0.3",2023,20230101-20240101,206,88.93,1.56,1.50,3,29.1,88.93,9.48
V4_G6_P009,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=25 th=0.3",2023,20230101-20240101,206,88.93,1.56,1.50,17.03,29.1,88.93,9.48
V4_G6_P009,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=25 th=0.3",2024,20240101-20250101,162,37.52,1.29,1.48,1,34.0,37.40,6.35
V4_G6_P009,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=25 th=0.3",2024,20240101-20250101,162,37.52,1.29,1.48,9.41,34.0,37.40,6.35
V4_G6_P009,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=25 th=0.3",2025Q1,20250101-20260401,180,51.50,1.19,1.50,5,35.6,39.55,5.03
V4_G6_P009,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=25 th=0.3",2025Q1,20250101-20260401,180,51.50,1.19,1.50,12.45,35.6,39.55,5.03
V4_G6_P010,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=40 th=0.7",2020,20200101-20210101,195,55.27,1.28,1.36,2,31.3,56.03,7.17
V4_G6_P010,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=40 th=0.7",2020,20200101-20210101,195,55.27,1.28,1.36,14.42,31.3,56.03,7.17
V4_G6_P010,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=40 th=0.7",2021,20210101-20220101,260,102.43,1.83,1.42,6,30.4,102.43,12.71
V4_G6_P010,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=40 th=0.7",2021,20210101-20220101,260,102.43,1.83,1.42,11.16,30.4,102.43,12.71
V4_G6_P010,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=40 th=0.7",2022,20220101-20230101,114,6.75,0.21,1.10,6,27.2,6.75,1.16
V4_G6_P010,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=40 th=0.7",2022,20220101-20230101,114,6.75,0.21,1.10,12.46,27.2,6.75,1.16
V4_G6_P010,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=40 th=0.7",2023,20230101-20240101,206,98.25,1.66,1.54,2,29.6,98.25,10.02
V4_G6_P010,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=40 th=0.7",2023,20230101-20240101,206,98.25,1.66,1.54,14.02,29.6,98.25,10.02
V4_G6_P010,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=40 th=0.7",2024,20240101-20250101,163,41.64,1.40,1.53,1,34.4,41.51,6.99
V4_G6_P010,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=40 th=0.7",2024,20240101-20250101,163,41.64,1.40,1.53,9.41,34.4,41.51,6.99
V4_G6_P010,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=40 th=0.7",2025Q1,20250101-20260401,181,55.84,1.27,1.54,5,36.5,42.74,5.28
V4_G6_P010,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=40 th=0.7",2025Q1,20250101-20260401,181,55.84,1.27,1.54,12.05,36.5,42.74,5.28
V4_G6_P011,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=40 th=0.3",2020,20200101-20210101,191,56.84,1.29,1.37,3,31.4,57.63,7.30
V4_G6_P011,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=40 th=0.3",2020,20200101-20210101,191,56.84,1.29,1.37,14.73,31.4,57.63,7.30
V4_G6_P011,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=40 th=0.3",2021,20210101-20220101,256,97.61,1.76,1.41,2,30.1,97.61,12.32
V4_G6_P011,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=40 th=0.3",2021,20210101-20220101,256,97.61,1.76,1.41,11.12,30.1,97.61,12.32
V4_G6_P011,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=40 th=0.3",2022,20220101-20230101,113,7.45,0.23,1.11,0,27.4,7.45,1.28
V4_G6_P011,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=40 th=0.3",2022,20220101-20230101,113,7.45,0.23,1.11,11.90,27.4,7.45,1.28
V4_G6_P011,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=40 th=0.3",2023,20230101-20240101,203,96.29,1.64,1.54,9,29.6,96.29,9.86
V4_G6_P011,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=40 th=0.3",2023,20230101-20240101,203,96.29,1.64,1.54,14.99,29.6,96.29,9.86
V4_G6_P011,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=40 th=0.3",2024,20240101-20250101,161,39.88,1.34,1.52,1,34.2,39.75,6.67
V4_G6_P011,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=40 th=0.3",2024,20240101-20250101,161,39.88,1.34,1.52,9.41,34.2,39.75,6.67
V4_G6_P011,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=40 th=0.3",2025Q1,20250101-20260401,177,54.49,1.24,1.54,5,36.2,41.75,5.26
V4_G6_P011,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=40 th=0.3",2025Q1,20250101-20260401,177,54.49,1.24,1.54,11.95,36.2,41.75,5.26
V4_G6_P012,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=30 th=0.5",2020,20200101-20210101,193,52.10,1.22,1.34,6,31.1,52.81,6.85
V4_G6_P012,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=30 th=0.5",2020,20200101-20210101,193,52.10,1.22,1.34,15.46,31.1,52.81,6.85
V4_G6_P012,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=30 th=0.5",2021,20210101-20220101,257,109.95,1.94,1.45,5,30.7,109.95,13.22
V4_G6_P012,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=30 th=0.5",2021,20210101-20220101,257,109.95,1.94,1.45,11.15,30.7,109.95,13.22
V4_G6_P012,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=30 th=0.5",2022,20220101-20230101,116,4.75,0.15,1.07,6,26.7,4.75,0.82
V4_G6_P012,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=30 th=0.5",2022,20220101-20230101,116,4.75,0.15,1.07,13.76,26.7,4.75,0.82
V4_G6_P012,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=30 th=0.5",2023,20230101-20240101,204,92.25,1.61,1.53,7,29.4,92.25,9.64
V4_G6_P012,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=30 th=0.5",2023,20230101-20240101,204,92.25,1.61,1.53,16.87,29.4,92.25,9.64
V4_G6_P012,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=30 th=0.5",2024,20240101-20250101,163,40.98,1.38,1.52,1,34.4,40.85,6.90
V4_G6_P012,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=30 th=0.5",2024,20240101-20250101,163,40.98,1.38,1.52,9.41,34.4,40.85,6.90
V4_G6_P012,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=30 th=0.5",2025Q1,20250101-20260401,177,51.98,1.19,1.51,5,36.2,39.90,4.95
V4_G6_P012,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=30 th=0.5",2025Q1,20250101-20260401,177,51.98,1.19,1.51,13.15,36.2,39.90,4.95
V4_G6_P013,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=30 th=0.5",2020,20200101-20210101,196,56.56,1.29,1.36,8,31.1,57.34,7.27
V4_G6_P013,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=30 th=0.5",2020,20200101-20210101,196,56.56,1.29,1.36,15.48,31.1,57.34,7.27
V4_G6_P013,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=30 th=0.5",2021,20210101-20220101,260,96.72,1.74,1.39,6,30.0,96.72,11.88
V4_G6_P013,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=30 th=0.5",2021,20210101-20220101,260,96.72,1.74,1.39,11.16,30.0,96.72,11.88
V4_G6_P013,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=30 th=0.5",2022,20220101-20230101,117,3.22,0.10,1.04,6,26.5,3.22,0.56
V4_G6_P013,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=30 th=0.5",2022,20220101-20230101,117,3.22,0.10,1.04,14.26,26.5,3.22,0.56
V4_G6_P013,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=30 th=0.5",2023,20230101-20240101,207,94.93,1.63,1.52,4,29.5,94.93,9.77
V4_G6_P013,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=30 th=0.5",2023,20230101-20240101,207,94.93,1.63,1.52,13.94,29.5,94.93,9.77
V4_G6_P013,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=30 th=0.5",2024,20240101-20250101,163,41.64,1.40,1.53,1,34.4,41.51,6.99
V4_G6_P013,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=30 th=0.5",2024,20240101-20250101,163,41.64,1.40,1.53,9.41,34.4,41.51,6.99
V4_G6_P013,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=30 th=0.5",2025Q1,20250101-20260401,180,50.50,1.16,1.49,5,35.6,38.81,4.89
V4_G6_P013,group6_dynamic_dc,"G6 dynDC lb=50 s=14 L=30 th=0.5",2025Q1,20250101-20260401,180,50.50,1.16,1.49,12.45,35.6,38.81,4.89
V4_G6_P014,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=40 th=0.3",2020,20200101-20210101,191,54.87,1.27,1.36,0,31.4,55.62,7.16
V4_G6_P014,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=40 th=0.3",2020,20200101-20210101,191,54.87,1.27,1.36,14.70,31.4,55.62,7.16
V4_G6_P014,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=40 th=0.3",2021,20210101-20220101,256,110.40,1.94,1.45,4,30.9,110.40,13.39
V4_G6_P014,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=40 th=0.3",2021,20210101-20220101,256,110.40,1.94,1.45,11.14,30.9,110.40,13.39
V4_G6_P014,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=40 th=0.3",2022,20220101-20230101,114,3.82,0.12,1.06,3,26.3,3.82,0.66
V4_G6_P014,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=40 th=0.3",2022,20220101-20230101,114,3.82,0.12,1.06,12.43,26.3,3.82,0.66
V4_G6_P014,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=40 th=0.3",2023,20230101-20240101,201,99.77,1.68,1.57,9,29.9,99.77,10.07
V4_G6_P014,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=40 th=0.3",2023,20230101-20240101,201,99.77,1.68,1.57,14.99,29.9,99.77,10.07
V4_G6_P014,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=40 th=0.3",2024,20240101-20250101,162,39.08,1.32,1.50,1,34.0,38.96,6.60
V4_G6_P014,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=40 th=0.3",2024,20240101-20250101,162,39.08,1.32,1.50,9.41,34.0,38.96,6.60
V4_G6_P014,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=40 th=0.3",2025Q1,20250101-20260401,176,54.59,1.23,1.54,0,36.4,41.83,5.16
V4_G6_P014,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=40 th=0.3",2025Q1,20250101-20260401,176,54.59,1.23,1.54,12.70,36.4,41.83,5.16
V4_G6_P015,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=35 th=0.5",2020,20200101-20210101,194,58.49,1.32,1.37,9,31.4,59.30,7.34
V4_G6_P015,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=35 th=0.5",2020,20200101-20210101,194,58.49,1.32,1.37,15.59,31.4,59.30,7.34
V4_G6_P015,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=35 th=0.5",2021,20210101-20220101,259,98.76,1.78,1.41,6,30.1,98.76,12.17
V4_G6_P015,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=35 th=0.5",2021,20210101-20220101,259,98.76,1.78,1.41,11.16,30.1,98.76,12.17
V4_G6_P015,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=35 th=0.5",2022,20220101-20230101,114,6.43,0.20,1.09,2,27.2,6.43,1.11
V4_G6_P015,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=35 th=0.5",2022,20220101-20230101,114,6.43,0.20,1.09,11.92,27.2,6.43,1.11
V4_G6_P015,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=35 th=0.5",2023,20230101-20240101,205,91.04,1.58,1.51,1,29.3,91.04,9.53
V4_G6_P015,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=35 th=0.5",2023,20230101-20240101,205,91.04,1.58,1.51,16.91,29.3,91.04,9.53
V4_G6_P015,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=35 th=0.5",2024,20240101-20250101,163,40.98,1.38,1.52,1,34.4,40.85,6.90
V4_G6_P015,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=35 th=0.5",2024,20240101-20250101,163,40.98,1.38,1.52,9.41,34.4,40.85,6.90
V4_G6_P015,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=35 th=0.5",2025Q1,20250101-20260401,178,51.60,1.18,1.50,2,36.0,39.62,4.92
V4_G6_P015,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=35 th=0.5",2025Q1,20250101-20260401,178,51.60,1.18,1.50,12.52,36.0,39.62,4.92
V4_G6_P016,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.5",2020,20200101-20210101,193,52.76,1.24,1.35,1,31.1,53.48,6.94
V4_G6_P016,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.5",2020,20200101-20210101,193,52.76,1.24,1.35,15.31,31.1,53.48,6.94
V4_G6_P016,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.5",2021,20210101-20220101,258,107.46,1.90,1.44,5,30.6,107.46,12.86
V4_G6_P016,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.5",2021,20210101-20220101,258,107.46,1.90,1.44,11.15,30.6,107.46,12.86
V4_G6_P016,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.5",2022,20220101-20230101,117,3.59,0.11,1.05,6,26.5,3.59,0.62
V4_G6_P016,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.5",2022,20220101-20230101,117,3.59,0.11,1.05,14.26,26.5,3.59,0.62
V4_G6_P016,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.5",2023,20230101-20240101,205,91.06,1.59,1.52,7,29.3,91.06,9.56
V4_G6_P016,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.5",2023,20230101-20240101,205,91.06,1.59,1.52,16.87,29.3,91.06,9.56
V4_G6_P016,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.5",2024,20240101-20250101,163,40.98,1.38,1.52,1,34.4,40.85,6.90
V4_G6_P016,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.5",2024,20240101-20250101,163,40.98,1.38,1.52,9.41,34.4,40.85,6.90
V4_G6_P016,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.5",2025Q1,20250101-20260401,179,50.76,1.17,1.49,9,35.8,39.00,4.91
V4_G6_P016,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=30 th=0.5",2025Q1,20250101-20260401,179,50.76,1.17,1.49,13.19,35.8,39.00,4.91
V4_G6_P017,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=40 th=0.7",2020,20200101-20210101,197,59.00,1.33,1.37,3,31.5,59.82,7.33
V4_G6_P017,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=40 th=0.7",2020,20200101-20210101,197,59.00,1.33,1.37,14.53,31.5,59.82,7.33
