strategy,group,name,year,timerange,trades,tot_profit_pct,sharpe,profit_factor,max_drawdown_pct,win_rate,cagr,sortino
V6_E2_P005,group_e2_adx,"E2 ADX=30",2020,20200101-20210101,174,64.58,1.43,1.46,10.21,32.8,65.49,8.29
V6_E2_P005,group_e2_adx,"E2 ADX=30",2021,20210101-20220101,233,80.51,1.52,1.38,9.64,29.2,80.51,10.92
V6_E2_P005,group_e2_adx,"E2 ADX=30",2022,20220101-20230101,104,13.04,0.38,1.20,12.62,27.9,13.04,2.12
V6_E2_P005,group_e2_adx,"E2 ADX=30",2023,20230101-20240101,179,65.72,1.24,1.45,11.99,29.6,65.72,7.62
V6_E2_P005,group_e2_adx,"E2 ADX=30",2024,20240101-20250101,148,30.94,1.07,1.43,10.33,33.8,30.84,5.19
V6_E2_P005,group_e2_adx,"E2 ADX=30",2025Q1,20250101-20260401,157,65.29,1.41,1.73,7.55,38.9,49.65,6.19
V6_E2_P006,group_e2_adx,"E2 ADX=32",2020,20200101-20210101,152,56.95,1.32,1.49,8.46,33.6,57.73,7.95
V6_E2_P006,group_e2_adx,"E2 ADX=32",2021,20210101-20220101,206,55.58,1.27,1.35,13.92,29.1,55.58,8.87
V6_E2_P006,group_e2_adx,"E2 ADX=32",2022,20220101-20230101,90,14.28,0.41,1.26,10.42,28.9,14.28,2.45
V6_E2_P006,group_e2_adx,"E2 ADX=32",2023,20230101-20240101,146,78.17,1.39,1.66,11.11,32.9,78.17,8.50
V6_E2_P006,group_e2_adx,"E2 ADX=32",2024,20240101-20250101,126,15.68,0.57,1.25,10.36,29.4,15.63,2.62
V6_E2_P006,group_e2_adx,"E2 ADX=32",2025Q1,20250101-20260401,140,48.69,1.14,1.64,5.90,37.1,37.47,5.02
V6_E5_P007,group_e5_leverage,"E5 lev low=5 high=3 th=0.5",2020,20200101-20210101,167,42.13,1.28,1.44,12.84,35.3,42.68,5.23
V6_E5_P007,group_e5_leverage,"E5 lev low=5 high=3 th=0.5",2021,20210101-20220101,230,72.42,1.62,1.44,8.77,30.0,72.42,9.05
V6_E5_P007,group_e5_leverage,"E5 lev low=5 high=3 th=0.5",2022,20220101-20230101,106,1.18,0.05,1.03,8.97,28.3,1.18,0.22
V6_E5_P007,group_e5_leverage,"E5 lev low=5 high=3 th=0.5",2023,20230101-20240101,188,33.80,1.00,1.31,14.56,31.9,33.80,4.52
V6_E5_P007,group_e5_leverage,"E5 lev low=5 high=3 th=0.5",2024,20240101-20250101,152,21.02,0.93,1.39,11.69,36.2,20.95,3.75
V6_E5_P007,group_e5_leverage,"E5 lev low=5 high=3 th=0.5",2025Q1,20250101-20260401,164,26.41,0.89,1.41,12.44,39.0,20.68,3.30
V6_E5_P008,group_e5_leverage,"E5 lev low=5 high=3 th=0.7",2020,20200101-20210101,170,39.77,1.15,1.38,13.31,32.9,40.29,4.92
V6_E5_P008,group_e5_leverage,"E5 lev low=5 high=3 th=0.7",2021,20210101-20220101,236,71.92,1.59,1.42,10.97,29.2,71.92,9.35
V6_E5_P008,group_e5_leverage,"E5 lev low=5 high=3 th=0.7",2022,20220101-20230101,106,-0.03,-0.00,1.00,9.89,28.3,-0.03,-0.01
V6_E5_P008,group_e5_leverage,"E5 lev low=5 high=3 th=0.7",2023,20230101-20240101,191,36.28,1.03,1.32,15.00,31.9,36.28,4.68
V6_E5_P008,group_e5_leverage,"E5 lev low=5 high=3 th=0.7",2024,20240101-20250101,155,28.33,1.13,1.47,11.84,34.8,28.24,4.92
V6_E5_P008,group_e5_leverage,"E5 lev low=5 high=3 th=0.7",2025Q1,20250101-20260401,165,33.20,1.02,1.46,12.06,38.8,25.86,3.95
V6_E5_P009,group_e5_leverage,"E5 lev low=5 high=3 th=0.8",2020,20200101-20210101,174,40.63,1.13,1.37,12.49,32.8,41.16,5.05
V6_E5_P009,group_e5_leverage,"E5 lev low=5 high=3 th=0.8",2021,20210101-20220101,238,70.62,1.55,1.40,10.97,29.0,70.62,9.17
V6_E5_P009,group_e5_leverage,"E5 lev low=5 high=3 th=0.8",2022,20220101-20230101,107,-3.59,-0.15,0.93,10.42,27.1,-3.59,-0.67
V6_E5_P009,group_e5_leverage,"E5 lev low=5 high=3 th=0.8",2023,20230101-20240101,191,37.54,1.05,1.32,15.33,31.9,37.54,4.81
V6_E5_P009,group_e5_leverage,"E5 lev low=5 high=3 th=0.8",2024,20240101-20250101,156,26.84,1.07,1.43,12.58,34.6,26.76,4.72
V6_E5_P009,group_e5_leverage,"E5 lev low=5 high=3 th=0.8",2025Q1,20250101-20260401,165,29.61,0.90,1.40,12.72,37.6,23.13,3.34
V6_E5_P010,group_e5_leverage,"E5 lev low=7 high=4 th=0.5",2020,20200101-20210101,180,86.71,1.89,1.64,14.44,35.0,88.01,9.24
V6_E5_P010,group_e5_leverage,"E5 lev low=7 high=4 th=0.5",2021,20210101-20220101,244,42.35,1.04,1.24,11.94,27.9,42.35,6.84
V6_E5_P010,group_e5_leverage,"E5 lev low=7 high=4 th=0.5",2022,20220101-20230101,110,-2.42,-0.09,0.96,13.31,27.3,-2.42,-0.42
V6_E5_P010,group_e5_leverage,"E5 lev low=7 high=4 th=0.5",2023,20230101-20240101,200,54.25,1.25,1.39,19.88,29.5,54.25,6.59
V6_E5_P010,group_e5_leverage,"E5 lev low=7 high=4 th=0.5",2024,20240101-20250101,160,8.39,0.36,1.11,13.46,32.5,8.36,1.52
V6_E5_P010,group_e5_leverage,"E5 lev low=7 high=4 th=0.5",2025Q1,20250101-20260401,174,50.89,1.24,1.57,12.41,38.5,39.09,5.30
V6_E5_P011,group_e5_leverage,"E5 lev low=7 high=4 th=0.7",2020,20200101-20210101,183,91.45,1.85,1.61,13.90,34.4,92.83,9.17
V6_E5_P011,group_e5_leverage,"E5 lev low=7 high=4 th=0.7",2021,20210101-20220101,249,48.11,1.12,1.25,13.30,27.7,48.11,8.14
V6_E5_P011,group_e5_leverage,"E5 lev low=7 high=4 th=0.7",2022,20220101-20230101,110,-5.57,-0.19,0.91,16.82,26.4,-5.57,-0.97
V6_E5_P011,group_e5_leverage,"E5 lev low=7 high=4 th=0.7",2023,20230101-20240101,201,49.19,1.14,1.35,23.52,29.4,49.19,6.16
V6_E5_P011,group_e5_leverage,"E5 lev low=7 high=4 th=0.7",2024,20240101-20250101,167,16.64,0.63,1.20,13.99,31.7,16.59,2.87
V6_E5_P011,group_e5_leverage,"E5 lev low=7 high=4 th=0.7",2025Q1,20250101-20260401,177,58.31,1.32,1.59,14.41,36.7,44.56,5.68
V6_E5_P012,group_e5_leverage,"E5 lev low=7 high=4 th=0.8",2020,20200101-20210101,185,85.31,1.78,1.56,16.02,34.6,86.58,8.89
V6_E5_P012,group_e5_leverage,"E5 lev low=7 high=4 th=0.8",2021,20210101-20220101,250,39.13,0.96,1.21,13.33,27.2,39.13,6.95
V6_E5_P012,group_e5_leverage,"E5 lev low=7 high=4 th=0.8",2022,20220101-20230101,110,-8.27,-0.28,0.87,16.89,25.5,-8.27,-1.52
V6_E5_P012,group_e5_leverage,"E5 lev low=7 high=4 th=0.8",2023,20230101-20240101,203,53.61,1.20,1.35,24.62,29.1,53.61,6.60
V6_E5_P012,group_e5_leverage,"E5 lev low=7 high=4 th=0.8",2024,20240101-20250101,167,18.66,0.69,1.22,13.60,31.7,18.60,3.10
V6_E5_P012,group_e5_leverage,"E5 lev low=7 high=4 th=0.8",2025Q1,20250101-20260401,180,64.85,1.36,1.59,14.69,36.1,49.33,5.87
V6_E5_P013,group_e5_leverage,"E5 lev low=6 high=4 th=0.5",2020,20200101-20210101,180,85.75,1.88,1.63,14.25,35.0,87.02,9.18
V6_E5_P013,group_e5_leverage,"E5 lev low=6 high=4 th=0.5",2021,20210101-20220101,244,49.16,1.15,1.26,12.60,28.3,49.16,7.51
V6_E5_P013,group_e5_leverage,"E5 lev low=6 high=4 th=0.5",2022,20220101-20230101,110,-2.21,-0.09,0.96,13.23,27.3,-2.21,-0.39
V6_E5_P013,group_e5_leverage,"E5 lev low=6 high=4 th=0.5",2023,20230101-20240101,199,59.34,1.35,1.43,17.53,30.2,59.34,7.12
V6_E5_P013,group_e5_leverage,"E5 lev low=6 high=4 th=0.5",2024,20240101-20250101,160,9.37,0.40,1.13,13.20,32.5,9.34,1.74
V6_E5_P013,group_e5_leverage,"E5 lev low=6 high=4 th=0.5",2025Q1,20250101-20260401,172,50.32,1.23,1.56,12.62,38.4,38.68,5.11
V6_E5_P014,group_e5_leverage,"E5 lev low=6 high=4 th=0.7",2020,20200101-20210101,182,87.75,1.84,1.60,13.94,34.6,89.07,9.03
V6_E5_P014,group_e5_leverage,"E5 lev low=6 high=4 th=0.7",2021,20210101-20220101,249,48.87,1.11,1.25,14.36,28.1,48.87,7.94
V6_E5_P014,group_e5_leverage,"E5 lev low=6 high=4 th=0.7",2022,20220101-20230101,110,-6.81,-0.25,0.89,16.86,26.4,-6.81,-1.22
V6_E5_P014,group_e5_leverage,"E5 lev low=6 high=4 th=0.7",2023,20230101-20240101,200,54.41,1.24,1.39,20.74,30.0,54.41,6.71
V6_E5_P014,group_e5_leverage,"E5 lev low=6 high=4 th=0.7",2024,20240101-20250101,163,17.27,0.67,1.22,13.00,32.5,17.22,3.11
V6_E5_P014,group_e5_leverage,"E5 lev low=6 high=4 th=0.7",2025Q1,20250101-20260401,174,56.45,1.30,1.59,14.31,37.4,43.20,5.56
V6_E5_P015,group_e5_leverage,"E5 lev low=6 high=4 th=0.8",2020,20200101-20210101,184,87.75,1.85,1.60,14.66,34.8,89.07,9.03
V6_E5_P015,group_e5_leverage,"E5 lev low=6 high=4 th=0.8",2021,20210101-20220101,251,56.19,1.20,1.27,14.33,28.3,56.19,8.61
V6_E5_P015,group_e5_leverage,"E5 lev low=6 high=4 th=0.8",2022,20220101-20230101,110,-9.22,-0.34,0.85,16.89,25.5,-9.22,-1.71
V6_E5_P015,group_e5_leverage,"E5 lev low=6 high=4 th=0.8",2023,20230101-20240101,201,58.97,1.31,1.40,21.87,29.9,58.97,7.13
V6_E5_P015,group_e5_leverage,"E5 lev low=6 high=4 th=0.8",2024,20240101-20250101,163,14.72,0.57,1.19,13.55,32.5,14.68,2.62
V6_E5_P015,group_e5_leverage,"E5 lev low=6 high=4 th=0.8",2025Q1,20250101-20260401,175,62.52,1.35,1.60,14.85,37.1,47.64,5.55
V6_E6_P001,group_e6_mtf_dc,"E6 4H-DC=10 brk=True atr=0.0",2020,20200101-20210101,177,42.11,1.06,1.32,13.28,30.5,42.67,6.34
V6_E6_P001,group_e6_mtf_dc,"E6 4H-DC=10 brk=True atr=0.0",2021,20210101-20220101,227,73.60,1.58,1.40,14.16,30.4,73.60,11.37
V6_E6_P001,group_e6_mtf_dc,"E6 4H-DC=10 brk=True atr=0.0",2022,20220101-20230101,96,-11.91,-0.44,0.80,20.66,21.9,-11.91,-2.23
V6_E6_P001,group_e6_mtf_dc,"E6 4H-DC=10 brk=True atr=0.0",2023,20230101-20240101,168,99.37,1.63,1.66,12.46,32.7,99.37,9.96
V6_E6_P001,group_e6_mtf_dc,"E6 4H-DC=10 brk=True atr=0.0",2024,20240101-20250101,153,43.12,1.36,1.55,8.49,34.0,42.98,6.65
V6_E6_P001,group_e6_mtf_dc,"E6 4H-DC=10 brk=True atr=0.0",2025Q1,20250101-20260401,150,50.40,1.12,1.57,8.38,38.0,38.74,5.08
V6_E6_P002,group_e6_mtf_dc,"E6 4H-DC=10 brk=True atr=0.3",2020,20200101-20210101,161,53.27,1.25,1.43,10.45,32.3,54.00,7.70
V6_E6_P002,group_e6_mtf_dc,"E6 4H-DC=10 brk=True atr=0.3",2021,20210101-20220101,202,60.86,1.35,1.39,12.40,30.2,60.86,9.77
V6_E6_P002,group_e6_mtf_dc,"E6 4H-DC=10 brk=True atr=0.3",2022,20220101-20230101,80,-5.85,-0.20,0.88,19.13,22.5,-5.85,-0.97
V6_E6_P002,group_e6_mtf_dc,"E6 4H-DC=10 brk=True atr=0.3",2023,20230101-20240101,152,87.02,1.51,1.69,12.24,32.9,87.02,9.20
V6_E6_P002,group_e6_mtf_dc,"E6 4H-DC=10 brk=True atr=0.3",2024,20240101-20250101,146,31.82,1.01,1.41,7.13,32.2,31.72,4.90
V6_E6_P002,group_e6_mtf_dc,"E6 4H-DC=10 brk=True atr=0.3",2025Q1,20250101-20260401,128,33.62,0.81,1.47,10.33,37.5,26.17,3.96
V6_E6_P003,group_e6_mtf_dc,"E6 4H-DC=10 brk=False atr=0.0",2020,20200101-20210101,177,42.11,1.06,1.32,13.28,30.5,42.67,6.34
V6_E6_P003,group_e6_mtf_dc,"E6 4H-DC=10 brk=False atr=0.0",2021,20210101-20220101,227,73.60,1.58,1.40,14.16,30.4,73.60,11.37
V6_E6_P003,group_e6_mtf_dc,"E6 4H-DC=10 brk=False atr=0.0",2022,20220101-20230101,96,-11.91,-0.44,0.80,20.66,21.9,-11.91,-2.23
V6_E6_P003,group_e6_mtf_dc,"E6 4H-DC=10 brk=False atr=0.0",2023,20230101-20240101,168,99.37,1.63,1.66,12.46,32.7,99.37,9.96
V6_E6_P003,group_e6_mtf_dc,"E6 4H-DC=10 brk=False atr=0.0",2024,20240101-20250101,153,43.12,1.36,1.55,8.49,34.0,42.98,6.65
V6_E6_P003,group_e6_mtf_dc,"E6 4H-DC=10 brk=False atr=0.0",2025Q1,20250101-20260401,150,50.40,1.12,1.57,8.38,38.0,38.74,5.08
V6_E6_P004,group_e6_mtf_dc,"E6 4H-DC=10 brk=False atr=0.3",2020,20200101-20210101,177,42.11,1.06,1.32,13.28,30.5,42.67,6.34
V6_E6_P004,group_e6_mtf_dc,"E6 4H-DC=10 brk=False atr=0.3",2021,20210101-20220101,227,73.60,1.58,1.40,14.16,30.4,73.60,11.37
V6_E6_P004,group_e6_mtf_dc,"E6 4H-DC=10 brk=False atr=0.3",2022,20220101-20230101,96,-11.91,-0.44,0.80,20.66,21.9,-11.91,-2.23
V6_E6_P004,group_e6_mtf_dc,"E6 4H-DC=10 brk=False atr=0.3",2023,20230101-20240101,168,99.37,1.63,1.66,12.46,32.7,99.37,9.96
V6_E6_P004,group_e6_mtf_dc,"E6 4H-DC=10 brk=False atr=0.3",2024,20240101-20250101,153,43.12,1.36,1.55,8.49,34.0,42.98,6.65
V6_E6_P004,group_e6_mtf_dc,"E6 4H-DC=10 brk=False atr=0.3",2025Q1,20250101-20260401,150,50.40,1.12,1.57,8.38,38.0,38.74,5.08
V6_E6_P005,group_e6_mtf_dc,"E6 4H-DC=14 brk=True atr=0.0",2020,20200101-20210101,169,37.81,0.93,1.29,15.47,30.8,38.30,5.54
V6_E6_P005,group_e6_mtf_dc,"E6 4H-DC=14 brk=True atr=0.0",2021,20210101-20220101,218,65.71,1.45,1.38,14.48,30.3,65.71,10.24
V6_E6_P005,group_e6_mtf_dc,"E6 4H-DC=14 brk=True atr=0.0",2022,20220101-20230101,92,-11.81,-0.43,0.79,22.97,21.7,-11.81,-2.11
V6_E6_P005,group_e6_mtf_dc,"E6 4H-DC=14 brk=True atr=0.0",2023,20230101-20240101,157,70.42,1.31,1.56,12.85,30.6,70.42,8.15
V6_E6_P005,group_e6_mtf_dc,"E6 4H-DC=14 brk=True atr=0.0",2024,20240101-20250101,149,40.35,1.28,1.53,9.46,33.6,40.22,6.14
V6_E6_P005,group_e6_mtf_dc,"E6 4H-DC=14 brk=True atr=0.0",2025Q1,20250101-20260401,139,39.01,0.90,1.48,11.52,38.1,30.24,4.07
V6_E6_P007,group_e6_mtf_dc,"E6 4H-DC=14 brk=False atr=0.0",2020,20200101-20210101,169,37.81,0.93,1.29,15.47,30.8,38.30,5.54
V6_E6_P007,group_e6_mtf_dc,"E6 4H-DC=14 brk=False atr=0.0",2021,20210101-20220101,218,65.71,1.45,1.38,14.48,30.3,65.71,10.24
V6_E6_P007,group_e6_mtf_dc,"E6 4H-DC=14 brk=False atr=0.0",2022,20220101-20230101,92,-11.81,-0.43,0.79,22.97,21.7,-11.81,-2.11
V6_E6_P007,group_e6_mtf_dc,"E6 4H-DC=14 brk=False atr=0.0",2023,20230101-20240101,157,70.42,1.31,1.56,12.85,30.6,70.42,8.15
V6_E6_P007,group_e6_mtf_dc,"E6 4H-DC=14 brk=False atr=0.0",2024,20240101-20250101,149,40.35,1.28,1.53,9.46,33.6,40.22,6.14
V6_E6_P007,group_e6_mtf_dc,"E6 4H-DC=14 brk=False atr=0.0",2025Q1,20250101-20260401,139,39.01,0.90,1.48,11.52,38.1,30.24,4.07
V6_E6_P008,group_e6_mtf_dc,"E6 4H-DC=14 brk=False atr=0.3",2020,20200101-20210101,169,37.81,0.93,1.29,15.47,30.8,38.30,5.54
V6_E6_P008,group_e6_mtf_dc,"E6 4H-DC=14 brk=False atr=0.3",2021,20210101-20220101,218,65.71,1.45,1.38,14.48,30.3,65.71,10.24
V6_E6_P008,group_e6_mtf_dc,"E6 4H-DC=14 brk=False atr=0.3",2022,20220101-20230101,92,-11.81,-0.43,0.79,22.97,21.7,-11.81,-2.11
V6_E6_P008,group_e6_mtf_dc,"E6 4H-DC=14 brk=False atr=0.3",2023,20230101-20240101,157,70.42,1.31,1.56,12.85,30.6,70.42,8.15
V6_E6_P008,group_e6_mtf_dc,"E6 4H-DC=14 brk=False atr=0.3",2024,20240101-20250101,149,40.35,1.28,1.53,9.46,33.6,40.22,6.14
V6_E6_P008,group_e6_mtf_dc,"E6 4H-DC=14 brk=False atr=0.3",2025Q1,20250101-20260401,139,39.01,0.90,1.48,11.52,38.1,30.24,4.07
V6_E7_P001,group_e7_dyn_atr,"E7 dynATR low=0.3 high=0.8 th=0.5",2020,20200101-20210101,176,55.20,1.35,1.44,10.52,31.8,55.96,7.66
V6_E7_P001,group_e7_dyn_atr,"E7 dynATR low=0.3 high=0.8 th=0.5",2021,20210101-20220101,251,85.98,1.72,1.40,14.08,29.5,85.98,12.00
V6_E7_P001,group_e7_dyn_atr,"E7 dynATR low=0.3 high=0.8 th=0.5",2022,20220101-20230101,106,2.87,0.09,1.04,14.93,28.3,2.87,0.48
V6_E7_P001,group_e7_dyn_atr,"E7 dynATR low=0.3 high=0.8 th=0.5",2023,20230101-20240101,187,45.05,0.94,1.31,18.92,27.3,45.05,5.69
V6_E7_P001,group_e7_dyn_atr,"E7 dynATR low=0.3 high=0.8 th=0.5",2024,20240101-20250101,164,25.45,0.97,1.34,20.26,31.1,25.38,4.80
V6_E7_P001,group_e7_dyn_atr,"E7 dynATR low=0.3 high=0.8 th=0.5",2025Q1,20250101-20260401,171,38.52,0.95,1.41,11.91,33.3,29.87,4.08
V6_E7_P002,group_e7_dyn_atr,"E7 dynATR low=0.3 high=0.8 th=0.6",2020,20200101-20210101,184,55.93,1.38,1.43,10.46,31.5,56.70,7.81
V6_E7_P002,group_e7_dyn_atr,"E7 dynATR low=0.3 high=0.8 th=0.6",2021,20210101-20220101,259,95.90,1.89,1.43,16.32,29.7,95.90,12.77
V6_E7_P002,group_e7_dyn_atr,"E7 dynATR low=0.3 high=0.8 th=0.6",2022,20220101-20230101,112,5.05,0.17,1.08,11.78,28.6,5.05,0.85
V6_E7_P002,group_e7_dyn_atr,"E7 dynATR low=0.3 high=0.8 th=0.6",2023,20230101-20240101,196,47.48,1.00,1.32,21.94,27.0,47.48,6.07
V6_E7_P002,group_e7_dyn_atr,"E7 dynATR low=0.3 high=0.8 th=0.6",2024,20240101-20250101,168,25.25,0.97,1.33,21.00,31.0,25.17,4.78
V6_E7_P002,group_e7_dyn_atr,"E7 dynATR low=0.3 high=0.8 th=0.6",2025Q1,20250101-20260401,175,41.88,1.01,1.43,11.49,33.7,32.40,4.33
V6_E7_P003,group_e7_dyn_atr,"E7 dynATR low=0.3 high=0.8 th=0.7",2020,20200101-20210101,190,65.40,1.55,1.47,11.11,32.1,66.32,8.68
V6_E7_P003,group_e7_dyn_atr,"E7 dynATR low=0.3 high=0.8 th=0.7",2021,20210101-20220101,268,91.36,1.86,1.41,15.24,29.5,91.36,11.90
V6_E7_P003,group_e7_dyn_atr,"E7 dynATR low=0.3 high=0.8 th=0.7",2022,20220101-20230101,119,7.28,0.23,1.10,13.67,28.6,7.28,1.22
V6_E7_P003,group_e7_dyn_atr,"E7 dynATR low=0.3 high=0.8 th=0.7",2023,20230101-20240101,207,47.74,1.02,1.31,21.54,26.6,47.74,5.90
V6_E7_P003,group_e7_dyn_atr,"E7 dynATR low=0.3 high=0.8 th=0.7",2024,20240101-20250101,174,27.66,1.04,1.34,20.21,32.2,27.57,5.14
V6_E7_P003,group_e7_dyn_atr,"E7 dynATR low=0.3 high=0.8 th=0.7",2025Q1,20250101-20260401,186,46.15,1.11,1.45,12.38,33.3,35.58,4.65
V6_E7_P004,group_e7_dyn_atr,"E7 dynATR low=0.3 high=0.8 th=0.8",2020,20200101-20210101,199,57.66,1.41,1.40,13.30,31.2,58.46,7.83
V6_E7_P004,group_e7_dyn_atr,"E7 dynATR low=0.3 high=0.8 th=0.8",2021,20210101-20220101,274,74.44,1.60,1.33,20.74,28.5,74.44,10.45
V6_E7_P004,group_e7_dyn_atr,"E7 dynATR low=0.3 high=0.8 th=0.8",2022,20220101-20230101,122,8.44,0.27,1.11,13.49,28.7,8.44,1.40
V6_E7_P004,group_e7_dyn_atr,"E7 dynATR low=0.3 high=0.8 th=0.8",2023,20230101-20240101,216,54.38,1.17,1.34,22.87,26.9,54.38,6.72
V6_E7_P004,group_e7_dyn_atr,"E7 dynATR low=0.3 high=0.8 th=0.8",2024,20240101-20250101,180,32.27,1.17,1.37,16.40,32.2,32.16,5.91
V6_E7_P004,group_e7_dyn_atr,"E7 dynATR low=0.3 high=0.8 th=0.8",2025Q1,20250101-20260401,195,43.15,1.04,1.39,13.50,32.8,33.34,4.41
V6_E7_P006,group_e7_dyn_atr,"E7 dynATR low=0.4 high=0.8 th=0.6",2020,20200101-20210101,182,52.46,1.31,1.40,10.46,31.3,53.17,7.42
V6_E7_P006,group_e7_dyn_atr,"E7 dynATR low=0.4 high=0.8 th=0.6",2021,20210101-20220101,247,93.35,1.83,1.44,14.42,30.0,93.35,12.48
V6_E7_P006,group_e7_dyn_atr,"E7 dynATR low=0.4 high=0.8 th=0.6",2022,20220101-20230101,107,9.47,0.30,1.15,11.78,29.9,9.47,1.53
V6_E7_P006,group_e7_dyn_atr,"E7 dynATR low=0.4 high=0.8 th=0.6",2023,20230101-20240101,189,48.88,1.01,1.33,18.88,27.5,48.88,6.09
V6_E7_P006,group_e7_dyn_atr,"E7 dynATR low=0.4 high=0.8 th=0.6",2024,20240101-20250101,163,21.49,0.84,1.29,20.15,30.7,21.43,4.04
V6_E7_P006,group_e7_dyn_atr,"E7 dynATR low=0.4 high=0.8 th=0.6",2025Q1,20250101-20260401,170,36.24,0.91,1.39,10.35,33.5,28.16,3.86
V6_E7_P007,group_e7_dyn_atr,"E7 dynATR low=0.4 high=0.8 th=0.7",2020,20200101-20210101,187,62.65,1.49,1.46,10.44,32.1,63.53,8.38
V6_E7_P007,group_e7_dyn_atr,"E7 dynATR low=0.4 high=0.8 th=0.7",2021,20210101-20220101,251,89.73,1.81,1.43,15.31,29.9,89.73,12.11
V6_E7_P007,group_e7_dyn_atr,"E7 dynATR low=0.4 high=0.8 th=0.7",2022,20220101-20230101,111,10.78,0.33,1.16,13.65,29.7,10.78,1.76
V6_E7_P007,group_e7_dyn_atr,"E7 dynATR low=0.4 high=0.8 th=0.7",2023,20230101-20240101,197,47.78,1.00,1.31,18.15,26.9,47.78,5.81
V6_E7_P007,group_e7_dyn_atr,"E7 dynATR low=0.4 high=0.8 th=0.7",2024,20240101-20250101,168,24.85,0.95,1.32,18.99,31.5,24.77,4.65
V6_E7_P007,group_e7_dyn_atr,"E7 dynATR low=0.4 high=0.8 th=0.7",2025Q1,20250101-20260401,179,40.90,1.02,1.42,10.93,33.5,31.66,4.31
V6_E7_P008,group_e7_dyn_atr,"E7 dynATR low=0.4 high=0.8 th=0.8",2020,20200101-20210101,192,57.51,1.40,1.41,11.52,31.3,58.30,7.69
V6_E7_P008,group_e7_dyn_atr,"E7 dynATR low=0.4 high=0.8 th=0.8",2021,20210101-20220101,257,73.33,1.56,1.35,18.39,28.8,73.33,10.71
V6_E7_P008,group_e7_dyn_atr,"E7 dynATR low=0.4 high=0.8 th=0.8",2022,20220101-20230101,115,11.31,0.35,1.16,13.64,29.6,11.31,1.84
V6_E7_P008,group_e7_dyn_atr,"E7 dynATR low=0.4 high=0.8 th=0.8",2023,20230101-20240101,204,52.45,1.10,1.33,19.03,27.0,52.45,6.38
V6_E7_P008,group_e7_dyn_atr,"E7 dynATR low=0.4 high=0.8 th=0.8",2024,20240101-20250101,173,29.95,1.09,1.36,16.12,31.8,29.85,5.46
V6_E7_P008,group_e7_dyn_atr,"E7 dynATR low=0.4 high=0.8 th=0.8",2025Q1,20250101-20260401,189,37.19,0.93,1.35,12.17,32.8,28.87,4.00
V6_E9_P001,group_e9_adx_dc,"E9 ADX-DC s=10 w=30 adx=25",2020,20200101-20210101,198,58.04,1.33,1.37,14.40,31.3,58.84,7.43
