strategy,group,name,year,timerange,trades,tot_profit_pct,sharpe,profit_factor,max_drawdown_pct,win_rate,cagr,sortino
V6_E9_P001,group_e9_adx_dc,"E9 ADX-DC s=10 w=30 adx=25",2021,20210101-20220101,254,93.22,1.76,1.41,10.16,29.9,93.22,12.09
V6_E9_P001,group_e9_adx_dc,"E9 ADX-DC s=10 w=30 adx=25",2022,20220101-20230101,119,3.63,0.11,1.05,13.49,26.9,3.63,0.61
V6_E9_P001,group_e9_adx_dc,"E9 ADX-DC s=10 w=30 adx=25",2023,20230101-20240101,212,73.90,1.36,1.41,14.06,28.3,73.90,8.00
V6_E9_P001,group_e9_adx_dc,"E9 ADX-DC s=10 w=30 adx=25",2024,20240101-20250101,165,51.46,1.65,1.64,9.58,35.8,51.29,8.30
V6_E9_P001,group_e9_adx_dc,"E9 ADX-DC s=10 w=30 adx=25",2025Q1,20250101-20260401,189,54.21,1.25,1.50,12.21,36.5,41.55,5.27
V6_E9_P002,group_e9_adx_dc,"E9 ADX-DC s=10 w=30 adx=30",2020,20200101-20210101,195,57.11,1.31,1.37,14.41,31.3,57.89,7.32
V6_E9_P002,group_e9_adx_dc,"E9 ADX-DC s=10 w=30 adx=30",2021,20210101-20220101,254,91.49,1.75,1.41,10.13,29.9,91.49,12.06
V6_E9_P002,group_e9_adx_dc,"E9 ADX-DC s=10 w=30 adx=30",2022,20220101-20230101,118,4.82,0.15,1.07,13.42,27.1,4.82,0.80
V6_E9_P002,group_e9_adx_dc,"E9 ADX-DC s=10 w=30 adx=30",2023,20230101-20240101,210,77.58,1.42,1.43,14.06,28.6,77.58,8.31
V6_E9_P002,group_e9_adx_dc,"E9 ADX-DC s=10 w=30 adx=30",2024,20240101-20250101,164,47.22,1.54,1.60,9.58,35.4,47.07,7.70
V6_E9_P002,group_e9_adx_dc,"E9 ADX-DC s=10 w=30 adx=30",2025Q1,20250101-20260401,185,50.71,1.19,1.48,12.04,36.2,38.96,5.07
V6_E9_P003,group_e9_adx_dc,"E9 ADX-DC s=10 w=30 adx=35",2020,20200101-20210101,192,58.61,1.32,1.38,14.03,31.3,59.43,7.40
V6_E9_P003,group_e9_adx_dc,"E9 ADX-DC s=10 w=30 adx=35",2021,20210101-20220101,254,84.56,1.63,1.37,10.13,29.5,84.56,11.30
V6_E9_P003,group_e9_adx_dc,"E9 ADX-DC s=10 w=30 adx=35",2022,20220101-20230101,116,6.50,0.20,1.09,12.84,27.6,6.50,1.07
V6_E9_P003,group_e9_adx_dc,"E9 ADX-DC s=10 w=30 adx=35",2023,20230101-20240101,205,73.03,1.35,1.43,17.91,28.3,73.03,8.07
V6_E9_P003,group_e9_adx_dc,"E9 ADX-DC s=10 w=30 adx=35",2024,20240101-20250101,162,49.12,1.58,1.63,9.52,35.8,48.96,7.86
V6_E9_P003,group_e9_adx_dc,"E9 ADX-DC s=10 w=30 adx=35",2025Q1,20250101-20260401,178,53.96,1.24,1.53,13.30,37.1,41.37,5.20
V6_E9_P004,group_e9_adx_dc,"E9 ADX-DC s=10 w=30 adx=40",2020,20200101-20210101,190,55.45,1.27,1.37,14.00,31.1,56.21,7.16
V6_E9_P004,group_e9_adx_dc,"E9 ADX-DC s=10 w=30 adx=40",2021,20210101-20220101,252,88.39,1.68,1.39,10.17,29.8,88.39,11.67
V6_E9_P004,group_e9_adx_dc,"E9 ADX-DC s=10 w=30 adx=40",2022,20220101-20230101,115,2.32,0.07,1.03,13.73,26.1,2.32,0.39
V6_E9_P004,group_e9_adx_dc,"E9 ADX-DC s=10 w=30 adx=40",2023,20230101-20240101,204,73.48,1.36,1.43,17.91,28.4,73.48,8.16
V6_E9_P004,group_e9_adx_dc,"E9 ADX-DC s=10 w=30 adx=40",2024,20240101-20250101,161,48.48,1.57,1.63,9.52,36.0,48.32,7.78
V6_E9_P004,group_e9_adx_dc,"E9 ADX-DC s=10 w=30 adx=40",2025Q1,20250101-20260401,172,57.00,1.28,1.58,12.37,37.2,43.60,5.43
V6_E9_P005,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=25",2020,20200101-20210101,197,51.47,1.21,1.33,14.39,30.5,52.17,6.86
V6_E9_P005,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=25",2021,20210101-20220101,253,95.02,1.78,1.42,10.20,30.0,95.02,12.15
V6_E9_P005,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=25",2022,20220101-20230101,118,4.05,0.13,1.06,13.42,27.1,4.05,0.70
V6_E9_P005,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=25",2023,20230101-20240101,208,72.39,1.33,1.40,15.36,28.4,72.39,7.98
V6_E9_P005,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=25",2024,20240101-20250101,164,51.42,1.65,1.65,9.58,36.0,51.25,8.29
V6_E9_P005,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=25",2025Q1,20250101-20260401,184,52.87,1.22,1.50,12.32,36.4,40.56,5.14
V6_E9_P006,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=30",2020,20200101-20210101,194,50.52,1.19,1.33,14.53,30.4,51.20,6.74
V6_E9_P006,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=30",2021,20210101-20220101,252,89.91,1.71,1.40,10.18,29.8,89.91,11.90
V6_E9_P006,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=30",2022,20220101-20230101,116,6.23,0.19,1.09,12.51,27.6,6.23,1.08
V6_E9_P006,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=30",2023,20230101-20240101,206,75.82,1.38,1.43,15.36,28.6,75.82,8.26
V6_E9_P006,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=30",2024,20240101-20250101,163,47.21,1.55,1.60,9.58,35.6,47.05,7.71
V6_E9_P006,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=30",2025Q1,20250101-20260401,181,51.51,1.20,1.50,12.14,36.5,39.56,5.07
V6_E9_P007,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=35",2020,20200101-20210101,191,53.62,1.24,1.35,14.02,30.9,54.36,7.00
V6_E9_P007,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=35",2021,20210101-20220101,252,83.05,1.60,1.37,10.18,29.4,83.05,11.08
V6_E9_P007,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=35",2022,20220101-20230101,113,8.98,0.28,1.13,10.97,28.3,8.98,1.53
V6_E9_P007,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=35",2023,20230101-20240101,204,73.73,1.36,1.43,17.91,28.4,73.73,8.17
V6_E9_P007,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=35",2024,20240101-20250101,161,48.39,1.57,1.63,9.52,36.0,48.23,7.77
V6_E9_P007,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=35",2025Q1,20250101-20260401,177,55.60,1.27,1.56,12.35,37.3,42.57,5.37
V6_E9_P008,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=40",2020,20200101-20210101,189,56.23,1.28,1.37,14.00,31.2,57.01,7.21
V6_E9_P008,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=40",2021,20210101-20220101,250,86.26,1.64,1.39,10.17,29.6,86.26,11.45
V6_E9_P008,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=40",2022,20220101-20230101,113,4.37,0.14,1.06,11.92,26.5,4.37,0.75
V6_E9_P008,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=40",2023,20230101-20240101,202,85.29,1.54,1.50,17.09,29.2,85.29,9.17
V6_E9_P008,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=40",2024,20240101-20250101,161,48.39,1.57,1.63,9.52,36.0,48.23,7.77
V6_E9_P008,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=40",2025Q1,20250101-20260401,172,57.00,1.28,1.58,12.37,37.2,43.60,5.43
V6_E9_P009,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=25",2020,20200101-20210101,196,52.21,1.22,1.34,14.31,30.6,52.92,6.96
V6_E9_P009,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=25",2021,20210101-20220101,252,96.49,1.80,1.43,10.17,30.2,96.49,12.35
V6_E9_P009,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=25",2022,20220101-20230101,117,4.79,0.15,1.07,12.80,27.4,4.79,0.82
V6_E9_P009,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=25",2023,20230101-20240101,206,74.53,1.35,1.42,15.05,28.6,74.53,8.17
V6_E9_P009,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=25",2024,20240101-20250101,163,49.82,1.61,1.64,9.41,35.6,49.65,8.05
V6_E9_P009,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=25",2025Q1,20250101-20260401,181,56.23,1.27,1.54,11.74,37.0,43.03,5.34
V6_E9_P010,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=30",2020,20200101-20210101,193,50.96,1.20,1.33,14.57,30.6,51.65,6.81
V6_E9_P010,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=30",2021,20210101-20220101,251,90.36,1.72,1.40,10.17,29.9,90.36,12.11
V6_E9_P010,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=30",2022,20220101-20230101,115,6.92,0.22,1.10,11.88,27.8,6.92,1.19
V6_E9_P010,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=30",2023,20230101-20240101,204,77.14,1.39,1.43,15.08,28.9,77.14,8.35
V6_E9_P010,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=30",2024,20240101-20250101,162,46.48,1.52,1.60,9.41,35.2,46.32,7.57
V6_E9_P010,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=30",2025Q1,20250101-20260401,178,54.54,1.25,1.54,11.15,37.1,41.79,5.27
V6_E9_P011,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=35",2020,20200101-20210101,191,53.62,1.24,1.35,14.02,30.9,54.36,7.00
V6_E9_P011,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=35",2021,20210101-20220101,250,85.19,1.62,1.38,10.16,29.6,85.19,11.41
V6_E9_P011,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=35",2022,20220101-20230101,113,8.98,0.28,1.13,10.97,28.3,8.98,1.53
V6_E9_P011,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=35",2023,20230101-20240101,202,74.26,1.36,1.43,16.78,28.7,74.26,8.17
V6_E9_P011,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=35",2024,20240101-20250101,160,47.41,1.54,1.62,9.52,35.6,47.26,7.60
V6_E9_P011,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=35",2025Q1,20250101-20260401,175,57.24,1.30,1.58,11.78,37.7,43.78,5.50
V6_E9_P012,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=40",2020,20200101-20210101,189,56.23,1.28,1.37,14.00,31.2,57.01,7.21
V6_E9_P012,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=40",2021,20210101-20220101,248,89.06,1.67,1.40,10.21,29.8,89.06,11.79
V6_E9_P012,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=40",2022,20220101-20230101,113,4.37,0.14,1.06,11.92,26.5,4.37,0.75
V6_E9_P012,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=40",2023,20230101-20240101,200,85.85,1.53,1.50,15.84,29.5,85.85,9.17
V6_E9_P012,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=40",2024,20240101-20250101,160,48.37,1.56,1.63,9.52,35.6,48.21,7.72
V6_E9_P012,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=40",2025Q1,20250101-20260401,171,57.65,1.30,1.59,11.83,37.4,44.07,5.51
V6_E9_P013,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=25",2020,20200101-20210101,198,58.04,1.33,1.37,14.40,31.3,58.84,7.43
V6_E9_P013,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=25",2021,20210101-20220101,254,93.22,1.76,1.41,10.16,29.9,93.22,12.09
V6_E9_P013,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=25",2022,20220101-20230101,119,3.63,0.11,1.05,13.49,26.9,3.63,0.61
V6_E9_P013,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=25",2023,20230101-20240101,212,73.90,1.36,1.41,14.06,28.3,73.90,8.00
V6_E9_P013,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=25",2024,20240101-20250101,165,51.46,1.65,1.64,9.58,35.8,51.29,8.30
V6_E9_P013,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=25",2025Q1,20250101-20260401,189,54.21,1.25,1.50,12.21,36.5,41.55,5.27
V6_E9_P014,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=30",2020,20200101-20210101,195,57.11,1.31,1.37,14.41,31.3,57.89,7.32
V6_E9_P014,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=30",2021,20210101-20220101,253,86.50,1.67,1.39,10.16,29.6,86.50,11.89
V6_E9_P014,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=30",2022,20220101-20230101,117,5.93,0.19,1.08,12.51,27.4,5.93,0.99
V6_E9_P014,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=30",2023,20230101-20240101,210,76.89,1.40,1.43,13.98,28.6,76.89,8.20
V6_E9_P014,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=30",2024,20240101-20250101,164,47.22,1.54,1.60,9.58,35.4,47.07,7.70
V6_E9_P014,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=30",2025Q1,20250101-20260401,184,51.41,1.21,1.49,12.03,36.4,39.48,5.15
V6_E9_P015,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=35",2020,20200101-20210101,192,58.61,1.32,1.38,14.03,31.3,59.43,7.40
V6_E9_P015,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=35",2021,20210101-20220101,252,81.06,1.57,1.36,10.17,29.4,81.06,11.08
V6_E9_P015,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=35",2022,20220101-20230101,114,8.68,0.27,1.13,10.97,28.1,8.68,1.43
V6_E9_P015,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=35",2023,20230101-20240101,205,72.29,1.34,1.42,17.09,28.3,72.29,7.97
V6_E9_P015,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=35",2024,20240101-20250101,161,49.96,1.60,1.64,9.52,36.0,49.79,7.93
V6_E9_P015,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=35",2025Q1,20250101-20260401,177,54.67,1.25,1.54,12.75,37.3,41.89,5.28
V6_E9_P016,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=40",2020,20200101-20210101,189,56.23,1.28,1.37,14.00,31.2,57.01,7.21
V6_E9_P016,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=40",2021,20210101-20220101,250,84.80,1.62,1.38,10.12,29.6,84.80,11.50
V6_E9_P016,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=40",2022,20220101-20230101,113,4.40,0.14,1.07,11.92,26.5,4.40,0.74
V6_E9_P016,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=40",2023,20230101-20240101,203,83.09,1.50,1.49,16.24,29.1,83.09,8.98
V6_E9_P016,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=40",2024,20240101-20250101,160,50.30,1.61,1.66,9.52,36.2,50.14,7.98
V6_E9_P016,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=40",2025Q1,20250101-20260401,171,57.65,1.30,1.59,11.83,37.4,44.07,5.51
V6_E11_P001,group_e11_ema_exit,"E11 EMA exit bars=8 profit=-0.03",2020,20200101-20210101,191,49.29,1.19,1.34,13.25,31.9,49.95,6.66
V6_E11_P001,group_e11_ema_exit,"E11 EMA exit bars=8 profit=-0.03",2021,20210101-20220101,252,92.42,1.75,1.41,10.17,30.6,92.42,11.90
V6_E11_P001,group_e11_ema_exit,"E11 EMA exit bars=8 profit=-0.03",2022,20220101-20230101,113,5.29,0.17,1.08,11.89,30.1,5.29,0.89
V6_E11_P001,group_e11_ema_exit,"E11 EMA exit bars=8 profit=-0.03",2023,20230101-20240101,202,81.67,1.46,1.48,14.51,30.7,81.67,8.74
V6_E11_P001,group_e11_ema_exit,"E11 EMA exit bars=8 profit=-0.03",2024,20240101-20250101,164,44.57,1.47,1.58,9.52,36.6,44.43,6.95
V6_E11_P001,group_e11_ema_exit,"E11 EMA exit bars=8 profit=-0.03",2025Q1,20250101-20260401,182,45.32,1.10,1.45,14.91,37.9,34.96,4.38
V6_E11_P002,group_e11_ema_exit,"E11 EMA exit bars=8 profit=-0.01",2020,20200101-20210101,191,49.75,1.20,1.34,13.16,32.5,50.43,6.79
V6_E11_P002,group_e11_ema_exit,"E11 EMA exit bars=8 profit=-0.01",2021,20210101-20220101,252,92.39,1.75,1.41,10.17,30.6,92.39,11.90
V6_E11_P002,group_e11_ema_exit,"E11 EMA exit bars=8 profit=-0.01",2022,20220101-20230101,113,5.29,0.17,1.08,11.89,30.1,5.29,0.89
V6_E11_P002,group_e11_ema_exit,"E11 EMA exit bars=8 profit=-0.01",2023,20230101-20240101,201,84.40,1.49,1.49,15.00,31.3,84.40,9.16
V6_E11_P002,group_e11_ema_exit,"E11 EMA exit bars=8 profit=-0.01",2024,20240101-20250101,164,44.67,1.48,1.58,9.52,36.6,44.53,6.93
V6_E11_P002,group_e11_ema_exit,"E11 EMA exit bars=8 profit=-0.01",2025Q1,20250101-20260401,182,46.28,1.12,1.46,15.02,38.5,35.68,4.39
V6_E11_P003,group_e11_ema_exit,"E11 EMA exit bars=8 profit=0.01",2020,20200101-20210101,191,51.67,1.24,1.36,12.03,33.0,52.37,7.25
V6_E11_P003,group_e11_ema_exit,"E11 EMA exit bars=8 profit=0.01",2021,20210101-20220101,252,91.69,1.74,1.41,10.17,30.6,91.69,12.22
V6_E11_P003,group_e11_ema_exit,"E11 EMA exit bars=8 profit=0.01",2022,20220101-20230101,113,5.27,0.17,1.08,12.04,30.1,5.27,0.92
V6_E11_P003,group_e11_ema_exit,"E11 EMA exit bars=8 profit=0.01",2023,20230101-20240101,201,83.99,1.49,1.49,15.00,30.8,83.99,9.11
V6_E11_P003,group_e11_ema_exit,"E11 EMA exit bars=8 profit=0.01",2024,20240101-20250101,164,44.71,1.48,1.58,9.52,38.4,44.56,7.53
V6_E11_P003,group_e11_ema_exit,"E11 EMA exit bars=8 profit=0.01",2025Q1,20250101-20260401,180,49.37,1.18,1.49,14.89,40.6,37.98,4.92
V6_E11_P004,group_e11_ema_exit,"E11 EMA exit bars=8 profit=0.03",2020,20200101-20210101,191,52.12,1.25,1.36,12.01,33.0,52.83,7.27
V6_E11_P004,group_e11_ema_exit,"E11 EMA exit bars=8 profit=0.03",2021,20210101-20220101,252,92.57,1.76,1.41,10.17,30.6,92.57,12.31
V6_E11_P004,group_e11_ema_exit,"E11 EMA exit bars=8 profit=0.03",2022,20220101-20230101,113,5.31,0.17,1.08,12.21,29.2,5.31,0.93
V6_E11_P004,group_e11_ema_exit,"E11 EMA exit bars=8 profit=0.03",2023,20230101-20240101,201,83.94,1.49,1.49,14.88,30.3,83.94,9.07
V6_E11_P004,group_e11_ema_exit,"E11 EMA exit bars=8 profit=0.03",2024,20240101-20250101,164,45.62,1.50,1.59,9.52,37.8,45.47,7.66
V6_E11_P004,group_e11_ema_exit,"E11 EMA exit bars=8 profit=0.03",2025Q1,20250101-20260401,180,49.05,1.17,1.49,14.55,38.9,37.74,4.79
V6_E11_P005,group_e11_ema_exit,"E11 EMA exit bars=16 profit=-0.03",2020,20200101-20210101,191,49.29,1.19,1.34,13.25,31.9,49.95,6.66
V6_E11_P005,group_e11_ema_exit,"E11 EMA exit bars=16 profit=-0.03",2021,20210101-20220101,252,92.42,1.75,1.41,10.17,30.6,92.42,11.90
V6_E11_P005,group_e11_ema_exit,"E11 EMA exit bars=16 profit=-0.03",2022,20220101-20230101,113,5.29,0.17,1.08,11.89,30.1,5.29,0.89
V6_E11_P005,group_e11_ema_exit,"E11 EMA exit bars=16 profit=-0.03",2023,20230101-20240101,202,81.67,1.46,1.48,14.51,30.7,81.67,8.74
V6_E11_P005,group_e11_ema_exit,"E11 EMA exit bars=16 profit=-0.03",2024,20240101-20250101,164,44.57,1.47,1.58,9.52,36.6,44.43,6.95
V6_E11_P005,group_e11_ema_exit,"E11 EMA exit bars=16 profit=-0.03",2025Q1,20250101-20260401,182,45.32,1.10,1.45,14.91,37.9,34.96,4.38
V6_E11_P006,group_e11_ema_exit,"E11 EMA exit bars=16 profit=-0.01",2020,20200101-20210101,191,49.75,1.20,1.34,13.16,32.5,50.43,6.79
V6_E11_P006,group_e11_ema_exit,"E11 EMA exit bars=16 profit=-0.01",2021,20210101-20220101,252,92.39,1.75,1.41,10.17,30.6,92.39,11.90
V6_E11_P006,group_e11_ema_exit,"E11 EMA exit bars=16 profit=-0.01",2022,20220101-20230101,113,5.29,0.17,1.08,11.89,30.1,5.29,0.89
V6_E11_P006,group_e11_ema_exit,"E11 EMA exit bars=16 profit=-0.01",2023,20230101-20240101,201,84.40,1.49,1.49,15.00,31.3,84.40,9.16
V6_E11_P006,group_e11_ema_exit,"E11 EMA exit bars=16 profit=-0.01",2024,20240101-20250101,164,44.67,1.48,1.58,9.52,36.6,44.53,6.93
V6_E11_P006,group_e11_ema_exit,"E11 EMA exit bars=16 profit=-0.01",2025Q1,20250101-20260401,182,46.28,1.12,1.46,15.02,38.5,35.68,4.39
V6_E11_P007,group_e11_ema_exit,"E11 EMA exit bars=16 profit=0.01",2020,20200101-20210101,191,51.67,1.24,1.36,12.03,33.0,52.37,7.25
V6_E11_P007,group_e11_ema_exit,"E11 EMA exit bars=16 profit=0.01",2021,20210101-20220101,252,91.69,1.74,1.41,10.17,30.6,91.69,12.22
V6_E11_P007,group_e11_ema_exit,"E11 EMA exit bars=16 profit=0.01",2022,20220101-20230101,113,5.27,0.17,1.08,12.04,30.1,5.27,0.92
V6_E11_P007,group_e11_ema_exit,"E11 EMA exit bars=16 profit=0.01",2023,20230101-20240101,201,83.99,1.49,1.49,15.00,30.8,83.99,9.11
V6_E11_P007,group_e11_ema_exit,"E11 EMA exit bars=16 profit=0.01",2024,20240101-20250101,164,44.71,1.48,1.58,9.52,38.4,44.56,7.53
V6_E11_P007,group_e11_ema_exit,"E11 EMA exit bars=16 profit=0.01",2025Q1,20250101-20260401,180,49.37,1.18,1.49,14.89,40.6,37.98,4.92
V6_E11_P008,group_e11_ema_exit,"E11 EMA exit bars=16 profit=0.03",2020,20200101-20210101,191,52.12,1.25,1.36,12.01,33.0,52.83,7.27
V6_E11_P008,group_e11_ema_exit,"E11 EMA exit bars=16 profit=0.03",2021,20210101-20220101,252,92.57,1.76,1.41,10.17,30.6,92.57,12.31
V6_E11_P008,group_e11_ema_exit,"E11 EMA exit bars=16 profit=0.03",2022,20220101-20230101,113,5.31,0.17,1.08,12.21,29.2,5.31,0.93
V6_E11_P008,group_e11_ema_exit,"E11 EMA exit bars=16 profit=0.03",2023,20230101-20240101,201,83.94,1.49,1.49,14.88,30.3,83.94,9.07
V6_E11_P008,group_e11_ema_exit,"E11 EMA exit bars=16 profit=0.03",2024,20240101-20250101,164,45.62,1.50,1.59,9.52,37.8,45.47,7.66
V6_E11_P008,group_e11_ema_exit,"E11 EMA exit bars=16 profit=0.03",2025Q1,20250101-20260401,180,49.05,1.17,1.49,14.55,38.9,37.74,4.79
V6_E11_P009,group_e11_ema_exit,"E11 EMA exit bars=24 profit=-0.03",2020,20200101-20210101,191,49.29,1.19,1.34,13.25,31.9,49.95,6.66
V6_E11_P009,group_e11_ema_exit,"E11 EMA exit bars=24 profit=-0.03",2021,20210101-20220101,252,92.42,1.75,1.41,10.17,30.6,92.42,11.90
V6_E11_P009,group_e11_ema_exit,"E11 EMA exit bars=24 profit=-0.03",2022,20220101-20230101,113,5.29,0.17,1.08,11.89,30.1,5.29,0.89
V6_E11_P009,group_e11_ema_exit,"E11 EMA exit bars=24 profit=-0.03",2023,20230101-20240101,202,81.67,1.46,1.48,14.51,30.7,81.67,8.74
V6_E11_P009,group_e11_ema_exit,"E11 EMA exit bars=24 profit=-0.03",2024,20240101-20250101,164,44.57,1.47,1.58,9.52,36.6,44.43,6.95
V6_E11_P009,group_e11_ema_exit,"E11 EMA exit bars=24 profit=-0.03",2025Q1,20250101-20260401,182,45.32,1.10,1.45,14.91,37.9,34.96,4.38
V6_E11_P010,group_e11_ema_exit,"E11 EMA exit bars=24 profit=-0.01",2020,20200101-20210101,191,49.75,1.20,1.34,13.16,32.5,50.43,6.79
V6_E11_P010,group_e11_ema_exit,"E11 EMA exit bars=24 profit=-0.01",2021,20210101-20220101,252,92.39,1.75,1.41,10.17,30.6,92.39,11.90
V6_E11_P010,group_e11_ema_exit,"E11 EMA exit bars=24 profit=-0.01",2022,20220101-20230101,113,5.29,0.17,1.08,11.89,30.1,5.29,0.89
V6_E11_P010,group_e11_ema_exit,"E11 EMA exit bars=24 profit=-0.01",2023,20230101-20240101,201,84.40,1.49,1.49,15.00,31.3,84.40,9.16
V6_E11_P010,group_e11_ema_exit,"E11 EMA exit bars=24 profit=-0.01",2024,20240101-20250101,164,44.67,1.48,1.58,9.52,36.6,44.53,6.93
V6_E11_P010,group_e11_ema_exit,"E11 EMA exit bars=24 profit=-0.01",2025Q1,20250101-20260401,182,46.28,1.12,1.46,15.02,38.5,35.68,4.39
V6_E11_P011,group_e11_ema_exit,"E11 EMA exit bars=24 profit=0.01",2020,20200101-20210101,191,51.67,1.24,1.36,12.03,33.0,52.37,7.25
V6_E11_P011,group_e11_ema_exit,"E11 EMA exit bars=24 profit=0.01",2021,20210101-20220101,252,91.69,1.74,1.41,10.17,30.6,91.69,12.22
V6_E11_P011,group_e11_ema_exit,"E11 EMA exit bars=24 profit=0.01",2022,20220101-20230101,113,5.27,0.17,1.08,12.04,30.1,5.27,0.92
V6_E11_P011,group_e11_ema_exit,"E11 EMA exit bars=24 profit=0.01",2023,20230101-20240101,201,83.99,1.49,1.49,15.00,30.8,83.99,9.11
V6_E11_P011,group_e11_ema_exit,"E11 EMA exit bars=24 profit=0.01",2024,20240101-20250101,164,44.71,1.48,1.58,9.52,38.4,44.56,7.53
V6_E11_P011,group_e11_ema_exit,"E11 EMA exit bars=24 profit=0.01",2025Q1,20250101-20260401,180,49.37,1.18,1.49,14.89,40.6,37.98,4.92
V6_E11_P012,group_e11_ema_exit,"E11 EMA exit bars=24 profit=0.03",2020,20200101-20210101,191,52.12,1.25,1.36,12.01,33.0,52.83,7.27
V6_E11_P012,group_e11_ema_exit,"E11 EMA exit bars=24 profit=0.03",2021,20210101-20220101,252,92.57,1.76,1.41,10.17,30.6,92.57,12.31
V6_E11_P012,group_e11_ema_exit,"E11 EMA exit bars=24 profit=0.03",2022,20220101-20230101,113,5.31,0.17,1.08,12.21,29.2,5.31,0.93
V6_E11_P012,group_e11_ema_exit,"E11 EMA exit bars=24 profit=0.03",2023,20230101-20240101,201,83.94,1.49,1.49,14.88,30.3,83.94,9.07
V6_E11_P012,group_e11_ema_exit,"E11 EMA exit bars=24 profit=0.03",2024,20240101-20250101,164,45.62,1.50,1.59,9.52,37.8,45.47,7.66
