strategy,group,name,trades,avg_profit_pct,tot_profit_usdt,tot_profit_pct,sharpe,profit_factor,max_drawdown_pct,win_rate,cagr,sortino,params
V4_G1_P014,group1_dc_exit,"G1 DCexit p=10 dc_only mb=8",FAILED,,,,,,,,,,"{""dc_exit_period"":10,""mode"":""dc_only"",""dc_exit_min_bars"":8,""trailing"":false,""stair"":false}"
V4_G1_P007,group1_dc_exit,"G1 DCexit p=7 dc_only mb=0",1175,0.0385,452.056,45.21,0.22,1.07,20.68,33.3,6.16,0.82,"{""dc_exit_period"":7,""mode"":""dc_only"",""dc_exit_min_bars"":0,""trailing"":false,""stair"":false}"
V4_G1_P015,group1_dc_exit,"G1 DCexit p=10 dc_trail mb=0",1195,0.1529,1826.75,182.67,0.52,1.17,3,34.6,18.12,1.85,"{""dc_exit_period"":10,""mode"":""dc_trail"",""dc_exit_min_bars"":0,""trailing"":true,""stair"":false}"
V4_G1_P008,group1_dc_exit,"G1 DCexit p=7 dc_only mb=8",1169,0.0377,440.166,44.02,0.21,1.07,17.46,33.8,6.02,0.77,"{""dc_exit_period"":7,""mode"":""dc_only"",""dc_exit_min_bars"":8,""trailing"":false,""stair"":false}"
V4_G1_P016,group1_dc_exit,"G1 DCexit p=10 dc_trail mb=8",1193,0.1688,2013.628,201.36,0.55,1.18,9,34.7,19.34,1.92,"{""dc_exit_period"":10,""mode"":""dc_trail"",""dc_exit_min_bars"":8,""trailing"":true,""stair"":false}"
V4_G1_P009,group1_dc_exit,"G1 DCexit p=7 dc_trail mb=0",1235,0.143,1766.22,176.62,0.55,1.18,15.26,33.9,17.72,1.93,"{""dc_exit_period"":7,""mode"":""dc_trail"",""dc_exit_min_bars"":0,""trailing"":true,""stair"":false}"
V4_G1_P017,group1_dc_exit,"G1 DCexit p=10 dc_trail_stair mb=0",1198,0.1564,1873.091,187.31,0.54,1.17,7,34.1,18.43,1.97,"{""dc_exit_period"":10,""mode"":""dc_trail_stair"",""dc_exit_min_bars"":0,""trailing"":true,""stair"":true}"
V4_G1_P010,group1_dc_exit,"G1 DCexit p=7 dc_trail mb=8",1229,0.1437,1766.469,176.65,0.54,1.17,15.94,34.4,17.72,1.84,"{""dc_exit_period"":7,""mode"":""dc_trail"",""dc_exit_min_bars"":8,""trailing"":true,""stair"":false}"
V4_G1_P018,group1_dc_exit,"G1 DCexit p=10 dc_trail_stair mb=8",1196,0.1663,1988.564,198.86,0.56,1.18,6,34.3,19.18,2.00,"{""dc_exit_period"":10,""mode"":""dc_trail_stair"",""dc_exit_min_bars"":8,""trailing"":true,""stair"":true}"
V4_G1_P011,group1_dc_exit,"G1 DCexit p=7 dc_trail_stair mb=0",1236,0.1322,1634.294,163.43,0.53,1.17,13.63,33.6,16.80,1.92,"{""dc_exit_period"":7,""mode"":""dc_trail_stair"",""dc_exit_min_bars"":0,""trailing"":true,""stair"":true}"
V4_G1_P019,group1_dc_exit,"G1 DCexit p=12 dc_only mb=0",1107,0.0718,794.449,79.44,0.32,1.11,1,33.6,9.83,1.26,"{""dc_exit_period"":12,""mode"":""dc_only"",""dc_exit_min_bars"":0,""trailing"":false,""stair"":false}"
V4_G1_P012,group1_dc_exit,"G1 DCexit p=7 dc_trail_stair mb=8",1230,0.1376,1692.323,169.23,0.53,1.17,14.12,34.1,17.21,1.87,"{""dc_exit_period"":7,""mode"":""dc_trail_stair"",""dc_exit_min_bars"":8,""trailing"":true,""stair"":true}"
V4_G1_P020,group1_dc_exit,"G1 DCexit p=12 dc_only mb=8",1105,0.0783,864.757,86.48,0.34,1.12,6,33.8,10.50,1.34,"{""dc_exit_period"":12,""mode"":""dc_only"",""dc_exit_min_bars"":8,""trailing"":false,""stair"":false}"
V4_G1_P013,group1_dc_exit,"G1 DCexit p=10 dc_only mb=0",1132,0.0478,541.579,54.16,0.24,1.08,16.39,33.8,7.18,0.90,"{""dc_exit_period"":10,""mode"":""dc_only"",""dc_exit_min_bars"":0,""trailing"":false,""stair"":false}"
V4_G1_P021,group1_dc_exit,"G1 DCexit p=12 dc_trail mb=0",1176,0.2067,2431.291,243.13,0.62,1.20,2,34.4,21.85,2.19,"{""dc_exit_period"":12,""mode"":""dc_trail"",""dc_exit_min_bars"":0,""trailing"":true,""stair"":false}"
V4_G1_P014,group1_dc_exit,"G1 DCexit p=10 dc_only mb=8",1129,0.0553,624.9,62.49,0.27,1.09,16.58,34.0,8.09,1.00,"{""dc_exit_period"":10,""mode"":""dc_only"",""dc_exit_min_bars"":8,""trailing"":false,""stair"":false}"
V4_G1_P022,group1_dc_exit,"G1 DCexit p=12 dc_trail mb=8",1175,0.2184,2566.71,256.67,0.65,1.21,3,34.5,22.61,2.25,"{""dc_exit_period"":12,""mode"":""dc_trail"",""dc_exit_min_bars"":8,""trailing"":true,""stair"":false}"
V4_G1_P015,group1_dc_exit,"G1 DCexit p=10 dc_trail mb=0",1195,0.1529,1826.75,182.67,0.52,1.17,16.53,34.6,18.12,1.85,"{""dc_exit_period"":10,""mode"":""dc_trail"",""dc_exit_min_bars"":0,""trailing"":true,""stair"":false}"
V4_G1_P023,group1_dc_exit,"G1 DCexit p=12 dc_trail_stair mb=0",1179,0.2187,2578.054,257.81,0.66,1.22,5,33.9,22.67,2.36,"{""dc_exit_period"":12,""mode"":""dc_trail_stair"",""dc_exit_min_bars"":0,""trailing"":true,""stair"":true}"
V4_G1_P016,group1_dc_exit,"G1 DCexit p=10 dc_trail mb=8",1193,0.1688,2013.628,201.36,0.55,1.18,16.79,34.7,19.34,1.92,"{""dc_exit_period"":10,""mode"":""dc_trail"",""dc_exit_min_bars"":8,""trailing"":true,""stair"":false}"
V4_G1_P024,group1_dc_exit,"G1 DCexit p=12 dc_trail_stair mb=8",1178,0.2259,2661.357,266.14,0.67,1.22,1,34.0,23.13,2.39,"{""dc_exit_period"":12,""mode"":""dc_trail_stair"",""dc_exit_min_bars"":8,""trailing"":true,""stair"":true}"
V4_G1_P017,group1_dc_exit,"G1 DCexit p=10 dc_trail_stair mb=0",1198,0.1564,1873.091,187.31,0.54,1.17,14.97,34.1,18.43,1.97,"{""dc_exit_period"":10,""mode"":""dc_trail_stair"",""dc_exit_min_bars"":0,""trailing"":true,""stair"":true}"
V4_G1_P025,group1_dc_exit,"G1 DCexit p=15 dc_only mb=0",1086,0.1027,1114.905,111.49,0.38,1.13,4,33.5,12.76,1.49,"{""dc_exit_period"":15,""mode"":""dc_only"",""dc_exit_min_bars"":0,""trailing"":false,""stair"":false}"
V4_G1_P018,group1_dc_exit,"G1 DCexit p=10 dc_trail_stair mb=8",1196,0.1663,1988.564,198.86,0.56,1.18,15.26,34.3,19.18,2.00,"{""dc_exit_period"":10,""mode"":""dc_trail_stair"",""dc_exit_min_bars"":8,""trailing"":true,""stair"":true}"
V4_G1_P026,group1_dc_exit,"G1 DCexit p=15 dc_only mb=8",1085,0.1072,1163.473,116.35,0.39,1.13,6,33.6,13.17,1.53,"{""dc_exit_period"":15,""mode"":""dc_only"",""dc_exit_min_bars"":8,""trailing"":false,""stair"":false}"
V4_G1_P019,group1_dc_exit,"G1 DCexit p=12 dc_only mb=0",1107,0.0718,794.449,79.44,0.32,1.11,16.51,33.6,9.83,1.26,"{""dc_exit_period"":12,""mode"":""dc_only"",""dc_exit_min_bars"":0,""trailing"":false,""stair"":false}"
V4_G1_P027,group1_dc_exit,"G1 DCexit p=15 dc_trail mb=0",1157,0.2675,3094.817,309.48,0.64,1.21,0,34.5,25.35,2.23,"{""dc_exit_period"":15,""mode"":""dc_trail"",""dc_exit_min_bars"":0,""trailing"":true,""stair"":false}"
V4_G1_P020,group1_dc_exit,"G1 DCexit p=12 dc_only mb=8",1105,0.0783,864.757,86.48,0.34,1.12,16.56,33.8,10.50,1.34,"{""dc_exit_period"":12,""mode"":""dc_only"",""dc_exit_min_bars"":8,""trailing"":false,""stair"":false}"
V4_G1_P028,group1_dc_exit,"G1 DCexit p=15 dc_trail mb=8",1156,0.2768,3199.793,319.98,0.66,1.22,9,34.6,25.86,2.26,"{""dc_exit_period"":15,""mode"":""dc_trail"",""dc_exit_min_bars"":8,""trailing"":true,""stair"":false}"
V4_G1_P021,group1_dc_exit,"G1 DCexit p=12 dc_trail mb=0",1176,0.2067,2431.291,243.13,0.62,1.20,15.92,34.4,21.85,2.19,"{""dc_exit_period"":12,""mode"":""dc_trail"",""dc_exit_min_bars"":0,""trailing"":true,""stair"":false}"
V4_G1_P029,group1_dc_exit,"G1 DCexit p=15 dc_trail_stair mb=0",1160,0.2858,3315.482,331.55,0.69,1.23,9,34.0,26.41,2.43,"{""dc_exit_period"":15,""mode"":""dc_trail_stair"",""dc_exit_min_bars"":0,""trailing"":true,""stair"":true}"
V4_G1_P022,group1_dc_exit,"G1 DCexit p=12 dc_trail mb=8",1175,0.2184,2566.71,256.67,0.65,1.21,15.93,34.5,22.61,2.25,"{""dc_exit_period"":12,""mode"":""dc_trail"",""dc_exit_min_bars"":8,""trailing"":true,""stair"":false}"
V4_G1_P030,group1_dc_exit,"G1 DCexit p=15 dc_trail_stair mb=8",1159,0.2965,3436.116,343.61,0.71,1.24,8,34.1,26.97,2.46,"{""dc_exit_period"":15,""mode"":""dc_trail_stair"",""dc_exit_min_bars"":8,""trailing"":true,""stair"":true}"
V4_G1_P023,group1_dc_exit,"G1 DCexit p=12 dc_trail_stair mb=0",1179,0.2187,2578.054,257.81,0.66,1.22,15.25,33.9,22.67,2.36,"{""dc_exit_period"":12,""mode"":""dc_trail_stair"",""dc_exit_min_bars"":0,""trailing"":true,""stair"":true}"
V4_G2_P001,group2_macd,"G2 MACD f8s21sig5 hist_pos stair=True",1110,1.1419,12674.867,1267.49,1.15,1.46,7,31.6,52.09,3.66,"{""macd"":[8,21,5],""mode"":""hist_pos"",""stair"":true}"
V4_G1_P024,group1_dc_exit,"G1 DCexit p=12 dc_trail_stair mb=8",1178,0.2259,2661.357,266.14,0.67,1.22,15.31,34.0,23.13,2.39,"{""dc_exit_period"":12,""mode"":""dc_trail_stair"",""dc_exit_min_bars"":8,""trailing"":true,""stair"":true}"
V4_G2_P002,group2_macd,"G2 MACD f8s21sig5 hist_pos stair=False",1098,1.0845,11907.532,1190.75,1.01,1.37,9,33.5,50.68,3.04,"{""macd"":[8,21,5],""mode"":""hist_pos"",""stair"":false}"
V4_G2_P003,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=True",1106,1.0943,12102.769,1210.28,1.15,1.46,5,31.6,51.05,3.74,"{""macd"":[8,21,5],""mode"":""hist_rise"",""stair"":true}"
V4_G1_P025,group1_dc_exit,"G1 DCexit p=15 dc_only mb=0",1086,0.1027,1114.905,111.49,0.38,1.13,17.24,33.5,12.76,1.49,"{""dc_exit_period"":15,""mode"":""dc_only"",""dc_exit_min_bars"":0,""trailing"":false,""stair"":false}"
V4_G1_P026,group1_dc_exit,"G1 DCexit p=15 dc_only mb=8",1085,0.1072,1163.473,116.35,0.39,1.13,17.26,33.6,13.17,1.53,"{""dc_exit_period"":15,""mode"":""dc_only"",""dc_exit_min_bars"":8,""trailing"":false,""stair"":false}"
V4_G2_P004,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=False",1094,1.045,11432.379,1143.24,1.01,1.37,9,33.5,49.78,3.10,"{""macd"":[8,21,5],""mode"":""hist_rise"",""stair"":false}"
V4_G2_P005,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=True",1115,1.1681,13024.151,1302.42,1.15,1.46,5,31.6,52.70,3.66,"{""macd"":[8,21,5],""mode"":""macd_pos"",""stair"":true}"
V4_G1_P027,group1_dc_exit,"G1 DCexit p=15 dc_trail mb=0",1157,0.2675,3094.817,309.48,0.64,1.21,16.30,34.5,25.35,2.23,"{""dc_exit_period"":15,""mode"":""dc_trail"",""dc_exit_min_bars"":0,""trailing"":true,""stair"":false}"
V4_G1_P028,group1_dc_exit,"G1 DCexit p=15 dc_trail mb=8",1156,0.2768,3199.793,319.98,0.66,1.22,16.29,34.6,25.86,2.26,"{""dc_exit_period"":15,""mode"":""dc_trail"",""dc_exit_min_bars"":8,""trailing"":true,""stair"":false}"
V4_G2_P006,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=False",1103,1.1096,12238.636,1223.86,1.01,1.37,0,33.5,51.30,3.04,"{""macd"":[8,21,5],""mode"":""macd_pos"",""stair"":false}"
V4_G2_P007,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=True",1110,1.1419,12674.867,1267.49,1.15,1.46,7,31.6,52.09,3.66,"{""macd"":[8,21,5],""mode"":""macd_sig_hist"",""stair"":true}"
V4_G1_P029,group1_dc_exit,"G1 DCexit p=15 dc_trail_stair mb=0",1160,0.2858,3315.482,331.55,0.69,1.23,15.39,34.0,26.41,2.43,"{""dc_exit_period"":15,""mode"":""dc_trail_stair"",""dc_exit_min_bars"":0,""trailing"":true,""stair"":true}"
V4_G1_P030,group1_dc_exit,"G1 DCexit p=15 dc_trail_stair mb=8",1159,0.2965,3436.116,343.61,0.71,1.24,15.38,34.1,26.97,2.46,"{""dc_exit_period"":15,""mode"":""dc_trail_stair"",""dc_exit_min_bars"":8,""trailing"":true,""stair"":true}"
V4_G2_P008,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=False",1098,1.0845,11907.532,1190.75,1.01,1.37,9,33.5,50.68,3.04,"{""macd"":[8,21,5],""mode"":""macd_sig_hist"",""stair"":false}"
V4_G2_P001,group2_macd,"G2 MACD f8s21sig5 hist_pos stair=True",1110,1.1419,12674.867,1267.49,1.15,1.46,13.07,31.6,52.09,3.66,"{""macd"":[8,21,5],""mode"":""hist_pos"",""stair"":true}"
V4_G2_P009,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=True",FAILED,,,,,,,,,,"{""macd"":[12,26,9],""mode"":""hist_pos"",""stair"":true}"
V4_G2_P002,group2_macd,"G2 MACD f8s21sig5 hist_pos stair=False",1098,1.0845,11907.532,1190.75,1.01,1.37,15.29,33.5,50.68,3.04,"{""macd"":[8,21,5],""mode"":""hist_pos"",""stair"":false}"
V4_G2_P010,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=False",FAILED,,,,,,,,,,"{""macd"":[12,26,9],""mode"":""hist_pos"",""stair"":false}"
V4_G2_P011,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=True",1094,1.1661,12756.691,1275.67,1.14,1.46,3,31.6,52.23,3.67,"{""macd"":[12,26,9],""mode"":""hist_rise"",""stair"":true}"
V4_G2_P003,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=True",1106,1.0943,12102.769,1210.28,1.15,1.46,13.05,31.6,51.05,3.74,"{""macd"":[8,21,5],""mode"":""hist_rise"",""stair"":true}"
V4_G2_P004,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=False",1094,1.045,11432.379,1143.24,1.01,1.37,15.29,33.5,49.78,3.10,"{""macd"":[8,21,5],""mode"":""hist_rise"",""stair"":false}"
V4_G2_P012,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=False",1082,1.1212,12131.241,1213.12,1.00,1.38,9,33.5,51.10,3.03,"{""macd"":[12,26,9],""mode"":""hist_rise"",""stair"":false}"
V4_G2_P013,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=True",1115,1.1681,13024.151,1302.42,1.15,1.46,5,31.6,52.70,3.66,"{""macd"":[12,26,9],""mode"":""macd_pos"",""stair"":true}"
V4_G2_P005,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=True",1115,1.1681,13024.151,1302.42,1.15,1.46,13.05,31.6,52.70,3.66,"{""macd"":[8,21,5],""mode"":""macd_pos"",""stair"":true}"
V4_G2_P014,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=False",1103,1.1096,12238.636,1223.86,1.01,1.37,0,33.5,51.30,3.04,"{""macd"":[12,26,9],""mode"":""macd_pos"",""stair"":false}"
V4_G2_P006,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=False",FAILED,,,,,,,,,,"{""macd"":[8,21,5],""mode"":""macd_pos"",""stair"":false}"
V4_G2_P007,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=True",1110,1.1419,12674.867,1267.49,1.15,1.46,13.07,31.6,52.09,3.66,"{""macd"":[8,21,5],""mode"":""macd_sig_hist"",""stair"":true}"
V4_G2_P015,group2_macd,"G2 MACD f12s26sig9 macd_sig_hist stair=True",FAILED,,,,,,,,,,"{""macd"":[12,26,9],""mode"":""macd_sig_hist"",""stair"":true}"
V4_G2_P008,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=False",1098,1.0845,11907.532,1190.75,1.01,1.37,15.29,33.5,50.68,3.04,"{""macd"":[8,21,5],""mode"":""macd_sig_hist"",""stair"":false}"
V4_G2_P016,group2_macd,"G2 MACD f12s26sig9 macd_sig_hist stair=False",FAILED,,,,,,,,,,"{""macd"":[12,26,9],""mode"":""macd_sig_hist"",""stair"":false}"
V4_G2_P009,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=True",1094,1.1661,12756.691,1275.67,1.14,1.46,12.13,31.6,52.23,3.67,"{""macd"":[12,26,9],""mode"":""hist_pos"",""stair"":true}"
V4_G2_P017,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=True",FAILED,,,,,,,,,,"{""macd"":[8,17,9],""mode"":""hist_pos"",""stair"":true}"
V4_G2_P010,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=False",1082,1.1212,12131.241,1213.12,1.00,1.38,14.39,33.5,51.10,3.03,"{""macd"":[12,26,9],""mode"":""hist_pos"",""stair"":false}"
V4_G2_P018,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=False",FAILED,,,,,,,,,,"{""macd"":[8,17,9],""mode"":""hist_pos"",""stair"":false}"
V4_G2_P011,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=True",1094,1.1661,12756.691,1275.67,1.14,1.46,12.13,31.6,52.23,3.67,"{""macd"":[12,26,9],""mode"":""hist_rise"",""stair"":true}"
V4_G2_P019,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=True",FAILED,,,,,,,,,,"{""macd"":[8,17,9],""mode"":""hist_rise"",""stair"":true}"
V4_G2_P012,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=False",1082,1.1212,12131.241,1213.12,1.00,1.38,14.39,33.5,51.10,3.03,"{""macd"":[12,26,9],""mode"":""hist_rise"",""stair"":false}"
V4_G2_P020,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=False",FAILED,,,,,,,,,,"{""macd"":[8,17,9],""mode"":""hist_rise"",""stair"":false}"
V4_G2_P021,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=True",1115,1.1681,13024.151,1302.42,1.15,1.46,5,31.6,52.70,3.66,"{""macd"":[8,17,9],""mode"":""macd_pos"",""stair"":true}"
V4_G2_P013,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=True",1115,1.1681,13024.151,1302.42,1.15,1.46,13.05,31.6,52.70,3.66,"{""macd"":[12,26,9],""mode"":""macd_pos"",""stair"":true}"
V4_G2_P014,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=False",1103,1.1096,12238.636,1223.86,1.01,1.37,15.30,33.5,51.30,3.04,"{""macd"":[12,26,9],""mode"":""macd_pos"",""stair"":false}"
V4_G2_P022,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=False",1103,1.1096,12238.636,1223.86,1.01,1.37,0,33.5,51.30,3.04,"{""macd"":[8,17,9],""mode"":""macd_pos"",""stair"":false}"
V4_G2_P015,group2_macd,"G2 MACD f12s26sig9 macd_sig_hist stair=True",1094,1.1661,12756.691,1275.67,1.14,1.46,12.13,31.6,52.23,3.67,"{""macd"":[12,26,9],""mode"":""macd_sig_hist"",""stair"":true}"
V4_G2_P023,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=True",FAILED,,,,,,,,,,"{""macd"":[8,17,9],""mode"":""macd_sig_hist"",""stair"":true}"
V4_G2_P024,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=False",1085,1.1167,12115.721,1211.57,1.03,1.39,0,33.5,51.07,3.08,"{""macd"":[8,17,9],""mode"":""macd_sig_hist"",""stair"":false}"
V4_G2_P016,group2_macd,"G2 MACD f12s26sig9 macd_sig_hist stair=False",FAILED,,,,,,,,,,"{""macd"":[12,26,9],""mode"":""macd_sig_hist"",""stair"":false}"
V4_G2_P017,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=True",1097,1.1644,12773.162,1277.32,1.16,1.47,12.13,31.6,52.26,3.72,"{""macd"":[8,17,9],""mode"":""hist_pos"",""stair"":true}"
V4_G3_P001,group3_ema_slope,"G3 EMA slope p=3 th=0.0005 stair=True",FAILED,,,,,,,,,,"{""slope_period"":3,""threshold"":0.0005,""stair"":true}"
V4_G2_P018,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=False",1085,1.1167,12115.721,1211.57,1.03,1.39,14.40,33.5,51.07,3.08,"{""macd"":[8,17,9],""mode"":""hist_pos"",""stair"":false}"
V4_G3_P002,group3_ema_slope,"G3 EMA slope p=3 th=0.001 stair=True",FAILED,,,,,,,,,,"{""slope_period"":3,""threshold"":0.001,""stair"":true}"
V4_G2_P019,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=True",1093,1.1218,12261.473,1226.15,1.16,1.47,12.13,31.7,51.34,3.73,"{""macd"":[8,17,9],""mode"":""hist_rise"",""stair"":true}"
V4_G3_P003,group3_ema_slope,"G3 EMA slope p=3 th=0.001 stair=False",1096,1.0729,11759.04,1175.90,0.98,1.36,9,33.3,50.40,2.95,"{""slope_period"":3,""threshold"":0.001,""stair"":false}"
V4_G3_P004,group3_ema_slope,"G3 EMA slope p=3 th=0.002 stair=True",1041,0.932,9701.826,970.18,0.96,1.39,3,30.7,46.22,3.25,"{""slope_period"":3,""threshold"":0.002,""stair"":true}"
V4_G2_P020,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=False",1081,1.074,11610.268,1161.03,1.02,1.38,14.41,33.6,50.12,3.09,"{""macd"":[8,17,9],""mode"":""hist_rise"",""stair"":false}"
V4_G2_P021,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=True",1115,1.1681,13024.151,1302.42,1.15,1.46,13.05,31.6,52.70,3.66,"{""macd"":[8,17,9],""mode"":""macd_pos"",""stair"":true}"
V4_G3_P005,group3_ema_slope,"G3 EMA slope p=3 th=0.002 stair=False",FAILED,,,,,,,,,,"{""slope_period"":3,""threshold"":0.002,""stair"":false}"
V4_G3_P006,group3_ema_slope,"G3 EMA slope p=3 th=0.003 stair=True",915,0.8274,7570.457,757.05,0.94,1.43,2,30.4,41.11,3.40,"{""slope_period"":3,""threshold"":0.003,""stair"":true}"
V4_G2_P022,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=False",1103,1.1096,12238.636,1223.86,1.01,1.37,15.30,33.5,51.30,3.04,"{""macd"":[8,17,9],""mode"":""macd_pos"",""stair"":false}"
V4_G3_P007,group3_ema_slope,"G3 EMA slope p=5 th=0.0005 stair=True",1115,1.1681,13024.151,1302.42,1.15,1.46,5,31.6,52.70,3.66,"{""slope_period"":5,""threshold"":0.0005,""stair"":true}"
V4_G2_P023,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=True",1097,1.1644,12773.162,1277.32,1.16,1.47,12.13,31.6,52.26,3.72,"{""macd"":[8,17,9],""mode"":""macd_sig_hist"",""stair"":true}"
V4_G2_P024,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=False",1085,1.1167,12115.721,1211.57,1.03,1.39,14.40,33.5,51.07,3.08,"{""macd"":[8,17,9],""mode"":""macd_sig_hist"",""stair"":false}"
V4_G3_P008,group3_ema_slope,"G3 EMA slope p=5 th=0.001 stair=True",FAILED,,,,,,,,,,"{""slope_period"":5,""threshold"":0.001,""stair"":true}"
V4_G3_P001,group3_ema_slope,"G3 EMA slope p=3 th=0.0005 stair=True",1115,1.1681,13024.151,1302.42,1.15,1.46,13.05,31.6,52.70,3.66,"{""slope_period"":3,""threshold"":0.0005,""stair"":true}"
V4_G3_P009,group3_ema_slope,"G3 EMA slope p=5 th=0.001 stair=False",1098,1.1083,12168.794,1216.88,1.00,1.37,0,33.4,51.17,3.01,"{""slope_period"":5,""threshold"":0.001,""stair"":false}"
