strategy,group,name,trades,avg_profit_pct,tot_profit_usdt,tot_profit_pct,sharpe,profit_factor,max_drawdown_pct,win_rate,avg_duration,cagr,sortino,params
Exp_Trail_05,param_scan,"TRAIL_OFF=0.5",1101,0.87,9571.323,957.13,0.88,1.33,17.88,31.2,0,45.94,2.92,"{""trail_offset"":0.5}"
Exp_TrailPos_003,param_scan,"TRAIL_POS=0.03",1211,1.02,12369.781,1236.98,1.00,1.33,17.36,33.0,0,51.54,2.91,"{""trail_positive"":0.03}"
Exp_TrailPos_005,param_scan,"TRAIL_POS=0.05",1211,0.6,7308.064,730.81,0.89,1.27,17.53,32.9,0,40.41,2.80,"{""trail_positive"":0.05}"
Exp_TrailPos_008,param_scan,"TRAIL_POS=0.08",1195,0.41,4904.507,490.45,0.83,1.25,15.93,33.2,0,32.93,2.78,"{""trail_positive"":0.08}"
Exp_TrailPos_012,param_scan,"TRAIL_POS=0.12",1167,0.3,3532.517,353.25,0.75,1.22,16.27,33.6,0,27.41,2.68,"{""trail_positive"":0.12}"
Exp_TrailPos_015,param_scan,"TRAIL_POS=0.15",1144,0.34,3918.725,391.87,0.73,1.22,16.45,33.8,0,29.09,2.78,"{""trail_positive"":0.15}"
Exp_SL_006,param_scan,"SL=-0.06",1205,0.05,623.752,62.38,0.28,1.08,31.13,24.5,0,8.08,2.72,"{""stoploss"":-0.06}"
Exp_SL_008,param_scan,"SL=-0.08",1189,0.17,2009.068,200.91,0.56,1.16,34.30,29.7,0,19.31,3.04,"{""stoploss"":-0.08}"
Exp_SL_012,param_scan,"SL=-0.12",1175,0.29,3394.832,339.48,0.66,1.19,19.51,35.0,0,26.78,2.03,"{""stoploss"":-0.12}"
Exp_SL_015,param_scan,"SL=-0.15",1160,0.35,4029.38,402.94,0.69,1.20,14.82,37.2,0,29.55,1.77,"{""stoploss"":-0.15}"
Exp_SL_02,param_scan,"SL=-0.2",1163,0.31,3573.534,357.35,0.59,1.17,26.32,38.6,0,27.60,1.29,"{""stoploss"":-0.2}"
Exp_CD_0,param_scan,"COOLDOWN=0",1226,0.28,3482.881,348.29,0.72,1.20,17.20,32.9,0,27.19,2.60,"{""cooldown_bars"":0}"
Exp_CD_8,param_scan,"COOLDOWN=8",1213,0.28,3353.607,335.36,0.69,1.19,17.10,32.8,0,26.59,2.55,"{""cooldown_bars"":8}"
Exp_CD_12,param_scan,"COOLDOWN=12",1209,0.26,3133.816,313.38,0.68,1.19,16.23,32.8,0,25.55,2.56,"{""cooldown_bars"":12}"
Exp_CD_16,param_scan,"COOLDOWN=16",1195,0.31,3756.246,375.62,0.73,1.21,16.35,33.1,0,28.40,2.65,"{""cooldown_bars"":16}"
Exp_CD_36,param_scan,"COOLDOWN=36",1155,0.36,4209.66,420.97,0.78,1.24,16.26,33.4,0,30.29,2.69,"{""cooldown_bars"":36}"
Exp_CD_48,param_scan,"COOLDOWN=48",1139,0.38,4369.204,436.92,0.77,1.24,16.29,33.5,0,30.92,2.68,"{""cooldown_bars"":48}"
Exp_MB_32,param_scan,"MAX_BARS=32",1253,0.12,1519.427,151.94,0.48,1.13,18.18,33.4,0,15.97,1.74,"{""max_bars"":32}"
Exp_MB_48,param_scan,"MAX_BARS=48",1201,0.38,4616.319,461.63,0.79,1.23,17.74,33.6,0,31.87,2.49,"{""max_bars"":48}"
Exp_MB_80,param_scan,"MAX_BARS=80",1163,0.27,3174.104,317.41,0.66,1.19,16.40,32.4,0,25.74,2.56,"{""max_bars"":80}"
Exp_MB_96,param_scan,"MAX_BARS=96",1150,0.28,3215.9,321.59,0.67,1.19,16.45,31.7,0,25.94,2.73,"{""max_bars"":96}"
Exp_MB_128,param_scan,"MAX_BARS=128",1130,0.27,3103.02,310.30,0.67,1.20,17.02,30.7,0,25.39,2.83,"{""max_bars"":128}"
Exp_TP_025,param_scan,"TP_BIG=0.25",1202,0.46,5500.545,550.05,0.84,1.25,17.81,33.8,0,34.99,2.72,"{""tp_big"":0.25}"
Exp_TP_03,param_scan,"TP_BIG=0.3",1191,0.42,5037.269,503.73,0.82,1.24,16.31,33.3,0,33.40,2.74,"{""tp_big"":0.3}"
Exp_TP_035,param_scan,"TP_BIG=0.35",1183,0.4,4729.275,472.93,0.81,1.24,16.30,33.4,0,32.29,2.76,"{""tp_big"":0.35}"
Exp_TP_05,param_scan,"TP_BIG=0.5",1178,0.35,4080.496,408.05,0.76,1.23,16.21,33.4,0,29.76,2.68,"{""tp_big"":0.5}"
Exp_TP_06,param_scan,"TP_BIG=0.6",1178,0.34,4042.361,404.24,0.76,1.22,16.23,33.4,0,29.61,2.66,"{""tp_big"":0.6}"
Exp_TP_08,param_scan,"TP_BIG=0.8",1178,0.34,4042.361,404.24,0.76,1.22,16.23,33.4,0,29.61,2.66,"{""tp_big"":0.8}"
Exp_Lev_2,param_scan,"LEV=2.0",987,0.23,2292.524,229.25,0.83,1.32,10.00,40.7,0,21.05,2.31,"{""leverage"":2.0}"
Exp_Lev_3,param_scan,"LEV=3.0",1038,0.44,4523.52,452.35,0.86,1.31,15.30,37.4,0,31.52,2.50,"{""leverage"":3.0}"
Exp_Lev_4,param_scan,"LEV=4.0",1115,0.24,2730.85,273.09,0.64,1.20,17.71,34.6,0,23.50,2.25,"{""leverage"":4.0}"
Exp_Lev_6,param_scan,"LEV=6.0",1240,0.16,1994.157,199.42,0.50,1.13,37.03,31.1,0,19.22,2.29,"{""leverage"":6.0}"
Exp_Lev_7,param_scan,"LEV=7.0",1283,0.07,855.803,85.58,0.27,1.06,47.35,29.8,0,10.42,1.45,"{""leverage"":7.0}"
Exp_Lev_8,param_scan,"LEV=8.0",1319,0.01,94.589,9.46,0.04,1.01,55.48,28.2,0,1.46,0.20,"{""leverage"":8.0}"
Exp_Lev_10,param_scan,"LEV=10.0",1404,-0.04,-584.155,-58.42,-0.28,0.94,80.84,26.6,0,-13.12,-1.08,"{""leverage"":10.0}"
Exp_2D_ADX24_ATR03,param_scan,"ADX=24_ATR=0.3",1677,0.16,2704.019,270.40,0.73,1.14,38.71,31.5,0,23.36,2.70,"{""adx_min"":24,""atr_mult"":0.3}"
Exp_2D_ADX24_ATR07,param_scan,"ADX=24_ATR=0.7",1232,0.33,4034.463,403.45,0.78,1.22,31.68,33.1,0,29.58,2.83,"{""adx_min"":24,""atr_mult"":0.7}"
Exp_2D_ADX26_ATR03,param_scan,"ADX=26_ATR=0.3",1524,0.15,2266.44,226.64,0.59,1.12,40.18,31.4,0,20.89,2.30,"{""adx_min"":26,""atr_mult"":0.3}"
Exp_2D_ADX26_ATR05,param_scan,"ADX=26_ATR=0.5",1313,0.28,3701.087,370.11,0.74,1.19,25.71,32.8,0,28.16,2.55,"{""adx_min"":26,""atr_mult"":0.5}"
Exp_2D_ADX30_ATR03,param_scan,"ADX=30_ATR=0.3",1235,0.21,2586.055,258.61,0.61,1.16,29.88,31.8,0,22.72,2.52,"{""adx_min"":30,""atr_mult"":0.3}"
Exp_2D_ADX30_ATR07,param_scan,"ADX=30_ATR=0.7",900,0.35,3148.06,314.81,0.66,1.25,18.37,33.7,0,25.61,2.60,"{""adx_min"":30,""atr_mult"":0.7}"
Exp_2D_ADX32_ATR05,param_scan,"ADX=32_ATR=0.5",944,0.34,3220.462,322.05,0.63,1.23,19.11,33.3,0,25.96,2.45,"{""adx_min"":32,""atr_mult"":0.5}"
Exp_2D_Trail025_SL008,param_scan,"TRAIL=0.25_SL=-0.08",1213,0.12,1438.875,143.89,0.49,1.13,34.71,31.2,0,15.36,2.66,"{""trail_offset"":0.25,""stoploss"":-0.08}"
Exp_2D_Trail025_SL012,param_scan,"TRAIL=0.25_SL=-0.12",1201,0.16,1928.826,192.88,0.52,1.14,19.35,36.6,0,18.80,1.66,"{""trail_offset"":0.25,""stoploss"":-0.12}"
Exp_2D_Trail035_SL008,param_scan,"TRAIL=0.35_SL=-0.08",1158,0.29,3372.978,337.30,0.72,1.23,32.22,29.3,0,26.68,3.57,"{""trail_offset"":0.35,""stoploss"":-0.08}"
Exp_2D_Trail035_SL012,param_scan,"TRAIL=0.35_SL=-0.12",1137,0.54,6149.765,614.98,0.79,1.25,21.25,34.7,0,37.07,2.30,"{""trail_offset"":0.35,""stoploss"":-0.12}"
Exp_2D_Trail04_SL008,param_scan,"TRAIL=0.4_SL=-0.08",1142,0.33,3795.694,379.57,0.74,1.24,14.62,28.3,0,28.57,3.58,"{""trail_offset"":0.4,""stoploss"":-0.08}"
Exp_BB_20_20_RSI30_SL01,bollinger_band,"BB(p=20,std=2.0) RSI<30 SL=-0.1",16,-0.41,-65.98,-6.60,-0.06,0.36,9.12,31.2,0,-1.09,-0.23,"{""bb_period"":20,""bb_std"":2.0,""rsi_oversold"":30,""stoploss"":-0.1}"
Exp_BB_20_20_RSI25_SL01,bollinger_band,"BB(p=20,std=2.0) RSI<25 SL=-0.1",54,0.04,20.783,2.08,0.02,1.11,10.68,57.4,0,0.33,0.04,"{""bb_period"":20,""bb_std"":2.0,""rsi_oversold"":25,""stoploss"":-0.1}"
Exp_BB_20_25_RSI30_SL01,bollinger_band,"BB(p=20,std=2.5) RSI<30 SL=-0.1",244,-0.03,-61.31,-6.13,-0.07,0.92,16.76,56.6,0,-1.01,-0.12,"{""bb_period"":20,""bb_std"":2.5,""rsi_oversold"":30,""stoploss"":-0.1}"
Exp_BB_20_20_RSI35_SL008,bollinger_band,"BB(p=20,std=2.0) RSI<35 SL=-0.08",1407,-0.01,-114.524,-11.45,-0.14,0.97,25.50,58.6,0,-1.93,-0.34,"{""bb_period"":20,""bb_std"":2.0,""rsi_oversold"":35,""stoploss"":-0.08}"
Exp_BB_30_20_RSI30_SL01,bollinger_band,"BB(p=30,std=2.0) RSI<30 SL=-0.1",373,0.04,146.726,14.67,0.13,1.10,14.75,61.4,0,2.22,0.28,"{""bb_period"":30,""bb_std"":2.0,""rsi_oversold"":30,""stoploss"":-0.1}"
Exp_BB_20_15_RSI35_SL01,bollinger_band,"BB(p=20,std=1.5) RSI<35 SL=-0.1",1558,0,-44.288,-4.43,-0.05,0.99,24.79,61.8,0,-0.72,-0.09,"{""bb_period"":20,""bb_std"":1.5,""rsi_oversold"":35,""stoploss"":-0.1}"
Exp_BB_20_20_RSI30_SL01,bollinger_band,"BB(p=20,std=2.0) RSI<30 SL=-0.1",16,-0.41,-65.98,-6.60,-0.06,0.36,9.12,31.2,0,-1.09,-0.23,"{""bb_period"":20,""bb_std"":2.0,""rsi_oversold"":30,""stoploss"":-0.1}"
Exp_BB_20_20_RSI30_SL006,bollinger_band,"BB(p=20,std=2.0) RSI<30 SL=-0.06",375,-0.03,-117.15,-11.71,-0.15,0.89,21.18,49.3,0,-1.98,-0.58,"{""bb_period"":20,""bb_std"":2.0,""rsi_oversold"":30,""stoploss"":-0.06}"
Exp_BB_40_20_RSI25_SL01,bollinger_band,"BB(p=40,std=2.0) RSI<25 SL=-0.1",55,0.17,92.252,9.23,0.08,1.44,8.27,63.6,0,1.42,0.30,"{""bb_period"":40,""bb_std"":2.0,""rsi_oversold"":25,""stoploss"":-0.1}"
Exp_MACD_8_21_5,macd,"MACD(8,21,5)",3461,-0.02,-559.869,-55.99,-0.81,0.91,64.23,27.7,0,-12.33,-2.00,"{""fast"":8,""slow"":21,""signal"":5}"
Exp_MACD_12_26_9,macd,"MACD(12,26,9)",1877,-0.02,-294.479,-29.45,-0.34,0.93,43.19,29.5,0,-5.44,-0.90,"{""fast"":12,""slow"":26,""signal"":9}"
Exp_MACD_8_17_9,macd,"MACD(8,17,9)",2613,-0.02,-416.914,-41.69,-0.56,0.92,52.43,30.0,0,-8.28,-1.37,"{""fast"":8,""slow"":17,""signal"":9}"
Exp_MACD_5_13_5,macd,"MACD(5,13,5)",4649,-0.02,-730.092,-73.01,-1.48,0.87,81.10,28.4,0,-18.94,-3.06,"{""fast"":5,""slow"":13,""signal"":5}"
Exp_MACD_12_26_5,macd,"MACD(12,26,5)",2670,-0.02,-592.343,-59.23,-0.96,0.87,67.58,27.8,0,-13.40,-2.25,"{""fast"":12,""slow"":26,""signal"":5}"
Exp_MACD_8_26_9,macd,"MACD(8,26,9)",2339,-0.02,-408.655,-40.87,-0.53,0.92,54.37,29.3,0,-8.08,-1.30,"{""fast"":8,""slow"":26,""signal"":9}"
Exp_KC_20_15,keltner,"Keltner(20, 1.5x ATR)",3040,-0.02,-631.324,-63.13,-0.75,0.91,74.26,29.8,0,-14.78,-1.86,"{""kc_period"":20,""kc_mult"":1.5}"
Exp_KC_20_20,keltner,"Keltner(20, 2.0x ATR)",2541,-0.02,-553.596,-55.36,-0.52,0.93,70.20,32.2,0,-12.13,-1.34,"{""kc_period"":20,""kc_mult"":2.0}"
Exp_KC_20_25,keltner,"Keltner(20, 2.5x ATR)",1979,0.01,104.329,10.43,0.06,1.01,36.52,34.8,0,1.60,0.18,"{""kc_period"":20,""kc_mult"":2.5}"
Exp_KC_14_15,keltner,"Keltner(14, 1.5x ATR)",3034,-0.02,-482.157,-48.22,-0.43,0.95,63.42,30.5,0,-10.01,-1.17,"{""kc_period"":14,""kc_mult"":1.5}"
Exp_KC_14_20,keltner,"Keltner(14, 2.0x ATR)",2176,-0.01,-265.154,-26.52,-0.20,0.97,48.42,32.6,0,-4.82,-0.58,"{""kc_period"":14,""kc_mult"":2.0}"
Exp_KC_30_20,keltner,"Keltner(30, 2.0x ATR)",2570,0,-95.851,-9.59,-0.07,0.99,54.45,32.7,0,-1.60,-0.22,"{""kc_period"":30,""kc_mult"":2.0}"
Exp_KC_20_30,keltner,"Keltner(20, 3.0x ATR)",1461,0.02,248.078,24.81,0.13,1.03,39.11,35.6,0,3.62,0.43,"{""kc_period"":20,""kc_mult"":3.0}"
Exp_EMA_8_21,ema_cross,"EMA Cross(8/21)",776,-0.07,-508.204,-50.82,-0.56,0.77,53.50,24.7,0,-10.75,-1.50,"{""ema_fast"":8,""ema_slow"":21}"
Exp_EMA_10_30,ema_cross,"EMA Cross(10/30)",574,-0.06,-348.446,-34.84,-0.33,0.83,39.75,29.3,0,-6.64,-0.94,"{""ema_fast"":10,""ema_slow"":30}"
Exp_EMA_13_34,ema_cross,"EMA Cross(13/34)",510,-0.05,-277.467,-27.75,-0.24,0.86,32.65,30.0,0,-5.08,-0.79,"{""ema_fast"":13,""ema_slow"":34}"
Exp_EMA_21_55,ema_cross,"EMA Cross(21/55)",504,0,2.772,0.28,0.00,1.00,29.70,30.8,0,0.04,0.01,"{""ema_fast"":21,""ema_slow"":55}"
Exp_EMA_5_13,ema_cross,"EMA Cross(5/13)",1568,-0.02,-254.398,-25.44,-0.26,0.94,44.99,25.8,0,-4.60,-0.71,"{""ema_fast"":5,""ema_slow"":13}"
Exp_EMA_8_34,ema_cross,"EMA Cross(8/34)",603,-0.06,-379.326,-37.93,-0.37,0.81,43.08,27.2,0,-7.36,-1.06,"{""ema_fast"":8,""ema_slow"":34}"
Exp_EMA_13_55,ema_cross,"EMA Cross(13/55)",480,-0.05,-225.13,-22.51,-0.17,0.89,29.98,29.0,0,-4.01,-0.61,"{""ema_fast"":13,""ema_slow"":55}"
Exp_RSI_14_30_70,rsi_trend,"RSI(14) Entry<30 Exit>70",0,0,0,0,0,0,0,0,0,0,0,"{""rsi_period"":14,""rsi_entry"":30,""rsi_exit"":70}"
Exp_RSI_14_25_75,rsi_trend,"RSI(14) Entry<25 Exit>75",0,0,0,0,0,0,0,0,0,0,0,"{""rsi_period"":14,""rsi_entry"":25,""rsi_exit"":75}"
Exp_RSI_14_35_65,rsi_trend,"RSI(14) Entry<35 Exit>65",2,0.46,9.069,0.91,0.02,18.17,0.05,50.0,0,0.14,-100.00,"{""rsi_period"":14,""rsi_entry"":35,""rsi_exit"":65}"
Exp_RSI_21_30_70,rsi_trend,"RSI(21) Entry<30 Exit>70",0,0,0,0,0,0,0,0,0,0,0,"{""rsi_period"":21,""rsi_entry"":30,""rsi_exit"":70}"
Exp_RSI_7_25_75,rsi_trend,"RSI(7) Entry<25 Exit>75",17,0.1,16.896,1.69,0.01,1.25,2.94,41.2,0,0.27,0.05,"{""rsi_period"":7,""rsi_entry"":25,""rsi_exit"":75}"
Exp_RSI_14_30_60,rsi_trend,"RSI(14) Entry<30 Exit>60",0,0,0,0,0,0,0,0,0,0,0,"{""rsi_period"":14,""rsi_entry"":30,""rsi_exit"":60}"
Exp_3D_A24_T03_O02,grid_3d,"ADX=24 ATR=0.3 Trail=0.2",1791,0.05,966.86,96.69,0.41,1.07,39.62,36.2,0,11.45,1.64,"{""adx_min"":24,""atr_mult"":0.3,""trail_offset"":0.2}"
Exp_3D_A24_T03_O025,grid_3d,"ADX=24 ATR=0.3 Trail=0.25",1732,0.1,1730.076,173.01,0.55,1.10,40.71,33.2,0,17.47,2.14,"{""adx_min"":24,""atr_mult"":0.3,""trail_offset"":0.25}"
Exp_3D_A24_T03_O03,grid_3d,"ADX=24 ATR=0.3 Trail=0.3",1677,0.16,2704.019,270.40,0.73,1.14,38.71,31.5,0,23.36,2.70,"{""adx_min"":24,""atr_mult"":0.3,""trail_offset"":0.3}"
Exp_3D_A24_T05_O02,grid_3d,"ADX=24 ATR=0.5 Trail=0.2",1558,0.06,970.327,97.03,0.42,1.08,39.69,36.5,0,11.48,1.67,"{""adx_min"":24,""atr_mult"":0.5,""trail_offset"":0.2}"
Exp_3D_A24_T05_O025,grid_3d,"ADX=24 ATR=0.5 Trail=0.25",1513,0.15,2294.329,229.43,0.67,1.14,33.70,33.8,0,21.06,2.39,"{""adx_min"":24,""atr_mult"":0.5,""trail_offset"":0.25}"
Exp_3D_A24_T05_O03,grid_3d,"ADX=24 ATR=0.5 Trail=0.3",1463,0.24,3488.636,348.86,0.80,1.18,38.02,32.1,0,27.21,2.83,"{""adx_min"":24,""atr_mult"":0.5,""trail_offset"":0.3}"
Exp_3D_A24_T07_O02,grid_3d,"ADX=24 ATR=0.7 Trail=0.2",1309,0.09,1156.409,115.64,0.48,1.11,28.87,37.1,0,13.11,1.89,"{""adx_min"":24,""atr_mult"":0.7,""trail_offset"":0.2}"
Exp_3D_A24_T07_O025,grid_3d,"ADX=24 ATR=0.7 Trail=0.25",1266,0.22,2798.333,279.83,0.69,1.18,26.69,34.8,0,23.85,2.47,"{""adx_min"":24,""atr_mult"":0.7,""trail_offset"":0.25}"
Exp_3D_A24_T07_O03,grid_3d,"ADX=24 ATR=0.7 Trail=0.3",1232,0.33,4034.463,403.45,0.78,1.22,31.68,33.1,0,29.58,2.83,"{""adx_min"":24,""atr_mult"":0.7,""trail_offset"":0.3}"
Exp_3D_A24_T10_O02,grid_3d,"ADX=24 ATR=1.0 Trail=0.2",978,0.07,720.163,72.02,0.31,1.10,26.05,37.1,0,9.08,1.26,"{""adx_min"":24,""atr_mult"":1.0,""trail_offset"":0.2}"
Exp_3D_A24_T10_O025,grid_3d,"ADX=24 ATR=1.0 Trail=0.25",944,0.17,1618.266,161.83,0.46,1.16,24.86,34.6,0,16.68,1.76,"{""adx_min"":24,""atr_mult"":1.0,""trail_offset"":0.25}"
Exp_3D_A24_T10_O03,grid_3d,"ADX=24 ATR=1.0 Trail=0.3",924,0.29,2705.337,270.53,0.55,1.21,26.37,33.1,0,23.36,2.11,"{""adx_min"":24,""atr_mult"":1.0,""trail_offset"":0.3}"
Exp_3D_A26_T03_O02,grid_3d,"ADX=26 ATR=0.3 Trail=0.2",1618,0.04,600.869,60.09,0.27,1.05,39.55,35.9,0,7.83,1.11,"{""adx_min"":26,""atr_mult"":0.3,""trail_offset"":0.2}"
Exp_3D_A26_T03_O025,grid_3d,"ADX=26 ATR=0.3 Trail=0.25",1564,0.08,1286.003,128.60,0.42,1.08,41.53,32.9,0,14.17,1.71,"{""adx_min"":26,""atr_mult"":0.3,""trail_offset"":0.25}"
Exp_3D_A26_T03_O03,grid_3d,"ADX=26 ATR=0.3 Trail=0.3",1524,0.15,2266.44,226.64,0.59,1.12,40.18,31.4,0,20.89,2.30,"{""adx_min"":26,""atr_mult"":0.3,""trail_offset"":0.3}"
Exp_3D_A26_T05_O02,grid_3d,"ADX=26 ATR=0.5 Trail=0.2",1390,0.07,953.167,95.32,0.39,1.08,35.47,36.8,0,11.33,1.56,"{""adx_min"":26,""atr_mult"":0.5,""trail_offset"":0.2}"
Exp_3D_A26_T05_O025,grid_3d,"ADX=26 ATR=0.5 Trail=0.25",1351,0.17,2245.873,224.59,0.60,1.14,26.53,34.3,0,20.77,2.17,"{""adx_min"":26,""atr_mult"":0.5,""trail_offset"":0.25}"
Exp_3D_A26_T05_O03,grid_3d,"ADX=26 ATR=0.5 Trail=0.3",1313,0.28,3701.087,370.11,0.74,1.19,25.71,32.8,0,28.16,2.55,"{""adx_min"":26,""atr_mult"":0.5,""trail_offset"":0.3}"
Exp_3D_A26_T07_O02,grid_3d,"ADX=26 ATR=0.7 Trail=0.2",1168,0.08,878.93,87.89,0.36,1.09,26.46,37.4,0,10.64,1.53,"{""adx_min"":26,""atr_mult"":0.7,""trail_offset"":0.2}"
Exp_3D_A26_T07_O025,grid_3d,"ADX=26 ATR=0.7 Trail=0.25",1131,0.21,2341.66,234.17,0.58,1.17,20.32,35.0,0,21.34,2.22,"{""adx_min"":26,""atr_mult"":0.7,""trail_offset"":0.25}"
Exp_3D_A26_T07_O03,grid_3d,"ADX=26 ATR=0.7 Trail=0.3",1105,0.29,3157.545,315.75,0.64,1.20,24.34,33.3,0,25.66,2.48,"{""adx_min"":26,""atr_mult"":0.7,""trail_offset"":0.3}"
Exp_3D_A26_T10_O02,grid_3d,"ADX=26 ATR=1.0 Trail=0.2",869,0.05,421.022,42.10,0.19,1.07,29.39,36.7,0,5.79,0.81,"{""adx_min"":26,""atr_mult"":1.0,""trail_offset"":0.2}"
Exp_3D_A26_T10_O025,grid_3d,"ADX=26 ATR=1.0 Trail=0.25",841,0.14,1137.812,113.78,0.36,1.14,22.42,34.5,0,12.95,1.50,"{""adx_min"":26,""atr_mult"":1.0,""trail_offset"":0.25}"
Exp_3D_A26_T10_O03,grid_3d,"ADX=26 ATR=1.0 Trail=0.3",825,0.22,1806.188,180.62,0.44,1.18,27.52,33.0,0,17.99,1.80,"{""adx_min"":26,""atr_mult"":1.0,""trail_offset"":0.3}"
Exp_3D_A28_T03_O02,grid_3d,"ADX=28 ATR=0.3 Trail=0.2",1446,0.06,831.104,83.11,0.36,1.07,36.29,36.2,0,10.18,1.44,"{""adx_min"":28,""atr_mult"":0.3,""trail_offset"":0.2}"
Exp_3D_A28_T03_O025,grid_3d,"ADX=28 ATR=0.3 Trail=0.25",1402,0.11,1591.169,159.12,0.51,1.11,35.73,33.2,0,16.49,1.98,"{""adx_min"":28,""atr_mult"":0.3,""trail_offset"":0.25}"
Exp_3D_A28_T03_O03,grid_3d,"ADX=28 ATR=0.3 Trail=0.3",1373,0.2,2690.56,269.06,0.64,1.15,34.22,31.8,0,23.28,2.46,"{""adx_min"":28,""atr_mult"":0.3,""trail_offset"":0.3}"
Exp_3D_A28_T05_O02,grid_3d,"ADX=28 ATR=0.5 Trail=0.2",1244,0.1,1230.041,123.00,0.46,1.11,19.92,37.4,0,13.72,1.80,"{""adx_min"":28,""atr_mult"":0.5,""trail_offset"":0.2}"
Exp_3D_A28_T05_O025,grid_3d,"ADX=28 ATR=0.5 Trail=0.25",1206,0.22,2665.485,266.55,0.67,1.18,16.17,34.8,0,23.15,2.37,"{""adx_min"":28,""atr_mult"":0.5,""trail_offset"":0.25}"
Exp_3D_A28_T05_O03,grid_3d,"ADX=28 ATR=0.5 Trail=0.3",1179,0.36,4248.389,424.84,0.77,1.23,16.24,33.4,0,30.44,2.68,"{""adx_min"":28,""atr_mult"":0.5,""trail_offset"":0.3}"
Exp_3D_A28_T07_O02,grid_3d,"ADX=28 ATR=0.7 Trail=0.2",1051,0.06,612.946,61.29,0.28,1.08,23.01,36.8,0,7.96,1.22,"{""adx_min"":28,""atr_mult"":0.7,""trail_offset"":0.2}"
Exp_3D_A28_T07_O025,grid_3d,"ADX=28 ATR=0.7 Trail=0.25",1017,0.21,2172.981,217.30,0.58,1.19,20.23,35.0,0,20.33,2.26,"{""adx_min"":28,""atr_mult"":0.7,""trail_offset"":0.25}"
Exp_3D_A28_T07_O03,grid_3d,"ADX=28 ATR=0.7 Trail=0.3",999,0.29,2943.391,294.34,0.63,1.21,26.07,33.2,0,24.60,2.47,"{""adx_min"":28,""atr_mult"":0.7,""trail_offset"":0.3}"
Exp_3D_A28_T10_O02,grid_3d,"ADX=28 ATR=1.0 Trail=0.2",776,0.07,508.949,50.89,0.22,1.09,24.57,36.9,0,6.82,0.92,"{""adx_min"":28,""atr_mult"":1.0,""trail_offset"":0.2}"
Exp_3D_A28_T10_O025,grid_3d,"ADX=28 ATR=1.0 Trail=0.25",754,0.18,1329.845,132.98,0.39,1.17,20.80,34.6,0,14.52,1.59,"{""adx_min"":28,""atr_mult"":1.0,""trail_offset"":0.25}"
Exp_3D_A28_T10_O03,grid_3d,"ADX=28 ATR=1.0 Trail=0.3",741,0.25,1839.506,183.95,0.43,1.20,22.49,32.8,0,18.21,1.76,"{""adx_min"":28,""atr_mult"":1.0,""trail_offset"":0.3}"
Exp_3D_A30_T03_O02,grid_3d,"ADX=30 ATR=0.3 Trail=0.2",1299,0.05,615.111,61.51,0.28,1.07,30.84,35.6,0,7.99,1.19,"{""adx_min"":30,""atr_mult"":0.3,""trail_offset"":0.2}"
Exp_3D_A30_T03_O025,grid_3d,"ADX=30 ATR=0.3 Trail=0.25",1259,0.12,1499.338,149.93,0.49,1.12,32.50,33.1,0,15.82,2.01,"{""adx_min"":30,""atr_mult"":0.3,""trail_offset"":0.25}"
Exp_3D_A30_T03_O03,grid_3d,"ADX=30 ATR=0.3 Trail=0.3",1235,0.21,2586.055,258.61,0.61,1.16,29.88,31.8,0,22.72,2.52,"{""adx_min"":30,""atr_mult"":0.3,""trail_offset"":0.3}"
Exp_3D_A30_T05_O02,grid_3d,"ADX=30 ATR=0.5 Trail=0.2",1133,0.08,866.536,86.65,0.37,1.10,28.51,36.7,0,10.52,1.57,"{""adx_min"":30,""atr_mult"":0.5,""trail_offset"":0.2}"
Exp_3D_A30_T05_O025,grid_3d,"ADX=30 ATR=0.5 Trail=0.25",1095,0.22,2381.798,238.18,0.66,1.20,20.90,34.7,0,21.57,2.51,"{""adx_min"":30,""atr_mult"":0.5,""trail_offset"":0.25}"
Exp_3D_A30_T05_O03,grid_3d,"ADX=30 ATR=0.5 Trail=0.3",1072,0.37,3929.941,392.99,0.76,1.25,11.96,33.5,0,29.14,2.85,"{""adx_min"":30,""atr_mult"":0.5,""trail_offset"":0.3}"
Exp_3D_A30_T07_O02,grid_3d,"ADX=30 ATR=0.7 Trail=0.2",949,0.06,603.814,60.38,0.28,1.09,18.98,36.7,0,7.87,1.25,"{""adx_min"":30,""atr_mult"":0.7,""trail_offset"":0.2}"
Exp_3D_A30_T07_O025,grid_3d,"ADX=30 ATR=0.7 Trail=0.25",916,0.27,2504.779,250.48,0.64,1.23,11.25,35.5,0,22.27,2.45,"{""adx_min"":30,""atr_mult"":0.7,""trail_offset"":0.25}"
Exp_3D_A30_T07_O03,grid_3d,"ADX=30 ATR=0.7 Trail=0.3",900,0.35,3148.06,314.81,0.66,1.25,18.37,33.7,0,25.61,2.60,"{""adx_min"":30,""atr_mult"":0.7,""trail_offset"":0.3}"
Exp_3D_A30_T10_O02,grid_3d,"ADX=30 ATR=1.0 Trail=0.2",689,0.08,540.019,54.00,0.23,1.10,22.27,36.9,0,7.17,0.93,"{""adx_min"":30,""atr_mult"":1.0,""trail_offset"":0.2}"
