strategy,group,name,year,timerange,trades,tot_profit_pct,sharpe,profit_factor,max_drawdown_pct,win_rate,cagr,sortino
V7_G1_P004,group_g1_volume,"G1 vol vp=20 vm=1.5 macd=False",2021,20210101-20220101,189,62.35,1.38,1.4,14.0,0,63.23,7.72
V7_G1_P004,group_g1_volume,"G1 vol vp=20 vm=1.5 macd=False",2022,20220101-20230101,189,62.35,1.38,1.4,14.0,0,63.23,7.72
V7_G1_P004,group_g1_volume,"G1 vol vp=20 vm=1.5 macd=False",2023,20230101-20240101,201,96.38,1.64,1.55,16.33,0,96.38,10.03
V7_G1_P004,group_g1_volume,"G1 vol vp=20 vm=1.5 macd=False",2024,20240101-20250101,156,49.15,1.58,1.65,9.52,0,48.98,7.83
V7_G1_P004,group_g1_volume,"G1 vol vp=20 vm=1.5 macd=False",2025Q1,20250101-20260401,156,49.15,1.58,1.65,9.52,0,48.98,7.83
V7_G1_P005,group_g1_volume,"G1 vol vp=20 vm=2.0 macd=True",2020,20200101-20210101,166,72.57,1.5,1.52,14.35,0,73.62,8.3
V7_G1_P005,group_g1_volume,"G1 vol vp=20 vm=2.0 macd=True",2021,20210101-20220101,205,71.4,1.47,1.44,11.29,0,71.4,10.16
V7_G1_P005,group_g1_volume,"G1 vol vp=20 vm=2.0 macd=True",2022,20220101-20230101,205,71.4,1.47,1.44,11.29,0,71.4,10.16
V7_G1_P005,group_g1_volume,"G1 vol vp=20 vm=2.0 macd=True",2023,20230101-20240101,181,113.92,1.87,1.73,12.54,0,113.92,11.13
V7_G1_P005,group_g1_volume,"G1 vol vp=20 vm=2.0 macd=True",2024,20240101-20250101,143,47.75,1.49,1.67,9.07,0,47.6,7.2
V7_G1_P005,group_g1_volume,"G1 vol vp=20 vm=2.0 macd=True",2025Q1,20250101-20260401,152,38.39,0.96,1.48,8.47,0,29.78,4.1
V7_G1_P006,group_g1_volume,"G1 vol vp=20 vm=2.0 macd=False",2020,20200101-20210101,169,66.44,1.41,1.47,16.11,0,67.38,7.82
V7_G1_P006,group_g1_volume,"G1 vol vp=20 vm=2.0 macd=False",2021,20210101-20220101,206,72.24,1.49,1.44,11.29,0,72.24,10.28
V7_G1_P006,group_g1_volume,"G1 vol vp=20 vm=2.0 macd=False",2022,20220101-20230101,102,-0.84,-0.03,0.99,13.36,0,-0.84,-0.15
V7_G1_P006,group_g1_volume,"G1 vol vp=20 vm=2.0 macd=False",2023,20230101-20240101,184,125.58,1.98,1.78,12.5,0,125.58,11.67
V7_G1_P006,group_g1_volume,"G1 vol vp=20 vm=2.0 macd=False",2024,20240101-20250101,143,47.75,1.49,1.67,9.07,0,47.6,7.2
V7_G1_P006,group_g1_volume,"G1 vol vp=20 vm=2.0 macd=False",2025Q1,20250101-20260401,153,37.67,0.95,1.47,8.49,0,29.24,4.05
V7_G1_P007,group_g1_volume,"G1 vol vp=50 vm=1.0 macd=True",2020,20200101-20210101,191,58.1,1.31,1.38,13.68,0,58.91,7.46
V7_G1_P007,group_g1_volume,"G1 vol vp=50 vm=1.0 macd=True",2021,20210101-20220101,250,99.38,1.84,1.44,10.24,0,99.38,12.93
V7_G1_P007,group_g1_volume,"G1 vol vp=50 vm=1.0 macd=True",2022,20220101-20230101,113,6.87,0.21,1.1,12.48,0,6.87,1.17
V7_G1_P007,group_g1_volume,"G1 vol vp=50 vm=1.0 macd=True",2023,20230101-20240101,199,93.45,1.61,1.53,15.0,0,93.45,9.68
V7_G1_P007,group_g1_volume,"G1 vol vp=50 vm=1.0 macd=True",2024,20240101-20250101,162,49.09,1.59,1.63,9.52,0,48.93,7.92
V7_G1_P007,group_g1_volume,"G1 vol vp=50 vm=1.0 macd=True",2025Q1,20250101-20260401,177,60.88,1.35,1.6,10.86,0,46.44,5.65
V7_G1_P008,group_g1_volume,"G1 vol vp=50 vm=1.0 macd=False",2020,20200101-20210101,1112,1492.33,1.21,1.5,11.91,0,55.84,3.71
V7_G1_P008,group_g1_volume,"G1 vol vp=50 vm=1.0 macd=False",2021,20210101-20220101,258,107.08,1.89,1.44,11.18,0,107.08,13.15
V7_G1_P008,group_g1_volume,"G1 vol vp=50 vm=1.0 macd=False",2022,20220101-20230101,114,6.64,0.21,1.1,12.49,0,6.64,1.15
V7_G1_P008,group_g1_volume,"G1 vol vp=50 vm=1.0 macd=False",2023,20230101-20240101,204,101.21,1.7,1.56,14.06,0,101.21,10.18
V7_G1_P008,group_g1_volume,"G1 vol vp=50 vm=1.0 macd=False",2024,20240101-20250101,204,101.21,1.7,1.56,14.06,0,101.21,10.18
V7_G1_P008,group_g1_volume,"G1 vol vp=50 vm=1.0 macd=False",2025Q1,20250101-20260401,204,101.21,1.7,1.56,14.06,0,101.21,10.18
V7_G1_P009,group_g1_volume,"G1 vol vp=50 vm=1.5 macd=True",2020,20200101-20210101,186,63.84,1.42,1.43,12.74,0,64.74,7.96
V7_G1_P009,group_g1_volume,"G1 vol vp=50 vm=1.5 macd=True",2021,20210101-20220101,186,63.84,1.42,1.43,12.74,0,64.74,7.96
V7_G1_P009,group_g1_volume,"G1 vol vp=50 vm=1.5 macd=True",2022,20220101-20230101,186,63.84,1.42,1.43,12.74,0,64.74,7.96
V7_G1_P009,group_g1_volume,"G1 vol vp=50 vm=1.5 macd=True",2023,20230101-20240101,196,96.57,1.65,1.56,14.44,0,96.57,10.01
V7_G1_P009,group_g1_volume,"G1 vol vp=50 vm=1.5 macd=True",2024,20240101-20250101,156,46.26,1.5,1.61,9.87,0,46.11,7.41
V7_G1_P009,group_g1_volume,"G1 vol vp=50 vm=1.5 macd=True",2025Q1,20250101-20260401,156,46.26,1.5,1.61,9.87,0,46.11,7.41
V7_G1_P010,group_g1_volume,"G1 vol vp=50 vm=1.5 macd=False",2020,20200101-20210101,189,61.85,1.39,1.41,13.64,0,62.72,7.68
V7_G1_P010,group_g1_volume,"G1 vol vp=50 vm=1.5 macd=False",2021,20210101-20220101,244,118.21,2.01,1.51,10.2,0,118.21,13.84
V7_G1_P010,group_g1_volume,"G1 vol vp=50 vm=1.5 macd=False",2022,20220101-20230101,113,5.23,0.17,1.08,12.41,0,5.23,0.9
V7_G1_P010,group_g1_volume,"G1 vol vp=50 vm=1.5 macd=False",2023,20230101-20240101,201,104.55,1.74,1.59,15.04,0,104.55,10.5
V7_G1_P010,group_g1_volume,"G1 vol vp=50 vm=1.5 macd=False",2024,20240101-20250101,157,39.68,1.33,1.52,10.31,0,39.55,6.59
V7_G1_P010,group_g1_volume,"G1 vol vp=50 vm=1.5 macd=False",2025Q1,20250101-20260401,172,55.89,1.29,1.59,9.3,0,42.79,5.33
V7_G1_P011,group_g1_volume,"G1 vol vp=50 vm=2.0 macd=True",2020,20200101-20210101,177,60.48,1.37,1.43,14.22,0,61.33,7.67
V7_G1_P011,group_g1_volume,"G1 vol vp=50 vm=2.0 macd=True",2021,20210101-20220101,220,114.73,1.94,1.55,12.01,0,114.73,13.36
V7_G1_P011,group_g1_volume,"G1 vol vp=50 vm=2.0 macd=True",2022,20220101-20230101,104,3.69,0.12,1.06,14.05,0,3.69,0.64
V7_G1_P011,group_g1_volume,"G1 vol vp=50 vm=2.0 macd=True",2023,20230101-20240101,186,102.49,1.72,1.63,14.55,0,102.49,10.39
V7_G1_P011,group_g1_volume,"G1 vol vp=50 vm=2.0 macd=True",2024,20240101-20250101,147,25.35,0.91,1.35,11.96,0,25.27,4.31
V7_G1_P011,group_g1_volume,"G1 vol vp=50 vm=2.0 macd=True",2025Q1,20250101-20260401,158,55.26,1.28,1.66,7.54,0,42.32,5.34
V7_G1_P012,group_g1_volume,"G1 vol vp=50 vm=2.0 macd=False",2020,20200101-20210101,179,60.13,1.37,1.43,14.26,0,60.96,7.55
V7_G1_P012,group_g1_volume,"G1 vol vp=50 vm=2.0 macd=False",2021,20210101-20220101,224,117.39,1.96,1.54,12.02,0,117.39,13.29
V7_G1_P012,group_g1_volume,"G1 vol vp=50 vm=2.0 macd=False",2022,20220101-20230101,105,3.1,0.1,1.05,14.06,0,3.1,0.54
V7_G1_P012,group_g1_volume,"G1 vol vp=50 vm=2.0 macd=False",2023,20230101-20240101,190,112.27,1.82,1.66,15.12,0,112.27,10.9
V7_G1_P012,group_g1_volume,"G1 vol vp=50 vm=2.0 macd=False",2024,20240101-20250101,148,19.45,0.72,1.27,12.72,0,19.39,3.39
V7_G1_P012,group_g1_volume,"G1 vol vp=50 vm=2.0 macd=False",2025Q1,20250101-20260401,160,54.38,1.27,1.64,7.41,0,41.67,5.31
V7_G2_P011,group_g2_rsi,"G2 RSI p=21 max=80 macd=True",2020,20200101-20210101,172,56.64,1.3,1.42,10.49,0,57.42,7.27
V7_G2_P011,group_g2_rsi,"G2 RSI p=21 max=80 macd=True",2021,20210101-20220101,172,56.64,1.3,1.42,10.49,0,57.42,7.27
V7_G2_P011,group_g2_rsi,"G2 RSI p=21 max=80 macd=True",2022,20220101-20230101,103,11.28,0.33,1.18,12.69,0,11.28,1.87
V7_G2_P011,group_g2_rsi,"G2 RSI p=21 max=80 macd=True",2023,20230101-20240101,179,85.28,1.55,1.58,11.16,0,85.28,9.13
V7_G2_P011,group_g2_rsi,"G2 RSI p=21 max=80 macd=True",2024,20240101-20250101,155,32.49,1.18,1.46,15.82,0,32.38,5.83
V7_G2_P011,group_g2_rsi,"G2 RSI p=21 max=80 macd=True",2025Q1,20250101-20260401,170,48.15,1.16,1.52,10.27,0,37.06,4.77
V7_G13_P004,group_g13_compound_exit,"G13 di=True ema=True adx=False bars=16",2020,20200101-20210101,1104,1075.23,1.11,1.44,14.65,0,48.44,3.46
V7_G13_P004,group_g13_compound_exit,"G13 di=True ema=True adx=False bars=16",2021,20210101-20220101,1104,1075.23,1.11,1.44,14.65,0,48.44,3.46
V7_G13_P004,group_g13_compound_exit,"G13 di=True ema=True adx=False bars=16",2022,20220101-20230101,113,5.19,0.16,1.08,11.92,0,5.19,0.87
V7_G13_P004,group_g13_compound_exit,"G13 di=True ema=True adx=False bars=16",2023,20230101-20240101,202,82.1,1.46,1.48,14.06,0,82.1,8.61
V7_G13_P004,group_g13_compound_exit,"G13 di=True ema=True adx=False bars=16",2024,20240101-20250101,164,45.02,1.49,1.59,9.52,0,44.88,7.03
V7_G13_P004,group_g13_compound_exit,"G13 di=True ema=True adx=False bars=16",2025Q1,20250101-20260401,182,46.56,1.12,1.46,14.46,0,35.89,4.47
V7_G13_P007,group_g13_compound_exit,"G13 di=False ema=True adx=True bars=8",2020,20200101-20210101,1102,1194.19,1.16,1.47,14.05,0,50.75,3.56
V7_G13_P007,group_g13_compound_exit,"G13 di=False ema=True adx=True bars=8",2021,20210101-20220101,1102,1194.19,1.16,1.47,14.05,0,50.75,3.56
V7_G13_P007,group_g13_compound_exit,"G13 di=False ema=True adx=True bars=8",2022,20220101-20230101,113,4.41,0.14,1.07,12.16,0,4.41,0.78
V7_G13_P007,group_g13_compound_exit,"G13 di=False ema=True adx=True bars=8",2023,20230101-20240101,201,90.03,1.57,1.52,13.67,0,90.03,9.2
V7_G13_P007,group_g13_compound_exit,"G13 di=False ema=True adx=True bars=8",2024,20240101-20250101,201,90.03,1.57,1.52,13.67,0,90.03,9.2
V7_G13_P007,group_g13_compound_exit,"G13 di=False ema=True adx=True bars=8",2025Q1,20250101-20260401,201,90.03,1.57,1.52,13.67,0,90.03,9.2
V7_G13_P008,group_g13_compound_exit,"G13 di=False ema=True adx=True bars=16",2020,20200101-20210101,191,50.77,1.21,1.34,13.83,0,51.45,6.77
V7_G13_P008,group_g13_compound_exit,"G13 di=False ema=True adx=True bars=16",2021,20210101-20220101,252,93.91,1.76,1.42,10.22,0,93.91,12.41
V7_G13_P008,group_g13_compound_exit,"G13 di=False ema=True adx=True bars=16",2022,20220101-20230101,113,4.43,0.14,1.07,12.16,0,4.43,0.79
V7_G13_P008,group_g13_compound_exit,"G13 di=False ema=True adx=True bars=16",2023,20230101-20240101,201,90.03,1.57,1.52,13.67,0,90.03,9.2
V7_G13_P008,group_g13_compound_exit,"G13 di=False ema=True adx=True bars=16",2024,20240101-20250101,164,45.53,1.52,1.59,9.52,0,45.38,7.49
V7_G13_P008,group_g13_compound_exit,"G13 di=False ema=True adx=True bars=16",2025Q1,20250101-20260401,181,51.54,1.21,1.5,13.92,0,39.58,4.95
V7_G14_P004,group_g14_regime,"G14 half_lev adx=40",2020,20200101-20210101,178,64.52,1.73,1.59,14.15,0,65.43,8.13
V7_G14_P004,group_g14_regime,"G14 half_lev adx=40",2021,20210101-20220101,233,45.71,1.17,1.3,10.26,0,45.71,6.3
V7_G14_P004,group_g14_regime,"G14 half_lev adx=40",2022,20220101-20230101,109,5.6,0.17,1.1,8.15,0,5.6,0.91
V7_G14_P004,group_g14_regime,"G14 half_lev adx=40",2023,20230101-20240101,194,40.73,1.06,1.32,13.88,0,40.73,5.11
V7_G14_P004,group_g14_regime,"G14 half_lev adx=40",2024,20240101-20250101,154,15.61,0.68,1.26,14.61,0,15.57,2.64
V7_G14_P004,group_g14_regime,"G14 half_lev adx=40",2025Q1,20250101-20260401,169,43.19,1.21,1.59,11.61,0,33.38,4.6
V7_G14_P006,group_g14_regime,"G14 half_lev adx=45",2020,20200101-20210101,171,72.88,1.98,1.75,11.57,0,73.94,8.83
V7_G14_P006,group_g14_regime,"G14 half_lev adx=45",2021,20210101-20220101,233,62.83,1.54,1.41,8.36,0,62.83,8.42
V7_G14_P006,group_g14_regime,"G14 half_lev adx=45",2022,20220101-20230101,105,7.32,0.26,1.15,7.95,0,7.32,1.24
V7_G14_P006,group_g14_regime,"G14 half_lev adx=45",2023,20230101-20240101,105,7.32,0.26,1.15,7.95,0,7.32,1.24
V7_G14_P006,group_g14_regime,"G14 half_lev adx=45",2024,20240101-20250101,105,7.32,0.26,1.15,7.95,0,7.32,1.24
V7_G14_P006,group_g14_regime,"G14 half_lev adx=45",2025Q1,20250101-20260401,165,32.58,1.02,1.48,12.14,0,25.39,3.75
V7_H1_P001,group_h1_baseline,"H1 CryptoV11 baseline",2020,20200101-20210101,10,-4.06,-2.34,0.4,6.59,0,-38.64,-8.84
V7_H1_P001,group_h1_baseline,"H1 CryptoV11 baseline",2021,20210101-20220101,10,-4.06,-2.34,0.4,6.59,0,-38.64,-8.84
V7_H1_P001,group_h1_baseline,"H1 CryptoV11 baseline",2022,20220101-20230101,113,6.87,0.21,1.1,12.48,0,6.87,1.17
V7_H1_P001,group_h1_baseline,"H1 CryptoV11 baseline",2023,20230101-20240101,201,90.48,1.57,1.51,15.0,0,90.48,9.51
V7_H1_P001,group_h1_baseline,"H1 CryptoV11 baseline",2024,20240101-20250101,163,48.43,1.57,1.62,9.39,0,48.27,7.87
V7_H1_P001,group_h1_baseline,"H1 CryptoV11 baseline",2025Q1,20250101-20260401,178,59.3,1.33,1.58,10.88,0,45.28,5.59
