strategy,group,name,trades,avg_profit_pct,tot_profit_usdt,tot_profit_pct,sharpe,profit_factor,max_drawdown_pct,win_rate,cagr,sortino,params
V5_GA1_P022,group_a1_trailing,"GA1 trail 0.05/0.25",1139,0.5526,6294.172,629.42,1.05,1.35,12.80,33.5,37.51,3.43,"{""trailing_stop_positive"":0.05,""trailing_stop_positive_offset"":0.25}"
V5_GA1_P023,group_a1_trailing,"GA1 trail 0.05/0.3",1098,0.8081,8873,887.30,1.12,1.43,11.57,31.9,44.35,3.66,"{""trailing_stop_positive"":0.05,""trailing_stop_positive_offset"":0.3}"
V5_GA1_P024,group_a1_trailing,"GA1 trail 0.05/0.35",1068,0.8242,8802.472,880.25,1.08,1.43,12.67,30.8,44.18,3.71,"{""trailing_stop_positive"":0.05,""trailing_stop_positive_offset"":0.35}"
V5_GA1_P025,group_a1_trailing,"GA1 trail 0.05/0.4",1047,0.7868,8238.08,823.81,0.99,1.40,12.93,29.6,42.82,3.66,"{""trailing_stop_positive"":0.05,""trailing_stop_positive_offset"":0.4}"
V5_GA1_P026,group_a1_trailing,"GA1 trail 0.06/0.2",1182,0.2201,2601.312,260.13,0.80,1.22,14.23,35.6,22.80,2.98,"{""trailing_stop_positive"":0.06,""trailing_stop_positive_offset"":0.2}"
V5_GA1_P027,group_a1_trailing,"GA1 trail 0.06/0.25",1136,0.4428,5029.719,502.97,1.00,1.33,12.82,33.5,33.38,3.35,"{""trailing_stop_positive"":0.06,""trailing_stop_positive_offset"":0.25}"
V5_GA1_P028,group_a1_trailing,"GA1 trail 0.06/0.3",1096,0.6788,7439.525,743.95,1.07,1.40,11.70,31.9,40.76,3.60,"{""trailing_stop_positive"":0.06,""trailing_stop_positive_offset"":0.3}"
V5_GA1_P029,group_a1_trailing,"GA1 trail 0.06/0.35",1066,0.7003,7465.214,746.52,1.03,1.40,12.76,30.8,40.83,3.63,"{""trailing_stop_positive"":0.06,""trailing_stop_positive_offset"":0.35}"
V5_GA1_P030,group_a1_trailing,"GA1 trail 0.06/0.4",1046,0.7148,7476.927,747.69,0.98,1.39,12.92,29.6,40.86,3.64,"{""trailing_stop_positive"":0.06,""trailing_stop_positive_offset"":0.4}"
V5_GA2_P001,group_a2_stoploss,"GA2 sl=-0.06 stair=True",1105,0.2014,2225.484,222.55,0.66,1.23,27.02,24.3,20.65,5.08,"{""stoploss"":-0.06,""stair"":true}"
V5_GA2_P002,group_a2_stoploss,"GA2 sl=-0.06 stair=False",1103,0.1928,2126.905,212.69,0.64,1.22,27.39,24.5,20.05,5.00,"{""stoploss"":-0.06,""stair"":false}"
V5_GA2_P003,group_a2_stoploss,"GA2 sl=-0.07 stair=True",1096,0.3092,3388.964,338.90,0.84,1.29,23.50,26.6,26.76,4.69,"{""stoploss"":-0.07,""stair"":true}"
V5_GA2_P004,group_a2_stoploss,"GA2 sl=-0.07 stair=False",1091,0.2877,3138.76,313.88,0.79,1.27,24.64,26.9,25.57,4.32,"{""stoploss"":-0.07,""stair"":false}"
V5_GA2_P005,group_a2_stoploss,"GA2 sl=-0.08 stair=True",1096,0.5458,5981.95,598.19,1.01,1.37,18.53,28.7,36.55,4.47,"{""stoploss"":-0.08,""stair"":true}"
V5_GA2_P006,group_a2_stoploss,"GA2 sl=-0.08 stair=False",1089,0.5613,6112.747,611.27,0.98,1.35,11.83,29.9,36.96,4.18,"{""stoploss"":-0.08,""stair"":false}"
V5_GA2_P007,group_a2_stoploss,"GA2 sl=-0.09 stair=True",1098,0.8273,9083.876,908.39,1.11,1.43,11.11,30.4,44.84,3.99,"{""stoploss"":-0.09,""stair"":true}"
V5_GA2_P008,group_a2_stoploss,"GA2 sl=-0.09 stair=False",1090,0.8889,9689.029,968.90,1.06,1.40,13.45,32.1,46.20,3.60,"{""stoploss"":-0.09,""stair"":false}"
V5_GA2_P009,group_a2_stoploss,"GA2 sl=-0.1 stair=True",1098,1.2731,13978.329,1397.83,1.21,1.50,11.24,31.9,54.32,3.75,"{""stoploss"":-0.1,""stair"":true}"
V5_GA2_P010,group_a2_stoploss,"GA2 sl=-0.1 stair=False",1087,1.2324,13396.689,1339.67,1.09,1.42,14.11,33.8,53.34,3.25,"{""stoploss"":-0.1,""stair"":false}"
V5_GA2_P011,group_a2_stoploss,"GA2 sl=-0.12 stair=True",1102,1.1009,12131.552,1213.16,1.12,1.44,11.74,32.3,51.10,3.37,"{""stoploss"":-0.12,""stair"":true}"
V5_GA2_P012,group_a2_stoploss,"GA2 sl=-0.12 stair=False",1084,1.1329,12280.726,1228.07,0.97,1.35,17.58,35.2,51.37,2.65,"{""stoploss"":-0.12,""stair"":false}"
V5_GA2_P013,group_a2_stoploss,"GA2 sl=-0.15 stair=True",1105,1.1956,13211.47,1321.15,1.10,1.43,12.24,33.3,53.03,3.00,"{""stoploss"":-0.15,""stair"":true}"
V5_GA2_P014,group_a2_stoploss,"GA2 sl=-0.15 stair=False",1076,1.3743,14787.151,1478.72,0.92,1.33,19.63,37.3,55.63,2.17,"{""stoploss"":-0.15,""stair"":false}"
V5_GA3_P001,group_a3_tp_big,"GA3 TP_BIG=0.2",1113,0.6941,7725.219,772.52,1.15,1.40,11.70,34.4,41.52,3.52,"{""TP_BIG"":0.2}"
V5_GA3_P002,group_a3_tp_big,"GA3 TP_BIG=0.25",1098,1.2134,13322.644,1332.26,1.21,1.49,11.87,32.4,53.22,3.71,"{""TP_BIG"":0.25}"
V5_GA3_P003,group_a3_tp_big,"GA3 TP_BIG=0.3",1098,1.277,14021.318,1402.13,1.21,1.50,11.23,31.9,54.39,3.75,"{""TP_BIG"":0.3}"
V5_GA3_P004,group_a3_tp_big,"GA3 TP_BIG=0.35",1098,1.277,14021.318,1402.13,1.21,1.50,11.23,31.9,54.39,3.75,"{""TP_BIG"":0.35}"
V5_GA3_P005,group_a3_tp_big,"GA3 TP_BIG=0.4",1098,1.2731,13978.329,1397.83,1.21,1.50,11.24,31.9,54.32,3.75,"{""TP_BIG"":0.4}"
V5_GA3_P006,group_a3_tp_big,"GA3 TP_BIG=0.5",1098,1.2731,13978.329,1397.83,1.21,1.50,11.24,31.9,54.32,3.75,"{""TP_BIG"":0.5}"
V5_GA3_P007,group_a3_tp_big,"GA3 TP_BIG=0.6",1098,1.2731,13978.329,1397.83,1.21,1.50,11.24,31.9,54.32,3.75,"{""TP_BIG"":0.6}"
V5_GA3_P008,group_a3_tp_big,"GA3 TP_BIG=0.8",1098,1.2731,13978.329,1397.83,1.21,1.50,11.24,31.9,54.32,3.75,"{""TP_BIG"":0.8}"
V5_GA3_P009,group_a3_tp_big,"GA3 TP_BIG=1.0",1098,1.2731,13978.329,1397.83,1.21,1.50,11.24,31.9,54.32,3.75,"{""TP_BIG"":1.0}"
V5_GA3_P010,group_a3_tp_big,"GA3 TP_BIG=99.0",1098,1.2731,13978.329,1397.83,1.21,1.50,11.24,31.9,54.32,3.75,"{""TP_BIG"":99.0}"
V5_GA4_P001,group_a4_stair_fine,"GA4 stair 16/-0.04 32/-0.02",1130,0.8137,9194.358,919.44,1.12,1.43,9.78,28.0,45.09,4.01,"{""bars1"":16,""loss1"":-0.04,""bars2"":32,""loss2"":-0.02,""bars2_extra"":0}"
V5_GA4_P002,group_a4_stair_fine,"GA4 stair 16/-0.04 36/-0.02",1129,0.7979,9008.162,900.82,1.10,1.42,9.71,28.1,44.66,3.99,"{""bars1"":16,""loss1"":-0.04,""bars2"":36,""loss2"":-0.02,""bars2_extra"":4}"
V5_GA4_P003,group_a4_stair_fine,"GA4 stair 16/-0.05 32/-0.03",1119,0.7405,8286.046,828.60,1.04,1.39,12.43,29.0,42.94,3.80,"{""bars1"":16,""loss1"":-0.05,""bars2"":32,""loss2"":-0.03,""bars2_extra"":0}"
V5_GA4_P004,group_a4_stair_fine,"GA4 stair 16/-0.05 36/-0.03",1114,0.7891,8790.755,879.08,1.07,1.41,12.15,29.5,44.15,3.84,"{""bars1"":16,""loss1"":-0.05,""bars2"":36,""loss2"":-0.03,""bars2_extra"":4}"
V5_GA4_P005,group_a4_stair_fine,"GA4 stair 16/-0.06 32/-0.04",1106,0.9662,10686.634,1068.66,1.13,1.44,13.48,30.7,48.30,3.77,"{""bars1"":16,""loss1"":-0.06,""bars2"":32,""loss2"":-0.04,""bars2_extra"":0}"
V5_GA4_P006,group_a4_stair_fine,"GA4 stair 16/-0.06 36/-0.04",1101,1.1033,12146.967,1214.70,1.19,1.49,11.51,31.2,51.13,3.87,"{""bars1"":16,""loss1"":-0.06,""bars2"":36,""loss2"":-0.04,""bars2_extra"":4}"
V5_GA4_P007,group_a4_stair_fine,"GA4 stair 18/-0.04 36/-0.02",1125,0.7492,8428.306,842.83,1.08,1.42,10.75,28.2,43.28,3.85,"{""bars1"":18,""loss1"":-0.04,""bars2"":36,""loss2"":-0.02,""bars2_extra"":0}"
V5_GA4_P008,group_a4_stair_fine,"GA4 stair 18/-0.04 40/-0.02",1121,0.7863,8814.691,881.47,1.09,1.42,10.96,28.5,44.21,3.85,"{""bars1"":18,""loss1"":-0.04,""bars2"":40,""loss2"":-0.02,""bars2_extra"":4}"
V5_GA4_P009,group_a4_stair_fine,"GA4 stair 18/-0.05 36/-0.03",1111,0.8147,9050.914,905.09,1.07,1.41,12.81,29.8,44.76,3.73,"{""bars1"":18,""loss1"":-0.05,""bars2"":36,""loss2"":-0.03,""bars2_extra"":0}"
V5_GA4_P010,group_a4_stair_fine,"GA4 stair 18/-0.05 40/-0.03",1110,0.8176,9075.821,907.58,1.08,1.41,13.10,30.0,44.82,3.73,"{""bars1"":18,""loss1"":-0.05,""bars2"":40,""loss2"":-0.03,""bars2_extra"":4}"
V5_GA4_P011,group_a4_stair_fine,"GA4 stair 18/-0.06 36/-0.04",1101,1.1072,12190.049,1219.00,1.18,1.48,11.87,31.3,51.21,3.81,"{""bars1"":18,""loss1"":-0.06,""bars2"":36,""loss2"":-0.04,""bars2_extra"":0}"
V5_GA4_P012,group_a4_stair_fine,"GA4 stair 18/-0.06 40/-0.04",1101,1.2365,13614.153,1361.42,1.21,1.50,10.63,31.7,53.71,3.83,"{""bars1"":18,""loss1"":-0.06,""bars2"":40,""loss2"":-0.04,""bars2_extra"":4}"
V5_GA4_P013,group_a4_stair_fine,"GA4 stair 20/-0.04 40/-0.02",1118,0.8221,9191.138,919.11,1.09,1.42,12.13,28.8,45.08,3.75,"{""bars1"":20,""loss1"":-0.04,""bars2"":40,""loss2"":-0.02,""bars2_extra"":0}"
V5_GA4_P014,group_a4_stair_fine,"GA4 stair 20/-0.04 44/-0.02",1118,0.7909,8841.805,884.18,1.07,1.41,12.14,28.8,44.27,3.70,"{""bars1"":20,""loss1"":-0.04,""bars2"":44,""loss2"":-0.02,""bars2_extra"":4}"
V5_GA4_P015,group_a4_stair_fine,"GA4 stair 20/-0.05 40/-0.03",1108,0.8909,9871.549,987.15,1.10,1.43,14.13,30.2,46.59,3.68,"{""bars1"":20,""loss1"":-0.05,""bars2"":40,""loss2"":-0.03,""bars2_extra"":0}"
V5_GA4_P016,group_a4_stair_fine,"GA4 stair 20/-0.05 44/-0.03",1108,0.8851,9806.902,980.69,1.08,1.41,14.14,30.3,46.45,3.65,"{""bars1"":20,""loss1"":-0.05,""bars2"":44,""loss2"":-0.03,""bars2_extra"":4}"
V5_GA4_P017,group_a4_stair_fine,"GA4 stair 20/-0.06 40/-0.04",1098,1.2731,13978.329,1397.83,1.21,1.50,11.24,31.9,54.32,3.75,"{""bars1"":20,""loss1"":-0.06,""bars2"":40,""loss2"":-0.04,""bars2_extra"":0}"
V5_GA4_P018,group_a4_stair_fine,"GA4 stair 20/-0.06 44/-0.04",1098,1.2996,14269.741,1426.97,1.20,1.49,11.27,32.0,54.80,3.75,"{""bars1"":20,""loss1"":-0.06,""bars2"":44,""loss2"":-0.04,""bars2_extra"":4}"
V5_GA4_P019,group_a4_stair_fine,"GA4 stair 22/-0.04 44/-0.02",1114,0.7822,8713.894,871.39,1.06,1.40,12.79,29.1,43.97,3.57,"{""bars1"":22,""loss1"":-0.04,""bars2"":44,""loss2"":-0.02,""bars2_extra"":0}"
V5_GA4_P020,group_a4_stair_fine,"GA4 stair 22/-0.04 48/-0.02",1112,0.8157,9070.116,907.01,1.08,1.42,13.03,29.5,44.81,3.68,"{""bars1"":22,""loss1"":-0.04,""bars2"":48,""loss2"":-0.02,""bars2_extra"":4}"
V5_GA4_P021,group_a4_stair_fine,"GA4 stair 22/-0.05 44/-0.03",1106,0.8618,9531.657,953.17,1.07,1.41,14.09,30.5,45.85,3.58,"{""bars1"":22,""loss1"":-0.05,""bars2"":44,""loss2"":-0.03,""bars2_extra"":0}"
V5_GA4_P022,group_a4_stair_fine,"GA4 stair 22/-0.05 48/-0.03",1105,0.8373,9251.681,925.17,1.05,1.40,14.10,30.5,45.22,3.57,"{""bars1"":22,""loss1"":-0.05,""bars2"":48,""loss2"":-0.03,""bars2_extra"":4}"
V5_GA4_P023,group_a4_stair_fine,"GA4 stair 22/-0.06 44/-0.04",1096,1.2679,13895.98,1389.60,1.18,1.49,11.54,32.0,54.18,3.65,"{""bars1"":22,""loss1"":-0.06,""bars2"":44,""loss2"":-0.04,""bars2_extra"":0}"
V5_GA4_P024,group_a4_stair_fine,"GA4 stair 22/-0.06 48/-0.04",1096,1.2809,14038.675,1403.87,1.17,1.48,11.87,32.1,54.42,3.62,"{""bars1"":22,""loss1"":-0.06,""bars2"":48,""loss2"":-0.04,""bars2_extra"":4}"
V5_GA5_P001,group_a5_max_bars,"GA5 MAX_BARS=32 timeout=-0.02",1140,0.4976,5672.897,567.29,0.92,1.32,14.90,33.9,35.56,3.02,"{""MAX_BARS"":32,""TIMEOUT_LOSS_THRESHOLD"":-0.02}"
V5_GA5_P002,group_a5_max_bars,"GA5 MAX_BARS=32 timeout=-0.03",1139,0.4829,5500.438,550.04,0.89,1.30,15.22,35.1,34.99,3.06,"{""MAX_BARS"":32,""TIMEOUT_LOSS_THRESHOLD"":-0.03}"
V5_GA5_P003,group_a5_max_bars,"GA5 MAX_BARS=40 timeout=-0.02",1120,0.8036,9000.215,900.02,1.06,1.40,12.62,33.2,44.64,3.33,"{""MAX_BARS"":40,""TIMEOUT_LOSS_THRESHOLD"":-0.02}"
V5_GA5_P004,group_a5_max_bars,"GA5 MAX_BARS=40 timeout=-0.03",1117,0.8588,9593.018,959.30,1.08,1.40,11.49,34.3,45.99,3.45,"{""MAX_BARS"":40,""TIMEOUT_LOSS_THRESHOLD"":-0.03}"
V5_GA5_P005,group_a5_max_bars,"GA5 MAX_BARS=48 timeout=-0.02",1110,1.0523,11681.012,1168.10,1.12,1.44,11.64,32.7,50.26,3.43,"{""MAX_BARS"":48,""TIMEOUT_LOSS_THRESHOLD"":-0.02}"
V5_GA5_P006,group_a5_max_bars,"GA5 MAX_BARS=48 timeout=-0.03",1108,1.0082,11170.652,1117.07,1.10,1.42,11.90,33.4,49.27,3.45,"{""MAX_BARS"":48,""TIMEOUT_LOSS_THRESHOLD"":-0.03}"
V5_GA5_P007,group_a5_max_bars,"GA5 MAX_BARS=56 timeout=-0.02",1102,1.0811,11914.032,1191.40,1.17,1.46,11.40,31.7,50.70,3.69,"{""MAX_BARS"":56,""TIMEOUT_LOSS_THRESHOLD"":-0.02}"
V5_GA5_P008,group_a5_max_bars,"GA5 MAX_BARS=56 timeout=-0.03",1100,1.0886,11974.302,1197.43,1.16,1.46,11.71,32.5,50.81,3.71,"{""MAX_BARS"":56,""TIMEOUT_LOSS_THRESHOLD"":-0.03}"
V5_GA5_P009,group_a5_max_bars,"GA5 MAX_BARS=64 timeout=-0.02",1098,1.2731,13978.329,1397.83,1.21,1.50,11.24,31.9,54.32,3.75,"{""MAX_BARS"":64,""TIMEOUT_LOSS_THRESHOLD"":-0.02}"
V5_GA5_P010,group_a5_max_bars,"GA5 MAX_BARS=64 timeout=-0.03",1096,1.193,13075.363,1307.54,1.19,1.48,11.32,32.3,52.79,3.77,"{""MAX_BARS"":64,""TIMEOUT_LOSS_THRESHOLD"":-0.03}"
V5_GA5_P011,group_a5_max_bars,"GA5 MAX_BARS=80 timeout=-0.02",1093,1.1047,12074.064,1207.41,1.14,1.46,11.30,30.6,50.99,3.71,"{""MAX_BARS"":80,""TIMEOUT_LOSS_THRESHOLD"":-0.02}"
V5_GA5_P012,group_a5_max_bars,"GA5 MAX_BARS=80 timeout=-0.03",1092,1.1179,12207.404,1220.74,1.17,1.47,12.00,31.0,51.24,3.86,"{""MAX_BARS"":80,""TIMEOUT_LOSS_THRESHOLD"":-0.03}"
V5_GA5_P013,group_a5_max_bars,"GA5 MAX_BARS=96 timeout=-0.02",1087,1.1511,12512.628,1251.26,1.15,1.47,10.55,29.4,51.79,3.83,"{""MAX_BARS"":96,""TIMEOUT_LOSS_THRESHOLD"":-0.02}"
V5_GA5_P014,group_a5_max_bars,"GA5 MAX_BARS=96 timeout=-0.03",1087,1.1425,12418.54,1241.85,1.15,1.46,11.15,29.8,51.62,3.90,"{""MAX_BARS"":96,""TIMEOUT_LOSS_THRESHOLD"":-0.03}"
V5_GA5_P015,group_a5_max_bars,"GA5 MAX_BARS=128 timeout=-0.02",0,0,0,0,0,0,0,0,0,0,"{""MAX_BARS"":128,""TIMEOUT_LOSS_THRESHOLD"":-0.02}"
V5_GA5_P016,group_a5_max_bars,"GA5 MAX_BARS=128 timeout=-0.03",0,0,0,0,0,0,0,0,0,0,"{""MAX_BARS"":128,""TIMEOUT_LOSS_THRESHOLD"":-0.03}"
V5_GA5_P017,group_a5_max_bars,"GA5 MAX_BARS=144 timeout=-0.02",0,0,0,0,0,0,0,0,0,0,"{""MAX_BARS"":144,""TIMEOUT_LOSS_THRESHOLD"":-0.02}"
V5_GA5_P018,group_a5_max_bars,"GA5 MAX_BARS=144 timeout=-0.03",0,0,0,0,0,0,0,0,0,0,"{""MAX_BARS"":144,""TIMEOUT_LOSS_THRESHOLD"":-0.03}"
V5_GA5_P019,group_a5_max_bars,"GA5 MAX_BARS=160 timeout=-0.02",0,0,0,0,0,0,0,0,0,0,"{""MAX_BARS"":160,""TIMEOUT_LOSS_THRESHOLD"":-0.02}"
V5_GA5_P020,group_a5_max_bars,"GA5 MAX_BARS=160 timeout=-0.03",0,0,0,0,0,0,0,0,0,0,"{""MAX_BARS"":160,""TIMEOUT_LOSS_THRESHOLD"":-0.03}"
V5_GA5_P021,group_a5_max_bars,"GA5 MAX_BARS=64 timeout=-0.025",0,0,0,0,0,0,0,0,0,0,"{""MAX_BARS"":64,""TIMEOUT_LOSS_THRESHOLD"":-0.025,""note"":""timeout_mid""}"
V5_GB1_P001,group_b1_macd_grid,"GB1 MACD 6/15/5",0,0,0,0,0,0,0,0,0,0,"{""MACD_FAST"":6,""MACD_SLOW"":15,""MACD_SIGNAL"":5}"
V5_GB1_P002,group_b1_macd_grid,"GB1 MACD 6/15/7",0,0,0,0,0,0,0,0,0,0,"{""MACD_FAST"":6,""MACD_SLOW"":15,""MACD_SIGNAL"":7}"
V5_GB1_P003,group_b1_macd_grid,"GB1 MACD 6/15/9",0,0,0,0,0,0,0,0,0,0,"{""MACD_FAST"":6,""MACD_SLOW"":15,""MACD_SIGNAL"":9}"
V5_GB1_P004,group_b1_macd_grid,"GB1 MACD 6/17/5",0,0,0,0,0,0,0,0,0,0,"{""MACD_FAST"":6,""MACD_SLOW"":17,""MACD_SIGNAL"":5}"
V5_GB1_P005,group_b1_macd_grid,"GB1 MACD 6/17/7",0,0,0,0,0,0,0,0,0,0,"{""MACD_FAST"":6,""MACD_SLOW"":17,""MACD_SIGNAL"":7}"
V5_GB1_P006,group_b1_macd_grid,"GB1 MACD 6/17/9",0,0,0,0,0,0,0,0,0,0,"{""MACD_FAST"":6,""MACD_SLOW"":17,""MACD_SIGNAL"":9}"
V5_GB1_P007,group_b1_macd_grid,"GB1 MACD 6/21/5",0,0,0,0,0,0,0,0,0,0,"{""MACD_FAST"":6,""MACD_SLOW"":21,""MACD_SIGNAL"":5}"
V5_GB1_P008,group_b1_macd_grid,"GB1 MACD 6/21/7",0,0,0,0,0,0,0,0,0,0,"{""MACD_FAST"":6,""MACD_SLOW"":21,""MACD_SIGNAL"":7}"
V5_GB1_P009,group_b1_macd_grid,"GB1 MACD 6/21/9",0,0,0,0,0,0,0,0,0,0,"{""MACD_FAST"":6,""MACD_SLOW"":21,""MACD_SIGNAL"":9}"
V5_GB1_P010,group_b1_macd_grid,"GB1 MACD 6/26/5",0,0,0,0,0,0,0,0,0,0,"{""MACD_FAST"":6,""MACD_SLOW"":26,""MACD_SIGNAL"":5}"
V5_GB1_P011,group_b1_macd_grid,"GB1 MACD 6/26/7",0,0,0,0,0,0,0,0,0,0,"{""MACD_FAST"":6,""MACD_SLOW"":26,""MACD_SIGNAL"":7}"
V5_GB1_P012,group_b1_macd_grid,"GB1 MACD 6/26/9",0,0,0,0,0,0,0,0,0,0,"{""MACD_FAST"":6,""MACD_SLOW"":26,""MACD_SIGNAL"":9}"
V5_GB1_P013,group_b1_macd_grid,"GB1 MACD 8/15/5",0,0,0,0,0,0,0,0,0,0,"{""MACD_FAST"":8,""MACD_SLOW"":15,""MACD_SIGNAL"":5}"
V5_GB1_P014,group_b1_macd_grid,"GB1 MACD 8/15/7",0,0,0,0,0,0,0,0,0,0,"{""MACD_FAST"":8,""MACD_SLOW"":15,""MACD_SIGNAL"":7}"
V5_GB1_P015,group_b1_macd_grid,"GB1 MACD 8/15/9",0,0,0,0,0,0,0,0,0,0,"{""MACD_FAST"":8,""MACD_SLOW"":15,""MACD_SIGNAL"":9}"
V5_GB1_P016,group_b1_macd_grid,"GB1 MACD 8/17/5",0,0,0,0,0,0,0,0,0,0,"{""MACD_FAST"":8,""MACD_SLOW"":17,""MACD_SIGNAL"":5}"
V5_GB1_P017,group_b1_macd_grid,"GB1 MACD 8/17/7",0,0,0,0,0,0,0,0,0,0,"{""MACD_FAST"":8,""MACD_SLOW"":17,""MACD_SIGNAL"":7}"
V5_GB1_P018,group_b1_macd_grid,"GB1 MACD 8/17/9",0,0,0,0,0,0,0,0,0,0,"{""MACD_FAST"":8,""MACD_SLOW"":17,""MACD_SIGNAL"":9}"
V5_GB1_P019,group_b1_macd_grid,"GB1 MACD 8/21/5",0,0,0,0,0,0,0,0,0,0,"{""MACD_FAST"":8,""MACD_SLOW"":21,""MACD_SIGNAL"":5}"
V5_GB1_P020,group_b1_macd_grid,"GB1 MACD 8/21/7",0,0,0,0,0,0,0,0,0,0,"{""MACD_FAST"":8,""MACD_SLOW"":21,""MACD_SIGNAL"":7}"
V5_GB1_P021,group_b1_macd_grid,"GB1 MACD 8/21/9",0,0,0,0,0,0,0,0,0,0,"{""MACD_FAST"":8,""MACD_SLOW"":21,""MACD_SIGNAL"":9}"
