strategy,group,name,window,phase,timerange,trades,tot_profit_pct,sharpe,profit_factor,max_drawdown_pct,cagr,sortino
V4_G2_P002,group2_macd,"G2 MACD f8s21sig5 hist_pos stair=False",W2,test,20240101-20250101,160,34.35,1.10,1.38,1,34.24,4.80
V4_G2_P002,group2_macd,"G2 MACD f8s21sig5 hist_pos stair=False",W2,test,20240101-20250101,160,34.35,1.10,1.38,10.51,34.24,4.80
V4_G2_P002,group2_macd,"G2 MACD f8s21sig5 hist_pos stair=False",W3,train,20220101-20250101,475,151.98,0.92,1.34,5,36.04,4.22
V4_G2_P002,group2_macd,"G2 MACD f8s21sig5 hist_pos stair=False",W3,train,20220101-20250101,475,151.98,0.92,1.34,19.35,36.04,4.22
V4_G2_P002,group2_macd,"G2 MACD f8s21sig5 hist_pos stair=False",W3,test,20250101-20260401,176,43.94,1.01,1.41,14.85,33.94,3.81
V4_G2_P002,group2_macd,"G2 MACD f8s21sig5 hist_pos stair=False",W3,test,20250101-20260401,176,43.94,1.01,1.41,5,33.94,3.81
V4_G2_P003,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=True",W1,train,20200101-20230101,567,231.81,0.98,1.30,5,49.37,4.63
V4_G2_P003,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=True",W1,train,20200101-20230101,567,231.81,0.98,1.30,12.85,49.37,4.63
V4_G2_P003,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=True",W1,test,20230101-20240101,203,80.36,1.47,1.47,4,80.36,8.75
V4_G2_P003,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=True",W1,test,20230101-20240101,203,80.36,1.47,1.47,17.74,80.36,8.75
V4_G2_P003,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=True",W2,train,20210101-20240101,575,269.17,1.11,1.37,17.69,54.55,5.44
V4_G2_P003,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=True",W2,train,20210101-20240101,575,269.17,1.11,1.37,9,54.55,5.44
V4_G2_P003,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=True",W2,test,20240101-20250101,160,40.06,1.35,1.52,2,39.93,6.64
V4_G2_P003,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=True",W2,test,20240101-20250101,160,40.06,1.35,1.52,9.52,39.93,6.64
V4_G2_P003,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=True",W3,train,20220101-20250101,479,161.61,1.05,1.42,3,37.75,5.28
V4_G2_P003,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=True",W3,train,20220101-20250101,479,161.61,1.05,1.42,17.73,37.75,5.28
V4_G2_P003,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=True",W3,test,20250101-20260401,176,54.91,1.26,1.55,12.92,42.07,5.30
V4_G2_P003,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=True",W3,test,20250101-20260401,176,54.91,1.26,1.55,2,42.07,5.30
V4_G2_P004,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=False",W1,train,20200101-20230101,559,289.46,1.05,1.33,13.30,57.59,4.56
V4_G2_P004,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=False",W1,train,20200101-20230101,559,289.46,1.05,1.33,0,57.59,4.56
V4_G2_P004,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=False",W1,test,20230101-20240101,202,61.75,1.16,1.34,8,61.75,6.91
V4_G2_P004,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=False",W1,test,20230101-20240101,202,61.75,1.16,1.34,21.88,61.75,6.91
V4_G2_P004,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=False",W2,train,20210101-20240101,567,249.75,0.99,1.32,6,51.79,4.63
V4_G2_P004,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=False",W2,train,20210101-20240101,567,249.75,0.99,1.32,21.96,51.79,4.63
V4_G2_P004,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=False",W2,test,20240101-20250101,159,35.77,1.14,1.41,1,35.66,5.00
V4_G2_P004,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=False",W2,test,20240101-20250101,159,35.77,1.14,1.41,10.51,35.66,5.00
V4_G2_P004,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=False",W3,train,20220101-20250101,473,139.45,0.89,1.33,21.97,33.75,4.12
V4_G2_P004,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=False",W3,train,20220101-20250101,473,139.45,0.89,1.33,7,33.75,4.12
V4_G2_P004,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=False",W3,test,20250101-20260401,174,45.80,1.05,1.44,5,35.32,3.99
V4_G2_P004,group2_macd,"G2 MACD f8s21sig5 hist_rise stair=False",W3,test,20250101-20260401,174,45.80,1.05,1.44,14.85,35.32,3.99
V4_G2_P005,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=True",W1,train,20200101-20230101,570,246.28,1.00,1.31,6,51.52,4.64
V4_G2_P005,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=True",W1,train,20200101-20230101,570,246.28,1.00,1.31,12.86,51.52,4.64
V4_G2_P005,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=True",W1,test,20230101-20240101,206,89.65,1.58,1.51,3,89.65,9.45
V4_G2_P005,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=True",W1,test,20230101-20240101,206,89.65,1.58,1.51,17.03,89.65,9.45
V4_G2_P005,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=True",W2,train,20210101-20240101,580,308.62,1.18,1.40,7,59.87,5.71
V4_G2_P005,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=True",W2,train,20210101-20240101,580,308.62,1.18,1.40,17.07,59.87,5.71
V4_G2_P005,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=True",W2,test,20240101-20250101,161,38.93,1.32,1.50,2,38.81,6.52
V4_G2_P005,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=True",W2,test,20240101-20250101,161,38.93,1.32,1.50,9.52,38.81,6.52
V4_G2_P005,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=True",W3,train,20220101-20250101,484,170.57,1.08,1.42,1,39.30,5.35
V4_G2_P005,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=True",W3,train,20220101-20250101,484,170.57,1.08,1.42,17.11,39.30,5.35
V4_G2_P005,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=True",W3,test,20250101-20260401,178,52.91,1.21,1.52,12.93,40.59,5.07
V4_G2_P005,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=True",W3,test,20250101-20260401,178,52.91,1.21,1.52,3,40.59,5.07
V4_G2_P006,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=False",W1,train,20200101-20230101,562,306.50,1.07,1.34,0,59.87,4.55
V4_G2_P006,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=False",W1,train,20200101-20230101,562,306.50,1.07,1.34,13.30,59.87,4.55
V4_G2_P006,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=False",W1,test,20230101-20240101,205,69.67,1.26,1.38,0,69.67,7.60
V4_G2_P006,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=False",W1,test,20230101-20240101,205,69.67,1.26,1.38,20.40,69.67,7.60
V4_G2_P006,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=False",W2,train,20210101-20240101,572,287.17,1.05,1.34,0,57.02,4.87
V4_G2_P006,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=False",W2,train,20210101-20240101,572,287.17,1.05,1.34,20.40,57.02,4.87
V4_G2_P006,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=False",W2,test,20240101-20250101,160,33.94,1.09,1.38,1,33.83,4.75
V4_G2_P006,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=False",W2,test,20240101-20250101,160,33.94,1.09,1.38,10.51,33.83,4.75
V4_G2_P006,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=False",W3,train,20220101-20250101,478,147.06,0.91,1.34,4,35.15,4.15
V4_G2_P006,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=False",W3,train,20220101-20250101,478,147.06,0.91,1.34,20.34,35.15,4.15
V4_G2_P006,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=False",W3,test,20250101-20260401,176,43.94,1.01,1.41,5,33.94,3.81
V4_G2_P006,group2_macd,"G2 MACD f8s21sig5 macd_pos stair=False",W3,test,20250101-20260401,176,43.94,1.01,1.41,14.85,33.94,3.81
V4_G2_P007,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=True",W1,train,20200101-20230101,567,231.81,0.98,1.30,12.85,49.37,4.63
V4_G2_P007,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=True",W1,train,20200101-20230101,567,231.81,0.98,1.30,5,49.37,4.63
V4_G2_P007,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=True",W1,test,20230101-20240101,204,91.94,1.60,1.52,8,91.94,9.57
V4_G2_P007,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=True",W1,test,20230101-20240101,204,91.94,1.60,1.52,15.98,91.94,9.57
V4_G2_P007,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=True",W2,train,20210101-20240101,576,292.71,1.16,1.40,2,57.77,5.65
V4_G2_P007,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=True",W2,train,20210101-20240101,576,292.71,1.16,1.40,15.92,57.77,5.65
V4_G2_P007,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=True",W2,test,20240101-20250101,161,39.34,1.33,1.51,2,39.22,6.57
V4_G2_P007,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=True",W2,test,20240101-20250101,161,39.34,1.33,1.51,9.52,39.22,6.57
V4_G2_P007,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=True",W3,train,20220101-20250101,481,177.55,1.10,1.44,7,40.49,5.44
V4_G2_P007,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=True",W3,train,20220101-20250101,481,177.55,1.10,1.44,15.97,40.49,5.44
V4_G2_P007,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=True",W3,test,20250101-20260401,178,52.91,1.21,1.52,3,40.59,5.07
V4_G2_P007,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=True",W3,test,20250101-20260401,178,52.91,1.21,1.52,12.93,40.59,5.07
V4_G2_P008,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=False",W1,train,20200101-20230101,559,289.46,1.05,1.33,0,57.59,4.56
V4_G2_P008,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=False",W1,train,20200101-20230101,559,289.46,1.05,1.33,13.30,57.59,4.56
V4_G2_P008,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=False",W1,test,20230101-20240101,203,72.09,1.29,1.39,7,72.09,7.82
V4_G2_P008,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=False",W1,test,20230101-20240101,203,72.09,1.29,1.39,19.27,72.09,7.82
V4_G2_P008,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=False",W2,train,20210101-20240101,568,272.12,1.04,1.34,2,54.96,4.84
V4_G2_P008,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=False",W2,train,20210101-20240101,568,272.12,1.04,1.34,19.32,54.96,4.84
V4_G2_P008,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=False",W2,test,20240101-20250101,160,34.35,1.10,1.38,10.51,34.24,4.80
V4_G2_P008,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=False",W2,test,20240101-20250101,160,34.35,1.10,1.38,1,34.24,4.80
V4_G2_P008,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=False",W3,train,20220101-20250101,475,151.98,0.92,1.34,5,36.04,4.22
V4_G2_P008,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=False",W3,train,20220101-20250101,475,151.98,0.92,1.34,19.35,36.04,4.22
V4_G2_P008,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=False",W3,test,20250101-20260401,176,43.94,1.01,1.41,14.85,33.94,3.81
V4_G2_P008,group2_macd,"G2 MACD f8s21sig5 macd_sig_hist stair=False",W3,test,20250101-20260401,176,43.94,1.01,1.41,5,33.94,3.81
V4_G2_P011,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=True",W1,train,20200101-20230101,556,247.08,1.02,1.33,11.93,51.64,4.70
V4_G2_P011,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=True",W1,train,20200101-20230101,556,247.08,1.02,1.33,3,51.64,4.70
V4_G2_P011,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=True",W1,test,20230101-20240101,202,88.89,1.55,1.51,15.80,88.89,9.31
V4_G2_P011,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=True",W1,test,20230101-20240101,202,88.89,1.55,1.51,0,88.89,9.31
V4_G2_P011,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=True",W2,train,20210101-20240101,566,321.08,1.18,1.42,15.80,61.48,5.65
V4_G2_P011,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=True",W2,train,20210101-20240101,566,321.08,1.18,1.42,0,61.48,5.65
V4_G2_P011,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=True",W2,test,20240101-20250101,160,33.72,1.17,1.43,9.52,33.61,5.72
V4_G2_P011,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=True",W2,test,20240101-20250101,160,33.72,1.17,1.43,2,33.61,5.72
V4_G2_P011,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=True",W3,train,20220101-20250101,474,161.66,1.02,1.40,15.79,37.76,5.03
V4_G2_P011,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=True",W3,train,20220101-20250101,474,161.66,1.02,1.40,9,37.76,5.03
V4_G2_P011,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=True",W3,test,20250101-20260401,176,55.35,1.26,1.56,11.96,42.39,5.29
V4_G2_P011,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=True",W3,test,20250101-20260401,176,55.35,1.26,1.56,6,42.39,5.29
V4_G2_P012,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=False",W1,train,20200101-20230101,548,311.32,1.09,1.36,8,60.50,4.60
V4_G2_P012,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=False",W1,train,20200101-20230101,548,311.32,1.09,1.36,12.38,60.50,4.60
V4_G2_P012,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=False",W1,test,20230101-20240101,201,68.86,1.24,1.37,19.31,68.86,7.49
V4_G2_P012,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=False",W1,test,20230101-20240101,201,68.86,1.24,1.37,1,68.86,7.49
V4_G2_P012,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=False",W2,train,20210101-20240101,558,299.49,1.06,1.36,19.32,58.67,4.81
V4_G2_P012,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=False",W2,train,20210101-20240101,558,299.49,1.06,1.36,2,58.67,4.81
V4_G2_P012,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=False",W2,test,20240101-20250101,159,29.25,0.95,1.33,10.49,29.16,4.17
V4_G2_P012,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=False",W2,test,20240101-20250101,159,29.25,0.95,1.33,9,29.16,4.17
V4_G2_P012,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=False",W3,train,20220101-20250101,468,138.38,0.85,1.32,19.30,33.55,3.91
V4_G2_P012,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=False",W3,train,20220101-20250101,468,138.38,0.85,1.32,0,33.55,3.91
V4_G2_P012,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=False",W3,test,20250101-20260401,174,45.82,1.04,1.44,14.09,35.34,3.92
V4_G2_P012,group2_macd,"G2 MACD f12s26sig9 hist_rise stair=False",W3,test,20250101-20260401,174,45.82,1.04,1.44,9,35.34,3.92
V4_G2_P013,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=True",W1,train,20200101-20230101,570,246.28,1.00,1.31,6,51.52,4.64
V4_G2_P013,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=True",W1,train,20200101-20230101,570,246.28,1.00,1.31,12.86,51.52,4.64
V4_G2_P013,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=True",W1,test,20230101-20240101,206,89.65,1.58,1.51,3,89.65,9.45
V4_G2_P013,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=True",W1,test,20230101-20240101,206,89.65,1.58,1.51,17.03,89.65,9.45
V4_G2_P013,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=True",W2,train,20210101-20240101,580,308.62,1.18,1.40,17.07,59.87,5.71
V4_G2_P013,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=True",W2,train,20210101-20240101,580,308.62,1.18,1.40,7,59.87,5.71
V4_G2_P013,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=True",W2,test,20240101-20250101,161,38.93,1.32,1.50,9.52,38.81,6.52
V4_G2_P013,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=True",W2,test,20240101-20250101,161,38.93,1.32,1.50,2,38.81,6.52
V4_G2_P013,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=True",W3,train,20220101-20250101,484,170.57,1.08,1.42,17.11,39.30,5.35
V4_G2_P013,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=True",W3,train,20220101-20250101,484,170.57,1.08,1.42,1,39.30,5.35
V4_G2_P013,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=True",W3,test,20250101-20260401,178,52.91,1.21,1.52,3,40.59,5.07
V4_G2_P013,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=True",W3,test,20250101-20260401,178,52.91,1.21,1.52,12.93,40.59,5.07
V4_G2_P014,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=False",W1,train,20200101-20230101,562,306.50,1.07,1.34,13.30,59.87,4.55
V4_G2_P014,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=False",W1,train,20200101-20230101,562,306.50,1.07,1.34,0,59.87,4.55
V4_G2_P014,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=False",W1,test,20230101-20240101,205,69.67,1.26,1.38,20.40,69.67,7.60
V4_G2_P014,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=False",W1,test,20230101-20240101,205,69.67,1.26,1.38,0,69.67,7.60
V4_G2_P014,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=False",W2,train,20210101-20240101,572,287.17,1.05,1.34,20.40,57.02,4.87
V4_G2_P014,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=False",W2,train,20210101-20240101,572,287.17,1.05,1.34,0,57.02,4.87
V4_G2_P014,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=False",W2,test,20240101-20250101,160,33.94,1.09,1.38,10.51,33.83,4.75
V4_G2_P014,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=False",W2,test,20240101-20250101,160,33.94,1.09,1.38,1,33.83,4.75
V4_G2_P014,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=False",W3,train,20220101-20250101,478,147.06,0.91,1.34,4,35.15,4.15
V4_G2_P014,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=False",W3,train,20220101-20250101,478,147.06,0.91,1.34,20.34,35.15,4.15
V4_G2_P014,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=False",W3,test,20250101-20260401,176,43.94,1.01,1.41,5,33.94,3.81
V4_G2_P014,group2_macd,"G2 MACD f12s26sig9 macd_pos stair=False",W3,test,20250101-20260401,176,43.94,1.01,1.41,14.85,33.94,3.81
V4_G2_P009,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=True",W1,train,20200101-20230101,556,247.08,1.02,1.33,3,51.64,4.70
V4_G2_P009,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=True",W1,train,20200101-20230101,556,247.08,1.02,1.33,11.93,51.64,4.70
V4_G2_P009,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=True",W1,test,20230101-20240101,202,88.89,1.55,1.51,0,88.89,9.31
V4_G2_P009,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=True",W1,test,20230101-20240101,202,88.89,1.55,1.51,15.80,88.89,9.31
V4_G2_P009,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=True",W2,train,20210101-20240101,566,321.08,1.18,1.42,15.80,61.48,5.65
V4_G2_P009,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=True",W2,test,20240101-20250101,160,33.72,1.17,1.43,9.52,33.61,5.72
V4_G2_P009,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=True",W2,test,20240101-20250101,160,33.72,1.17,1.43,2,33.61,5.72
V4_G2_P009,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=True",W3,train,20220101-20250101,474,161.66,1.02,1.40,15.79,37.76,5.03
V4_G2_P009,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=True",W3,train,20220101-20250101,474,161.66,1.02,1.40,9,37.76,5.03
V4_G2_P009,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=True",W3,test,20250101-20260401,176,55.35,1.26,1.56,11.96,42.39,5.29
V4_G2_P009,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=True",W3,test,20250101-20260401,176,55.35,1.26,1.56,6,42.39,5.29
V4_G2_P010,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=False",W1,train,20200101-20230101,548,311.32,1.09,1.36,8,60.50,4.60
V4_G2_P010,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=False",W1,train,20200101-20230101,548,311.32,1.09,1.36,12.38,60.50,4.60
V4_G2_P010,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=False",W1,test,20230101-20240101,201,68.86,1.24,1.37,19.31,68.86,7.49
V4_G2_P010,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=False",W1,test,20230101-20240101,201,68.86,1.24,1.37,1,68.86,7.49
V4_G2_P010,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=False",W2,train,20210101-20240101,558,299.49,1.06,1.36,2,58.67,4.81
V4_G2_P010,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=False",W2,train,20210101-20240101,558,299.49,1.06,1.36,19.32,58.67,4.81
V4_G2_P010,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=False",W2,test,20240101-20250101,159,29.25,0.95,1.33,9,29.16,4.17
V4_G2_P010,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=False",W2,test,20240101-20250101,159,29.25,0.95,1.33,10.49,29.16,4.17
V4_G2_P010,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=False",W3,train,20220101-20250101,468,138.38,0.85,1.32,19.30,33.55,3.91
V4_G2_P010,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=False",W3,train,20220101-20250101,468,138.38,0.85,1.32,0,33.55,3.91
V4_G2_P010,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=False",W3,test,20250101-20260401,174,45.82,1.04,1.44,14.09,35.34,3.92
V4_G2_P010,group2_macd,"G2 MACD f12s26sig9 hist_pos stair=False",W3,test,20250101-20260401,174,45.82,1.04,1.44,9,35.34,3.92
V4_G2_P021,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=True",W1,train,20200101-20230101,570,246.28,1.00,1.31,6,51.52,4.64
V4_G2_P021,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=True",W1,train,20200101-20230101,570,246.28,1.00,1.31,12.86,51.52,4.64
V4_G2_P021,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=True",W1,test,20230101-20240101,206,89.65,1.58,1.51,17.03,89.65,9.45
V4_G2_P021,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=True",W1,test,20230101-20240101,206,89.65,1.58,1.51,3,89.65,9.45
V4_G2_P021,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=True",W2,train,20210101-20240101,580,308.62,1.18,1.40,17.07,59.87,5.71
V4_G2_P021,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=True",W2,train,20210101-20240101,580,308.62,1.18,1.40,7,59.87,5.71
V4_G2_P021,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=True",W2,test,20240101-20250101,161,38.93,1.32,1.50,9.52,38.81,6.52
V4_G2_P021,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=True",W2,test,20240101-20250101,161,38.93,1.32,1.50,2,38.81,6.52
V4_G2_P021,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=True",W3,train,20220101-20250101,484,170.57,1.08,1.42,1,39.30,5.35
V4_G2_P021,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=True",W3,train,20220101-20250101,484,170.57,1.08,1.42,17.11,39.30,5.35
