strategy,group,name,window,phase,timerange,trades,tot_profit_pct,sharpe,profit_factor,max_drawdown_pct,cagr,sortino
V4_G2_P021,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=True",W3,test,20250101-20260401,178,52.91,1.21,1.52,12.93,40.59,5.07
V4_G2_P021,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=True",W3,test,20250101-20260401,178,52.91,1.21,1.52,3,40.59,5.07
V4_G2_P022,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=False",W1,train,20200101-20230101,562,306.50,1.07,1.34,13.30,59.87,4.55
V4_G2_P022,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=False",W1,train,20200101-20230101,562,306.50,1.07,1.34,0,59.87,4.55
V4_G2_P022,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=False",W1,test,20230101-20240101,205,69.67,1.26,1.38,0,69.67,7.60
V4_G2_P022,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=False",W1,test,20230101-20240101,205,69.67,1.26,1.38,20.40,69.67,7.60
V4_G2_P022,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=False",W2,train,20210101-20240101,572,287.17,1.05,1.34,0,57.02,4.87
V4_G2_P022,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=False",W2,train,20210101-20240101,572,287.17,1.05,1.34,20.40,57.02,4.87
V4_G2_P022,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=False",W2,test,20240101-20250101,160,33.94,1.09,1.38,10.51,33.83,4.75
V4_G2_P022,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=False",W2,test,20240101-20250101,160,33.94,1.09,1.38,1,33.83,4.75
V4_G2_P022,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=False",W3,train,20220101-20250101,478,147.06,0.91,1.34,20.34,35.15,4.15
V4_G2_P022,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=False",W3,train,20220101-20250101,478,147.06,0.91,1.34,4,35.15,4.15
V4_G2_P022,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=False",W3,test,20250101-20260401,176,43.94,1.01,1.41,5,33.94,3.81
V4_G2_P022,group2_macd,"G2 MACD f8s17sig9 macd_pos stair=False",W3,test,20250101-20260401,176,43.94,1.01,1.41,14.85,33.94,3.81
V4_G2_P015,group2_macd,"G2 MACD f12s26sig9 macd_sig_hist stair=True",W1,train,20200101-20230101,556,247.08,1.02,1.33,3,51.64,4.70
V4_G2_P015,group2_macd,"G2 MACD f12s26sig9 macd_sig_hist stair=True",W1,train,20200101-20230101,556,247.08,1.02,1.33,11.93,51.64,4.70
V4_G2_P015,group2_macd,"G2 MACD f12s26sig9 macd_sig_hist stair=True",W1,test,20230101-20240101,202,88.89,1.55,1.51,0,88.89,9.31
V4_G2_P015,group2_macd,"G2 MACD f12s26sig9 macd_sig_hist stair=True",W1,test,20230101-20240101,202,88.89,1.55,1.51,15.80,88.89,9.31
V4_G2_P015,group2_macd,"G2 MACD f12s26sig9 macd_sig_hist stair=True",W2,train,20210101-20240101,566,321.08,1.18,1.42,15.80,61.48,5.65
V4_G2_P015,group2_macd,"G2 MACD f12s26sig9 macd_sig_hist stair=True",W2,train,20210101-20240101,566,321.08,1.18,1.42,0,61.48,5.65
V4_G2_P015,group2_macd,"G2 MACD f12s26sig9 macd_sig_hist stair=True",W2,test,20240101-20250101,160,33.72,1.17,1.43,2,33.61,5.72
V4_G2_P015,group2_macd,"G2 MACD f12s26sig9 macd_sig_hist stair=True",W2,test,20240101-20250101,160,33.72,1.17,1.43,9.52,33.61,5.72
V4_G2_P015,group2_macd,"G2 MACD f12s26sig9 macd_sig_hist stair=True",W3,train,20220101-20250101,474,161.66,1.02,1.40,15.79,37.76,5.03
V4_G2_P015,group2_macd,"G2 MACD f12s26sig9 macd_sig_hist stair=True",W3,train,20220101-20250101,474,161.66,1.02,1.40,9,37.76,5.03
V4_G2_P015,group2_macd,"G2 MACD f12s26sig9 macd_sig_hist stair=True",W3,test,20250101-20260401,176,55.35,1.26,1.56,6,42.39,5.29
V4_G2_P015,group2_macd,"G2 MACD f12s26sig9 macd_sig_hist stair=True",W3,test,20250101-20260401,176,55.35,1.26,1.56,11.96,42.39,5.29
V4_G2_P024,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=False",W1,train,20200101-20230101,550,283.54,1.05,1.34,9,56.79,4.57
V4_G2_P024,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=False",W1,train,20200101-20230101,550,283.54,1.05,1.34,13.29,56.79,4.57
V4_G2_P024,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=False",W1,test,20230101-20240101,200,69.40,1.24,1.38,5,69.40,7.57
V4_G2_P024,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=False",W1,test,20230101-20240101,200,69.40,1.24,1.38,18.25,69.40,7.57
V4_G2_P024,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=False",W2,train,20210101-20240101,559,269.89,1.02,1.34,2,54.65,4.69
V4_G2_P024,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=False",W2,train,20210101-20240101,559,269.89,1.02,1.34,18.22,54.65,4.69
V4_G2_P024,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=False",W2,test,20240101-20250101,161,38.67,1.20,1.43,10.51,38.54,5.26
V4_G2_P024,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=False",W2,test,20240101-20250101,161,38.67,1.20,1.43,1,38.54,5.26
V4_G2_P024,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=False",W3,train,20220101-20250101,473,156.38,0.94,1.36,18.11,36.83,4.34
V4_G2_P024,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=False",W3,train,20220101-20250101,473,156.38,0.94,1.36,1,36.83,4.34
V4_G2_P024,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=False",W3,test,20250101-20260401,174,45.82,1.04,1.44,14.09,35.34,3.92
V4_G2_P024,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=False",W3,test,20250101-20260401,174,45.82,1.04,1.44,9,35.34,3.92
V4_G2_P017,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=True",W1,train,20200101-20230101,558,225.75,0.97,1.31,12.86,48.45,4.61
V4_G2_P017,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=True",W1,train,20200101-20230101,558,225.75,0.97,1.31,6,48.45,4.61
V4_G2_P017,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=True",W1,test,20230101-20240101,201,88.28,1.53,1.50,15.18,88.28,9.25
V4_G2_P017,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=True",W1,test,20230101-20240101,201,88.28,1.53,1.50,8,88.28,9.25
V4_G2_P017,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=True",W2,train,20210101-20240101,567,287.86,1.14,1.40,7,57.12,5.47
V4_G2_P017,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=True",W2,train,20210101-20240101,567,287.86,1.14,1.40,15.17,57.12,5.47
V4_G2_P017,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=True",W2,test,20240101-20250101,162,43.44,1.43,1.55,9.52,43.30,7.12
V4_G2_P017,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=True",W2,test,20240101-20250101,162,43.44,1.43,1.55,2,43.30,7.12
V4_G2_P017,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=True",W3,train,20220101-20250101,479,180.26,1.11,1.45,15.19,40.95,5.56
V4_G2_P017,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=True",W3,train,20220101-20250101,479,180.26,1.11,1.45,9,40.95,5.56
V4_G2_P017,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=True",W3,test,20250101-20260401,176,55.35,1.26,1.56,11.96,42.39,5.29
V4_G2_P017,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=True",W3,test,20250101-20260401,176,55.35,1.26,1.56,6,42.39,5.29
V4_G2_P018,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=False",W1,train,20200101-20230101,550,283.54,1.05,1.34,13.29,56.79,4.57
V4_G2_P018,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=False",W1,train,20200101-20230101,550,283.54,1.05,1.34,9,56.79,4.57
V4_G2_P018,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=False",W1,test,20230101-20240101,200,69.40,1.24,1.38,18.25,69.40,7.57
V4_G2_P018,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=False",W1,test,20230101-20240101,200,69.40,1.24,1.38,5,69.40,7.57
V4_G2_P018,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=False",W2,train,20210101-20240101,559,269.89,1.02,1.34,2,54.65,4.69
V4_G2_P018,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=False",W2,train,20210101-20240101,559,269.89,1.02,1.34,18.22,54.65,4.69
V4_G2_P018,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=False",W2,test,20240101-20250101,161,38.67,1.20,1.43,10.51,38.54,5.26
V4_G2_P018,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=False",W2,test,20240101-20250101,161,38.67,1.20,1.43,1,38.54,5.26
V4_G2_P018,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=False",W3,train,20220101-20250101,473,156.38,0.94,1.36,1,36.83,4.34
V4_G2_P018,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=False",W3,train,20220101-20250101,473,156.38,0.94,1.36,18.11,36.83,4.34
V4_G2_P018,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=False",W3,test,20250101-20260401,174,45.82,1.04,1.44,9,35.34,3.92
V4_G2_P018,group2_macd,"G2 MACD f8s17sig9 hist_pos stair=False",W3,test,20250101-20260401,174,45.82,1.04,1.44,14.09,35.34,3.92
V4_G2_P019,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=True",W1,train,20200101-20230101,557,229.43,0.98,1.31,12.84,49.01,4.61
V4_G2_P019,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=True",W1,train,20200101-20230101,557,229.43,0.98,1.31,4,49.01,4.61
V4_G2_P019,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=True",W1,test,20230101-20240101,200,77.13,1.40,1.45,6,77.13,8.45
V4_G2_P019,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=True",W1,test,20230101-20240101,200,77.13,1.40,1.45,16.96,77.13,8.45
V4_G2_P019,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=True",W2,train,20210101-20240101,566,264.37,1.08,1.37,5,53.88,5.26
V4_G2_P019,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=True",W2,train,20210101-20240101,566,264.37,1.08,1.37,16.95,53.88,5.26
V4_G2_P019,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=True",W2,test,20240101-20250101,161,44.71,1.47,1.58,2,44.56,7.28
V4_G2_P019,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=True",W2,test,20240101-20250101,161,44.71,1.47,1.58,9.52,44.56,7.28
V4_G2_P019,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=True",W3,train,20220101-20250101,477,165.25,1.07,1.43,7,38.39,5.42
V4_G2_P019,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=True",W3,train,20220101-20250101,477,165.25,1.07,1.43,16.97,38.39,5.42
V4_G2_P019,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=True",W3,test,20250101-20260401,175,55.64,1.26,1.56,11.95,42.60,5.34
V4_G2_P019,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=True",W3,test,20250101-20260401,175,55.64,1.26,1.56,5,42.60,5.34
V4_G3_P003,group3_ema_slope,"G3 EMA slope p=3 th=0.001 stair=False",W1,train,20200101-20230101,560,303.94,1.07,1.34,9,59.53,4.56
V4_G3_P003,group3_ema_slope,"G3 EMA slope p=3 th=0.001 stair=False",W1,train,20200101-20230101,560,303.94,1.07,1.34,13.29,59.53,4.56
V4_G3_P003,group3_ema_slope,"G3 EMA slope p=3 th=0.001 stair=False",W1,test,20230101-20240101,201,70.08,1.26,1.38,19.31,70.08,7.63
V4_G3_P003,group3_ema_slope,"G3 EMA slope p=3 th=0.001 stair=False",W1,test,20230101-20240101,201,70.08,1.26,1.38,1,70.08,7.63
V4_G3_P003,group3_ema_slope,"G3 EMA slope p=3 th=0.001 stair=False",W2,train,20210101-20240101,568,287.66,1.05,1.35,4,57.09,4.87
V4_G3_P003,group3_ema_slope,"G3 EMA slope p=3 th=0.001 stair=False",W2,train,20210101-20240101,568,287.66,1.05,1.35,19.34,57.09,4.87
V4_G3_P003,group3_ema_slope,"G3 EMA slope p=3 th=0.001 stair=False",W2,test,20240101-20250101,160,33.94,1.09,1.38,1,33.83,4.75
V4_G3_P003,group3_ema_slope,"G3 EMA slope p=3 th=0.001 stair=False",W2,test,20240101-20250101,160,33.94,1.09,1.38,10.51,33.83,4.75
V4_G3_P003,group3_ema_slope,"G3 EMA slope p=3 th=0.001 stair=False",W3,train,20220101-20250101,474,147.10,0.90,1.34,9,35.16,4.14
V4_G3_P003,group3_ema_slope,"G3 EMA slope p=3 th=0.001 stair=False",W3,train,20220101-20250101,474,147.10,0.90,1.34,19.29,35.16,4.14
V4_G3_P003,group3_ema_slope,"G3 EMA slope p=3 th=0.001 stair=False",W3,test,20250101-20260401,175,37.65,0.88,1.36,14.89,29.22,3.37
V4_G3_P003,group3_ema_slope,"G3 EMA slope p=3 th=0.001 stair=False",W3,test,20250101-20260401,175,37.65,0.88,1.36,9,29.22,3.37
V4_G3_P004,group3_ema_slope,"G3 EMA slope p=3 th=0.002 stair=True",W1,train,20200101-20230101,546,244.54,1.01,1.33,5,51.26,4.78
V4_G3_P004,group3_ema_slope,"G3 EMA slope p=3 th=0.002 stair=True",W1,train,20200101-20230101,546,244.54,1.01,1.33,12.85,51.26,4.78
V4_G3_P004,group3_ema_slope,"G3 EMA slope p=3 th=0.002 stair=True",W1,test,20230101-20240101,185,84.96,1.47,1.53,15.05,84.96,9.34
V4_G3_P004,group3_ema_slope,"G3 EMA slope p=3 th=0.002 stair=True",W1,test,20230101-20240101,185,84.96,1.47,1.53,5,84.96,9.34
V4_G3_P004,group3_ema_slope,"G3 EMA slope p=3 th=0.002 stair=True",W2,train,20210101-20240101,545,317.15,1.16,1.42,6,60.98,5.71
V4_G3_P004,group3_ema_slope,"G3 EMA slope p=3 th=0.002 stair=True",W2,train,20210101-20240101,545,317.15,1.16,1.42,15.06,60.98,5.71
V4_G3_P004,group3_ema_slope,"G3 EMA slope p=3 th=0.002 stair=True",W2,test,20240101-20250101,155,19.32,0.71,1.25,4,19.26,3.41
V4_G3_P004,group3_ema_slope,"G3 EMA slope p=3 th=0.002 stair=True",W2,test,20240101-20250101,155,19.32,0.71,1.25,11.74,19.26,3.41
V4_G3_P004,group3_ema_slope,"G3 EMA slope p=3 th=0.002 stair=True",W3,train,20220101-20250101,448,132.31,0.84,1.35,2,32.41,4.28
V4_G3_P004,group3_ema_slope,"G3 EMA slope p=3 th=0.002 stair=True",W3,train,20220101-20250101,448,132.31,0.84,1.35,15.12,32.41,4.28
V4_G3_P004,group3_ema_slope,"G3 EMA slope p=3 th=0.002 stair=True",W3,test,20250101-20260401,155,40.85,0.93,1.44,12.89,31.63,4.23
V4_G3_P004,group3_ema_slope,"G3 EMA slope p=3 th=0.002 stair=True",W3,test,20250101-20260401,155,40.85,0.93,1.44,9,31.63,4.23
V4_G2_P020,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=False",W1,train,20200101-20230101,549,286.93,1.05,1.34,9,57.25,4.57
V4_G2_P020,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=False",W1,train,20200101-20230101,549,286.93,1.05,1.34,13.29,57.25,4.57
V4_G2_P020,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=False",W1,test,20230101-20240101,199,59.14,1.10,1.33,2,59.14,6.67
V4_G2_P020,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=False",W1,test,20230101-20240101,199,59.14,1.10,1.33,20.92,59.14,6.67
V4_G2_P020,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=False",W2,train,20210101-20240101,558,247.93,0.97,1.32,9,51.53,4.49
V4_G2_P020,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=False",W2,train,20210101-20240101,558,247.93,0.97,1.32,20.89,51.53,4.49
V4_G2_P020,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=False",W2,test,20240101-20250101,160,40.35,1.25,1.45,10.51,40.22,5.49
V4_G2_P020,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=False",W2,test,20240101-20250101,160,40.35,1.25,1.45,1,40.22,5.49
V4_G2_P020,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=False",W3,train,20220101-20250101,471,142.81,0.90,1.34,20.78,34.37,4.21
V4_G2_P020,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=False",W3,train,20220101-20250101,471,142.81,0.90,1.34,8,34.37,4.21
V4_G2_P020,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=False",W3,test,20250101-20260401,173,46.12,1.05,1.44,9,35.56,3.96
V4_G2_P020,group2_macd,"G2 MACD f8s17sig9 hist_rise stair=False",W3,test,20250101-20260401,173,46.12,1.05,1.44,14.09,35.56,3.96
V4_G3_P006,group3_ema_slope,"G3 EMA slope p=3 th=0.003 stair=True",W1,train,20200101-20230101,507,186.22,0.84,1.29,16.90,42.17,4.18
V4_G3_P006,group3_ema_slope,"G3 EMA slope p=3 th=0.003 stair=True",W1,train,20200101-20230101,507,186.22,0.84,1.29,0,42.17,4.18
V4_G3_P006,group3_ema_slope,"G3 EMA slope p=3 th=0.003 stair=True",W1,test,20230101-20240101,155,70.89,1.30,1.56,7,70.89,8.44
V4_G3_P006,group3_ema_slope,"G3 EMA slope p=3 th=0.003 stair=True",W1,test,20230101-20240101,155,70.89,1.30,1.56,12.47,70.89,8.44
V4_G3_P006,group3_ema_slope,"G3 EMA slope p=3 th=0.003 stair=True",W2,train,20210101-20240101,497,243.15,1.03,1.40,9,50.83,5.55
V4_G3_P006,group3_ema_slope,"G3 EMA slope p=3 th=0.003 stair=True",W2,train,20210101-20240101,497,243.15,1.03,1.40,16.89,50.83,5.55
V4_G3_P006,group3_ema_slope,"G3 EMA slope p=3 th=0.003 stair=True",W2,test,20240101-20250101,136,17.55,0.64,1.26,10.97,17.50,3.04
V4_G3_P006,group3_ema_slope,"G3 EMA slope p=3 th=0.003 stair=True",W2,test,20240101-20250101,136,17.55,0.64,1.26,7,17.50,3.04
V4_G3_P006,group3_ema_slope,"G3 EMA slope p=3 th=0.003 stair=True",W3,train,20220101-20250101,392,95.07,0.69,1.32,16.85,24.92,3.67
V4_G3_P006,group3_ema_slope,"G3 EMA slope p=3 th=0.003 stair=True",W3,train,20220101-20250101,392,95.07,0.69,1.32,5,24.92,3.67
V4_G3_P006,group3_ema_slope,"G3 EMA slope p=3 th=0.003 stair=True",W3,test,20250101-20260401,117,48.08,0.98,1.65,12.45,37.01,4.86
V4_G3_P006,group3_ema_slope,"G3 EMA slope p=3 th=0.003 stair=True",W3,test,20250101-20260401,117,48.08,0.98,1.65,5,37.01,4.86
V4_G3_P007,group3_ema_slope,"G3 EMA slope p=5 th=0.0005 stair=True",W1,train,20200101-20230101,570,246.28,1.00,1.31,12.86,51.52,4.64
V4_G3_P007,group3_ema_slope,"G3 EMA slope p=5 th=0.0005 stair=True",W1,train,20200101-20230101,570,246.28,1.00,1.31,6,51.52,4.64
V4_G3_P007,group3_ema_slope,"G3 EMA slope p=5 th=0.0005 stair=True",W1,test,20230101-20240101,206,89.65,1.58,1.51,17.03,89.65,9.45
V4_G3_P007,group3_ema_slope,"G3 EMA slope p=5 th=0.0005 stair=True",W1,test,20230101-20240101,206,89.65,1.58,1.51,3,89.65,9.45
V4_G3_P007,group3_ema_slope,"G3 EMA slope p=5 th=0.0005 stair=True",W2,train,20210101-20240101,580,308.62,1.18,1.40,17.07,59.87,5.71
V4_G3_P007,group3_ema_slope,"G3 EMA slope p=5 th=0.0005 stair=True",W2,train,20210101-20240101,580,308.62,1.18,1.40,7,59.87,5.71
V4_G3_P007,group3_ema_slope,"G3 EMA slope p=5 th=0.0005 stair=True",W2,test,20240101-20250101,161,38.93,1.32,1.50,9.52,38.81,6.52
V4_G3_P007,group3_ema_slope,"G3 EMA slope p=5 th=0.0005 stair=True",W2,test,20240101-20250101,161,38.93,1.32,1.50,2,38.81,6.52
V4_G3_P007,group3_ema_slope,"G3 EMA slope p=5 th=0.0005 stair=True",W3,train,20220101-20250101,484,170.57,1.08,1.42,17.11,39.30,5.35
V4_G3_P007,group3_ema_slope,"G3 EMA slope p=5 th=0.0005 stair=True",W3,train,20220101-20250101,484,170.57,1.08,1.42,1,39.30,5.35
V4_G3_P007,group3_ema_slope,"G3 EMA slope p=5 th=0.0005 stair=True",W3,test,20250101-20260401,178,52.91,1.21,1.52,12.93,40.59,5.07
V4_G3_P007,group3_ema_slope,"G3 EMA slope p=5 th=0.0005 stair=True",W3,test,20250101-20260401,178,52.91,1.21,1.52,3,40.59,5.07
V4_G2_P023,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=True",W1,train,20200101-20230101,558,225.75,0.97,1.31,12.86,48.45,4.61
V4_G2_P023,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=True",W1,train,20200101-20230101,558,225.75,0.97,1.31,6,48.45,4.61
V4_G2_P023,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=True",W1,test,20230101-20240101,201,88.28,1.53,1.50,8,88.28,9.25
V4_G2_P023,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=True",W1,test,20230101-20240101,201,88.28,1.53,1.50,15.18,88.28,9.25
V4_G2_P023,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=True",W2,train,20210101-20240101,567,287.86,1.14,1.40,15.17,57.12,5.47
V4_G2_P023,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=True",W2,train,20210101-20240101,567,287.86,1.14,1.40,7,57.12,5.47
V4_G2_P023,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=True",W2,test,20240101-20250101,162,43.44,1.43,1.55,2,43.30,7.12
V4_G2_P023,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=True",W2,test,20240101-20250101,162,43.44,1.43,1.55,9.52,43.30,7.12
V4_G2_P023,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=True",W3,train,20220101-20250101,479,180.26,1.11,1.45,9,40.95,5.56
V4_G2_P023,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=True",W3,train,20220101-20250101,479,180.26,1.11,1.45,15.19,40.95,5.56
V4_G2_P023,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=True",W3,test,20250101-20260401,176,55.35,1.26,1.56,6,42.39,5.29
V4_G2_P023,group2_macd,"G2 MACD f8s17sig9 macd_sig_hist stair=True",W3,test,20250101-20260401,176,55.35,1.26,1.56,11.96,42.39,5.29
V4_G3_P001,group3_ema_slope,"G3 EMA slope p=3 th=0.0005 stair=True",W1,train,20200101-20230101,570,246.28,1.00,1.31,6,51.52,4.64
V4_G3_P001,group3_ema_slope,"G3 EMA slope p=3 th=0.0005 stair=True",W1,train,20200101-20230101,570,246.28,1.00,1.31,12.86,51.52,4.64
V4_G3_P001,group3_ema_slope,"G3 EMA slope p=3 th=0.0005 stair=True",W1,test,20230101-20240101,206,89.65,1.58,1.51,3,89.65,9.45
V4_G3_P001,group3_ema_slope,"G3 EMA slope p=3 th=0.0005 stair=True",W1,test,20230101-20240101,206,89.65,1.58,1.51,17.03,89.65,9.45
V4_G3_P001,group3_ema_slope,"G3 EMA slope p=3 th=0.0005 stair=True",W2,train,20210101-20240101,580,308.62,1.18,1.40,7,59.87,5.71
V4_G3_P001,group3_ema_slope,"G3 EMA slope p=3 th=0.0005 stair=True",W2,train,20210101-20240101,580,308.62,1.18,1.40,17.07,59.87,5.71
V4_G3_P001,group3_ema_slope,"G3 EMA slope p=3 th=0.0005 stair=True",W2,test,20240101-20250101,161,38.93,1.32,1.50,9.52,38.81,6.52
V4_G3_P001,group3_ema_slope,"G3 EMA slope p=3 th=0.0005 stair=True",W2,test,20240101-20250101,161,38.93,1.32,1.50,2,38.81,6.52
V4_G3_P001,group3_ema_slope,"G3 EMA slope p=3 th=0.0005 stair=True",W3,train,20220101-20250101,484,170.57,1.08,1.42,17.11,39.30,5.35
V4_G3_P001,group3_ema_slope,"G3 EMA slope p=3 th=0.0005 stair=True",W3,train,20220101-20250101,484,170.57,1.08,1.42,1,39.30,5.35
V4_G3_P001,group3_ema_slope,"G3 EMA slope p=3 th=0.0005 stair=True",W3,test,20250101-20260401,178,52.91,1.21,1.52,12.93,40.59,5.07
V4_G3_P001,group3_ema_slope,"G3 EMA slope p=3 th=0.0005 stair=True",W3,test,20250101-20260401,178,52.91,1.21,1.52,3,40.59,5.07
V4_G3_P009,group3_ema_slope,"G3 EMA slope p=5 th=0.001 stair=False",W1,train,20200101-20230101,560,304.34,1.07,1.34,9,59.58,4.56
V4_G3_P009,group3_ema_slope,"G3 EMA slope p=5 th=0.001 stair=False",W1,train,20200101-20230101,560,304.34,1.07,1.34,13.29,59.58,4.56
V4_G3_P009,group3_ema_slope,"G3 EMA slope p=5 th=0.001 stair=False",W1,test,20230101-20240101,203,72.53,1.30,1.39,6,72.53,7.81
V4_G3_P009,group3_ema_slope,"G3 EMA slope p=5 th=0.001 stair=False",W1,test,20230101-20240101,203,72.53,1.30,1.39,19.86,72.53,7.81
V4_G3_P009,group3_ema_slope,"G3 EMA slope p=5 th=0.001 stair=False",W2,train,20210101-20240101,570,294.17,1.07,1.35,6,57.96,4.93
V4_G3_P009,group3_ema_slope,"G3 EMA slope p=5 th=0.001 stair=False",W2,train,20210101-20240101,570,294.17,1.07,1.35,19.86,57.96,4.93
V4_G3_P009,group3_ema_slope,"G3 EMA slope p=5 th=0.001 stair=False",W2,test,20240101-20250101,160,33.45,1.07,1.37,1,33.34,4.66
V4_G3_P009,group3_ema_slope,"G3 EMA slope p=5 th=0.001 stair=False",W2,test,20240101-20250101,160,33.45,1.07,1.37,10.51,33.34,4.66
V4_G3_P009,group3_ema_slope,"G3 EMA slope p=5 th=0.001 stair=False",W3,train,20220101-20250101,476,151.04,0.92,1.34,2,35.87,4.18
V4_G3_P009,group3_ema_slope,"G3 EMA slope p=5 th=0.001 stair=False",W3,train,20220101-20250101,476,151.04,0.92,1.34,19.82,35.87,4.18
V4_G3_P009,group3_ema_slope,"G3 EMA slope p=5 th=0.001 stair=False",W3,test,20250101-20260401,175,42.17,0.98,1.40,8,32.61,3.69
V4_G3_P009,group3_ema_slope,"G3 EMA slope p=5 th=0.001 stair=False",W3,test,20250101-20260401,175,42.17,0.98,1.40,14.88,32.61,3.69
V4_G3_P010,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=True",W1,train,20200101-20230101,560,246.29,1.00,1.32,3,51.52,4.63
V4_G3_P010,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=True",W1,train,20200101-20230101,560,246.29,1.00,1.32,12.93,51.52,4.63
V4_G3_P010,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=True",W1,test,20230101-20240101,196,82.18,1.46,1.50,0,82.18,8.93
V4_G3_P010,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=True",W1,test,20230101-20240101,196,82.18,1.46,1.50,15.20,82.18,8.93
V4_G3_P010,group3_ema_slope,"G3 EMA slope p=5 th=0.002 stair=True",W2,train,20210101-20240101,565,294.43,1.13,1.39,4,58.00,5.62
